type	study_id	crdc_id	file_types_and_format	phs_accession	program.program_acronym	short_description	study_acronym	study_data_types	study_data_types_concept_code	study_description	study_external_url	study_name	study_version
study	phs004225_ACRIN-FMISO-Brain	d046128b-cab4-4c05-ac5e-7ec5660d64f6	DICOM	phs004225	TCIA-RADIOLOGY	This is a subset of radiology imaging data containing faces from the ACRIN-FMISO-Brain collection in The Cancer Imaging Archive.	ACRIN-FMISO-Brain	Imaging	C17369	This is a subset of radiology imaging data containing faces from the ACRIN-FMISO-Brain collection in The Cancer Imaging Archive.	https://doi.org/10.7937/K9/TCIA.2018.vohlekok	ACRIN 6684	phs004225.v1.p1
