type	study_link_id	citation_or_DOI	de_identification_method_type	de_identification_method_type_concept_code	file.file_id	image_modality	image_modality_concept_code	imaging_equipment_manufacturer	license	organ_or_tissue	organ_or_tissue_concept_code	species
image	dg.4DFC/00085250-dcb6-598b-a8f2-27893368f3fc	https://doi.org/10.7937/K9/TCIA.2018.vohlekok	Semiautomatic	C172484	dg.4DFC/00085250-dcb6-598b-a8f2-27893368f3fc	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00125097-374c-5e04-8119-a2000185783e	https://doi.org/10.7937/K9/TCIA.2018.vohlekok	Semiautomatic	C172484	dg.4DFC/00125097-374c-5e04-8119-a2000185783e	MR	C16809	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00181489-3587-559c-bcda-a93530b68836	https://doi.org/10.7937/K9/TCIA.2018.vohlekok	Semiautomatic	C172484	dg.4DFC/00181489-3587-559c-bcda-a93530b68836	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/001efe00-33cb-5000-b72f-572f7f1c72d3	https://doi.org/10.7937/K9/TCIA.2018.vohlekok	Semiautomatic	C172484	dg.4DFC/001efe00-33cb-5000-b72f-572f7f1c72d3	MR	C16809	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/004c34d1-3f4f-54e0-9c1a-0a82b63a7eda	https://doi.org/10.7937/K9/TCIA.2018.vohlekok	Semiautomatic	C172484	dg.4DFC/004c34d1-3f4f-54e0-9c1a-0a82b63a7eda	MR	C16809	Philips Medical Systems		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/006b5f7b-bb05-5cfe-b2bc-e38d94dbb62a	https://doi.org/10.7937/K9/TCIA.2018.vohlekok	Semiautomatic	C172484	dg.4DFC/006b5f7b-bb05-5cfe-b2bc-e38d94dbb62a	MR	C16809	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/0075c306-3da9-5e10-a6ba-7c3ad4b6ff4d	https://doi.org/10.7937/K9/TCIA.2018.vohlekok	Semiautomatic	C172484	dg.4DFC/0075c306-3da9-5e10-a6ba-7c3ad4b6ff4d	MR	C16809	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/007d76e0-ca8a-50ce-9278-f73ac740548f	https://doi.org/10.7937/K9/TCIA.2018.vohlekok	Semiautomatic	C172484	dg.4DFC/007d76e0-ca8a-50ce-9278-f73ac740548f	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/0086a9f7-5d33-56d4-a352-7d01bfbbeba2	https://doi.org/10.7937/K9/TCIA.2018.vohlekok	Semiautomatic	C172484	dg.4DFC/0086a9f7-5d33-56d4-a352-7d01bfbbeba2	MR	C16809	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/008bf796-9bd2-5c9a-893f-ece23df46957	https://doi.org/10.7937/K9/TCIA.2018.vohlekok	Semiautomatic	C172484	dg.4DFC/008bf796-9bd2-5c9a-893f-ece23df46957	PT	C17007	BrainPET1 MR-PET Brn Scnr Insrt		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/009d3faa-a53b-51af-9fb8-23f0a1783ca7	https://doi.org/10.7937/K9/TCIA.2018.vohlekok	Semiautomatic	C172484	dg.4DFC/009d3faa-a53b-51af-9fb8-23f0a1783ca7	MR	C16809	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00aa286d-8d9d-5c04-a2d6-96f838860dad	https://doi.org/10.7937/K9/TCIA.2018.vohlekok	Semiautomatic	C172484	dg.4DFC/00aa286d-8d9d-5c04-a2d6-96f838860dad	MR	C16809	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00b24121-ece5-50ee-899a-dc7a9c790a60	https://doi.org/10.7937/K9/TCIA.2018.vohlekok	Semiautomatic	C172484	dg.4DFC/00b24121-ece5-50ee-899a-dc7a9c790a60	MR	C16809	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00b2e087-f115-52de-89c4-a28567ac6a4d	https://doi.org/10.7937/K9/TCIA.2018.vohlekok	Semiautomatic	C172484	dg.4DFC/00b2e087-f115-52de-89c4-a28567ac6a4d	MR	C16809	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00d72d3d-1ea5-5965-ac35-e378b712ece6	https://doi.org/10.7937/K9/TCIA.2018.vohlekok	Semiautomatic	C172484	dg.4DFC/00d72d3d-1ea5-5965-ac35-e378b712ece6	MR	C16809	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00da06bd-9153-5f5e-bacd-73915f37ad82	https://doi.org/10.7937/K9/TCIA.2018.vohlekok	Semiautomatic	C172484	dg.4DFC/00da06bd-9153-5f5e-bacd-73915f37ad82	MR	C16809	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00e5ae7a-137b-50c6-8065-4f9daa2a74bc	https://doi.org/10.7937/K9/TCIA.2018.vohlekok	Semiautomatic	C172484	dg.4DFC/00e5ae7a-137b-50c6-8065-4f9daa2a74bc	MR	C16809	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00f50f49-3ea3-5aec-a91c-e7c395877a3b	https://doi.org/10.7937/K9/TCIA.2018.vohlekok	Semiautomatic	C172484	dg.4DFC/00f50f49-3ea3-5aec-a91c-e7c395877a3b	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/010ab06f-f5d7-5442-b6b9-251df25f4bbc	https://doi.org/10.7937/K9/TCIA.2018.vohlekok	Semiautomatic	C172484	dg.4DFC/010ab06f-f5d7-5442-b6b9-251df25f4bbc	MR	C16809	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/0121856c-ef69-5f03-a3ac-bb3b285e6025	https://doi.org/10.7937/K9/TCIA.2018.vohlekok	Semiautomatic	C172484	dg.4DFC/0121856c-ef69-5f03-a3ac-bb3b285e6025	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/012fbbe3-101b-5dd0-8613-613295c54ed3	https://doi.org/10.7937/K9/TCIA.2018.vohlekok	Semiautomatic	C172484	dg.4DFC/012fbbe3-101b-5dd0-8613-613295c54ed3	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/014d4c9b-6cec-57c3-b338-99f4cbb90587	https://doi.org/10.7937/K9/TCIA.2018.vohlekok	Semiautomatic	C172484	dg.4DFC/014d4c9b-6cec-57c3-b338-99f4cbb90587	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
