"type"	"id"	"reference_file_id"	"file_category"	"file_name"	"file_type"	"file_description"	"file_size"	"md5sum"	"reference_file_url"	"dcf_indexd_guid"	"study.id"
"reference_file"	"4d6a3ea4-bee2-5674-bc99-b496be451c22"	"1a819811-6d15-4631-bdb6-86fe05ef5b82"	"programmatic source code"	"c3dc_etl.py"	"py"	"Python script implementation of ETL process"	"76515"	"eefd55d8bb1af5d1e43913987d14079e"	"https://github.com/chicagopcdc/c3dc_etl/blob/20241028.1/etl/ccdi/c3dc_etl.py"	"e43dd771-d16d-4019-a8a6-12b307ffb337"	"2dc56987-5eb1-57c2-b788-24e275ced83d"
"reference_file"	"50a93093-7eb1-5d36-8f4d-ec3f4fd24ca4"	"8720ba2a-f2b0-40fe-9f3b-d78fe81a8d72"	"transformation/mapping"	"C3DC Mappings.xlsx"	"xlsx"	"Excel spreadsheet (XLSX) file containing tabular source-to-destination mappings and transformations. Transformed by mapping unpivoter script into JSON format for input into ETL script."	"210058"	"9d1f2ac589ae3f820f7b6b93289aeac6"	"https://github.com/chicagopcdc/c3dc_etl/blob/20241028.1/mapping_unpivoter/C3DC%20Mappings.xlsx"	"c93ca432-1331-4fe0-9d4f-3631343b3511"	"2dc56987-5eb1-57c2-b788-24e275ced83d"
"reference_file"	"c2064d0f-e9b7-5fa7-9618-d8d1e1821e38"	"ff1991cf-8052-4343-a061-58169b88aa7e"	"transformation/mapping"	"phs000720.json"	"json"	"JSON file containing source-to-destination mappings and transformations. The self-referential properties 'file_size' and 'md5sum' are set to the values calculated when both fields are set to 0 and blank ('') respectively"	"38068"	"3b8872b406af78bbbbd3239357ef8276"	"https://github.com/chicagopcdc/c3dc_etl/blob/20241028.1/etl/ccdi/transformations/phs000720.json"	"2e719fad-54e4-4ac5-80cc-e7a2d8897b2b"	"2dc56987-5eb1-57c2-b788-24e275ced83d"
"reference_file"	"1fe651be-bae7-550f-b80e-da0af0bb725a"	"f7992bcc-b854-4357-9f18-85688e6d44f4"	"input source data"	"CCDI_Submission_Template_v1.9.1_phs000720_JoinRy_2024-08-14.xlsx"	"xlsx"	"Excel spreadsheet (XLSX) file containing input source data"	"943614"	"b369dd1694ba2cd2704a3cb2c0a2773c"	"See CCDI Hub at https://ccdi.cancer.gov/explore"	"9167c185-ae59-48b5-bd7d-3be3c3c6fa90"	"2dc56987-5eb1-57c2-b788-24e275ced83d"
