"type"	"id"	"reference_file_id"	"file_category"	"file_name"	"file_type"	"file_description"	"file_size"	"md5sum"	"reference_file_url"	"dcf_indexd_guid"	"study.id"
"reference_file"	"77e428fc-eae0-5bfd-9e0b-f10a8b9e5b0d"	"bd0004e1-0430-4eab-a58a-735030ce21ea"	"programmatic source code"	"c3dc_etl.py"	"py"	"Python script implementation of ETL process"	"76515"	"eefd55d8bb1af5d1e43913987d14079e"	"https://github.com/chicagopcdc/c3dc_etl/blob/20241028.1/etl/ccdi/c3dc_etl.py"	"be251fc7-5a1f-4dcd-a88e-998031bfb956"	"4c68c326-5860-5b79-aecd-8a47d745ad9d"
"reference_file"	"e21a2fa4-bc11-52de-8acd-db70f3c37fd9"	"af939cf8-f7f1-4fce-8e31-ea1c116e65a0"	"output schema"	"schema.json"	"json"	"JSON schema representation of YAML C3DC model schema"	"161683"	"02b9c0979f87de1212fbe544d0ab1952"	"https://github.com/chicagopcdc/c3dc_etl/blob/20241028.1/schema/schema.json"	"7b5d5cac-1b8e-4f8a-a25b-d14f1fcf3bab"	"4c68c326-5860-5b79-aecd-8a47d745ad9d"
"reference_file"	"1d2dd057-6e92-5ec0-bf70-7976611f39f6"	"37bf7f10-6839-46af-b4d3-45c2dc478496"	"transformation/mapping"	"C3DC Mappings.xlsx"	"xlsx"	"Excel spreadsheet (XLSX) file containing tabular source-to-destination mappings and transformations. Transformed by mapping unpivoter script into JSON format for input into ETL script."	"210058"	"9d1f2ac589ae3f820f7b6b93289aeac6"	"https://github.com/chicagopcdc/c3dc_etl/blob/20241028.1/mapping_unpivoter/C3DC%20Mappings.xlsx"	"8b4fc516-b326-46e5-b3d5-9d4998f6df8c"	"4c68c326-5860-5b79-aecd-8a47d745ad9d"
"reference_file"	"8736db6a-7e8b-5bae-b5f0-10dc508287ba"	"010fdf6f-f3b3-4b29-b82b-fcdf1323706b"	"transformation/mapping"	"phs001437.json"	"json"	"JSON file containing source-to-destination mappings and transformations. The self-referential properties 'file_size' and 'md5sum' are set to the values calculated when both fields are set to 0 and blank ('') respectively"	"38254"	"8d887bfff50d824455d1e9f21b5497a0"	"https://github.com/chicagopcdc/c3dc_etl/blob/20241028.1/etl/ccdi/transformations/phs001437.json"	"e684ff25-a204-4ac5-b237-8b6835cd6997"	"4c68c326-5860-5b79-aecd-8a47d745ad9d"
"reference_file"	"d2d18b6c-a661-503b-8eca-ee8112545b06"	"49871fb6-e628-4a34-affe-a5db8a1068e4"	"input source data"	"CCDI_Submission_Template_v1.9.1_phs001437_JoinRy_2024-08-14.xlsx"	"xlsx"	"Excel spreadsheet (XLSX) file containing input source data"	"1768340"	"2302958a3e929f77f81dc30e0c6d9bca"	"See CCDI Hub at https://ccdi.cancer.gov/explore"	"e125a1b5-5bef-43d9-b202-282b9a7d5e5e"	"4c68c326-5860-5b79-aecd-8a47d745ad9d"
