"type"	"consent_group_id"	"consent_group_name"	"consent_group_number"	"consent_group_suffix"	"id"	"study.id"
"consent_group"	"phs001437_GRU"	"GRU"	"1"	"c1"	"a923bdda-d33a-5c1c-b526-a47ba1dc67c1"	"2ee6fc93-2855-5504-b7fc-05e3a6a85c33"
