type	program_acronym	program_name	program_short_description	program_full_description	program_external_url	program_short_name	institution	crdc_id
program	CDS-595435	AutoTest-Program	haec_olim_meminisse_iuvabit	saltus_in_demonstrando	haec_olim_meminisse_iuvabit	scientia_et_sapientia	labor_ipse_voluptas	Macte_animo_Generose_puer_sic_itur_ad_astra
