"type"	"consent_group_id"	"consent_group_name"	"consent_group_number"	"consent_group_suffix"	"id"	"study.id"
"consent_group"	"PHS000469_DS-PEDCR_1"	"DS-PEDCR"	"1"	"Not Applicable"	"fa75b359-8006-5292-a5ce-d346693818b8"	"da0ce23e-275d-5d31-a5fa-3f07766dda50"
