crdc_id	curation_status	dbgap_accession	experimental_strategy_and_data_subtype	external_url	id	size_of_data_being_uploaded	study_acronym	study_data_types	study_description	study_id	study_name	study_status	type
	Under curation	phs001327			e07b48db-83c4-5523-aaa8-467e2fb3a04e		CCSS_SMN		Analysis of subsequent neoplasm genomes from childhood cancer survivors	phs001327	Childhood Cancer Survivor Study (CCSS)	Active	study
