file_id	file_name	file_type	file_size	md5sum	file_url_in_cds	submission_version	type	sample.sample_id	study.phs_accession	participant.study_participant_id	experimental_strategy_and_data_subtypes
dg.4DFC/6267fd2a-7e68-11ee-a49c-0735dbeee605	01_507_10_2_18_999_69.tiff	TIFF	203398754	e89fc3d9e67bace4e86cc53b7d2564dd	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-507-01.18.he/01_507_10_2_18_999_69.tiff	phs002371_image	file	HTA6_1106_1_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1106	
dg.4DFC/626820f2-7e68-11ee-9495-7f054ca057a1	01_507_10_4_18_999_67.tiff	TIFF	199847646	f6d179493445431b3596be9ddec51698	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-507-01.18.he/01_507_10_4_18_999_67.tiff	phs002371_image	file	HTA6_1107_1_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1107	
dg.4DFC/62684460-7e68-11ee-9671-173cd13bbef3	Point4119_31834.ome.tif	OME-TIFF	6531766	bd3d99c3969c6e4a0cb1fec6afb97f8d	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/mibi_imaging_level_2/Point4119_31834.ome.tif	phs002371_image	file	HTA6_1107_1_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1107	
dg.4DFC/62686882-7e68-11ee-a21f-b34168c7dfe6	Point2209_31628.ome.tif	OME-TIFF	7871041	576dbf09a9000ff95e43e2c5c450aacd	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/mibi_imaging_level_2/Point2209_31628.ome.tif	phs002371_image	file	HTA6_1107_2_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1107	
dg.4DFC/62688d12-7e68-11ee-8765-9fd976d802b0	01_502_12_6_18_999_79.tiff	TIFF	230093522	67e2d5abd68df7d3c1bb9ea78c4d9afa	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-502-01.18.he/01_502_12_6_18_999_79.tiff	phs002371_image	file	HTA6_1107_2_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1107	
dg.4DFC/6268b170-7e68-11ee-96be-ff6bfd74c890	01_501_7_4_15_999_46.tiff	TIFF	223080606	2edd9aa0fc6a08c38c8b1cb7ea381eed	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-501-01.15.he/01_501_7_4_15_999_46.tiff	phs002371_image	file	HTA6_1108_4_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1108	
dg.4DFC/6268d538-7e68-11ee-b8f5-6fd95c8aa289	01_507_10_5_18_999_66.tiff	TIFF	201059142	f997cd5dea632dcb2cb6f47ee400bd9d	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-507-01.18.he/01_507_10_5_18_999_66.tiff	phs002371_image	file	HTA6_1108_1_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1108	
dg.4DFC/6268f888-7e68-11ee-8e37-0fffe41f7cee	01_507_11_1_18_999_77.tiff	TIFF	204842386	4af5021a0dd86a29ee5874a579efb67a	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-507-01.18.he/01_507_11_1_18_999_77.tiff	phs002371_image	file	HTA6_1109_1_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1109	
dg.4DFC/62691b9c-7e68-11ee-879f-6f4018ec5bc0	01_503_4_5_18_999_24.tiff	TIFF	204474432	5b6be87d7882577990456350b0e59efc	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-503-01.18.he/01_503_4_5_18_999_24.tiff	phs002371_image	file	HTA6_1109_170_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1109	
dg.4DFC/62694072-7e68-11ee-82e3-8b0c28934cb4	Point4108_31799.ome.tif	OME-TIFF	6504839	0d0e5771303e154cda548114afde87d9	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/mibi_imaging_level_2/Point4108_31799.ome.tif	phs002371_image	file	HTA6_1109_1_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1109	
dg.4DFC/626964d0-7e68-11ee-90e9-ebcffc8b9d1d	Point3127_31692.ome.tif	OME-TIFF	7839264	3284aaf8fb27265a10ce4275eccd4dbb	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/mibi_imaging_level_2/Point3127_31692.ome.tif	phs002371_image	file	HTA6_1109_170_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1109	
dg.4DFC/62698816-7e68-11ee-b8c4-37ade3a532b6	01_507_11_2_18_999_76.tiff	TIFF	203726274	09a32e0318f0538113411671339e41c6	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-507-01.18.he/01_507_11_2_18_999_76.tiff	phs002371_image	file	HTA6_1110_1_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1110	
dg.4DFC/6269abde-7e68-11ee-be14-2fc4af7d5213	01_507_11_4_18_999_74.tiff	TIFF	205722884	e5069e71d99de41dc3ebf32cc7e33e1b	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-507-01.18.he/01_507_11_4_18_999_74.tiff	phs002371_image	file	HTA6_1111_1_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1111	
dg.4DFC/6269cfe2-7e68-11ee-b6bf-af7fb0ac8f24	01_502_5_7_18_999_29.tiff	TIFF	223188108	98a4876635acace748b886d9399f1d91	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-502-01.18.he/01_502_5_7_18_999_29.tiff	phs002371_image	file	HTA6_1111_2_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1111	
dg.4DFC/6269f3c8-7e68-11ee-aa05-5ff8881e866b	01_507_12_1_18_999_84.tiff	TIFF	210057582	715a456d6ce0f93b7d02446f23977198	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-507-01.18.he/01_507_12_1_18_999_84.tiff	phs002371_image	file	HTA6_1112_1_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1112	
dg.4DFC/626a1af6-7e68-11ee-baf0-1bbf2d481c0a	01_503_5_4_18_999_32.tiff	TIFF	204991560	bab782535205c27753f0b1534ce813f3	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-503-01.18.he/01_503_5_4_18_999_32.tiff	phs002371_image	file	HTA6_1112_6_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1112	
dg.4DFC/626a3f86-7e68-11ee-9c89-cb2187480588	01_500_2_1_15_999_14.tiff	TIFF	221638162	5835f97b066bf0f97a5130884d82ac29	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-500-01.15.he/01_500_2_1_15_999_14.tiff	phs002371_image	file	HTA6_1113_4_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1113	
dg.4DFC/626a62f4-7e68-11ee-846e-97490bab074f	01_507_12_6_18_999_79.tiff	TIFF	203996618	098d3450fbd4703e820b4351dfb91510	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-507-01.18.he/01_507_12_6_18_999_79.tiff	phs002371_image	file	HTA6_1113_1_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1113	
dg.4DFC/626a8a40-7e68-11ee-b50c-4791fcc2c91f	01_503_12_1_18_999_84.tiff	TIFF	203325110	4ca33f3a0329e133b5de0602255c5731	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-503-01.18.he/01_503_12_1_18_999_84.tiff	phs002371_image	file	HTA6_1114_6_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1114	
dg.4DFC/626ab164-7e68-11ee-9462-c7d57a0e1d60	01_507_2_1_18_999_14.tiff	TIFF	207905722	a7bb2c82a64d57005cea5fe4f076a94e	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-507-01.18.he/01_507_2_1_18_999_14.tiff	phs002371_image	file	HTA6_1114_1_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1114	
dg.4DFC/626ad5ea-7e68-11ee-8cc3-432c156d21fc	Point4123_31826.ome.tif	OME-TIFF	6830195	8bd6cb09e568e1a3d3e01a17d7deabb8	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/mibi_imaging_level_2/Point4123_31826.ome.tif	phs002371_image	file	HTA6_1115_1_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1115	
dg.4DFC/626af930-7e68-11ee-88d3-bfc419582293	01_502_9_3_18_999_61.tiff	TIFF	227874278	83dba9089ccc1e24653587fcef0a867d	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-502-01.18.he/01_502_9_3_18_999_61.tiff	phs002371_image	file	HTA6_1115_2_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1115	
dg.4DFC/626b1e42-7e68-11ee-a0b5-4355d1b451de	01_507_2_4_18_999_11.tiff	TIFF	215256076	74673216a041895102894bd683300adb	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-507-01.18.he/01_507_2_4_18_999_11.tiff	phs002371_image	file	HTA6_1115_1_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1115	
dg.4DFC/626b4278-7e68-11ee-8f37-af16cb05c811	01_501_7_1_15_999_49.tiff	TIFF	221869184	0bebfd5bc6711e8eb902aae2cb211e51	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-501-01.15.he/01_501_7_1_15_999_49.tiff	phs002371_image	file	HTA6_1116_4_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1116	
dg.4DFC/626b65be-7e68-11ee-b714-7fad113e7072	01_507_2_5_18_999_10.tiff	TIFF	214651064	5bb108f96bb5074b2935f6f9a9dd2e89	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-507-01.18.he/01_507_2_5_18_999_10.tiff	phs002371_image	file	HTA6_1116_1_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1116	
dg.4DFC/626b894a-7e68-11ee-90ea-7fbec468b873	01_507_4_4_18_999_25.tiff	TIFF	211645122	af1ceca6416ab9773993a0bc898fb6a3	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-507-01.18.he/01_507_4_4_18_999_25.tiff	phs002371_image	file	HTA6_1117_1_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1117	
dg.4DFC/626bae2a-7e68-11ee-960b-3fbd0fdc5746	Point4121_31828.ome.tif	OME-TIFF	7629152	354a3a431842149430b290d9dafc6946	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/mibi_imaging_level_2/Point4121_31828.ome.tif	phs002371_image	file	HTA6_1117_1_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1117	
dg.4DFC/626bd206-7e68-11ee-a200-03edf077e1dc	01_502_7_4_18_999_46.tiff	TIFF	226368146	433e7ccf88798642693ecb7f1c28f426	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-502-01.18.he/01_502_7_4_18_999_46.tiff	phs002371_image	file	HTA6_1117_2_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1117	
dg.4DFC/626bf56a-7e68-11ee-b264-2b17298aca7c	Point2305_20689_Normal.ome.tif	OME-TIFF	5894223	9e510b38430a81da44c4469630cab65a	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/mibi_imaging_level_2/Point2305_20689_Normal.ome.tif	phs002371_image	file	HTA6_1118_101_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1118	
dg.4DFC/626c190a-7e68-11ee-ba56-7f9cefd1f0ae	Point4126_31840.ome.tif	OME-TIFF	7329738	225f3eb58c952ce50a623747726dee12	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/mibi_imaging_level_2/Point4126_31840.ome.tif	phs002371_image	file	HTA6_1118_1_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1118	
dg.4DFC/626c3c78-7e68-11ee-ada3-3336068080d5	01_507_4_5_18_999_24.tiff	TIFF	217587460	fb6d42e24e7afb3e5b8649ea9611ec8d	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-507-01.18.he/01_507_4_5_18_999_24.tiff	phs002371_image	file	HTA6_1118_1_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1118	
dg.4DFC/626c60c2-7e68-11ee-a2cb-c37427ea93e8	01_501_10_2_15_999_69.tiff	TIFF	223774888	d6ea58d699b81f03c4c0425cb0a3057a	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-501-01.15.he/01_501_10_2_15_999_69.tiff	phs002371_image	file	HTA6_1118_101_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1118	
dg.4DFC/626c84e4-7e68-11ee-a20c-8f3d96b3e9a0	01_503_3_5_18_999_17.tiff	TIFF	201351578	4852e6a62a5883de55b7f5046b92fc6f	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-503-01.18.he/01_503_3_5_18_999_17.tiff	phs002371_image	file	HTA6_1119_4_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1119	
dg.4DFC/626cae2e-7e68-11ee-a672-2f4fdd0aaf85	01_507_5_2_18_999_34.tiff	TIFF	218206936	7daf41b35ca580313b994b005d84aede	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-507-01.18.he/01_507_5_2_18_999_34.tiff	phs002371_image	file	HTA6_1119_1_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1119	
dg.4DFC/626cd1e2-7e68-11ee-980c-a757a52e108d	01_502_11_4_18_999_74.tiff	TIFF	228639550	6163b385a0a8e0d7c2477bc1a5ae9253	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-502-01.18.he/01_502_11_4_18_999_74.tiff	phs002371_image	file	HTA6_1120_2_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1120	
dg.4DFC/626cf65e-7e68-11ee-980b-f33c03b9227c	01_507_5_4_18_999_32.tiff	TIFF	208075870	857d199bcd9b4242e5f106d9dff4c13a	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-507-01.18.he/01_507_5_4_18_999_32.tiff	phs002371_image	file	HTA6_1120_1_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1120	
dg.4DFC/626d1a12-7e68-11ee-9177-5f9f2d045e99	01_507_5_7_18_999_29.tiff	TIFF	213170586	10f7b0cfd37d87942aba14dd8f3684cb	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-507-01.18.he/01_507_5_7_18_999_29.tiff	phs002371_image	file	HTA6_1121_1_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1121	
dg.4DFC/626d3e16-7e68-11ee-b412-2323fb0ed3e5	01_500_5_5_15_999_31.tiff	TIFF	214812426	136f861cd988d3ed81178373933bc5e5	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-500-01.15.he/01_500_5_5_15_999_31.tiff	phs002371_image	file	HTA6_1121_4_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1121	
dg.4DFC/626d6120-7e68-11ee-9a9e-a33deb7ba451	01_507_6_3_18_999_40.tiff	TIFF	213778182	fcc4e1ef1ca93f1343b69bbb30586df6	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-507-01.18.he/01_507_6_3_18_999_40.tiff	phs002371_image	file	HTA6_1122_1_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1122	
dg.4DFC/626d86e6-7e68-11ee-bf28-df824f56ac31	01_507_6_6_18_999_37.tiff	TIFF	217595120	046dc9cca78fa9dd9a16ebb79b2124b0	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-507-01.18.he/01_507_6_6_18_999_37.tiff	phs002371_image	file	HTA6_1123_1_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1123	
dg.4DFC/626daae0-7e68-11ee-abd6-e749320fc74b	01_501_10_7_15_999_64.tiff	TIFF	219618662	9d4c76544af76e4d110993196a9bc7bc	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-501-01.15.he/01_501_10_7_15_999_64.tiff	phs002371_image	file	HTA6_1123_4_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1123	
dg.4DFC/626dcea8-7e68-11ee-b147-7ffe9a728fac	01_503_4_4_18_999_25.tiff	TIFF	208166298	5b0c68246fe039b8d814c89e4edc7edf	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-503-01.18.he/01_503_4_4_18_999_25.tiff	phs002371_image	file	HTA6_1124_4_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1124	
dg.4DFC/626df220-7e68-11ee-b41b-2322f4049739	01_507_7_1_18_999_49.tiff	TIFF	206222734	1941de80140ddc170444acea856eb5c6	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-507-01.18.he/01_507_7_1_18_999_49.tiff	phs002371_image	file	HTA6_1124_1_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1124	
dg.4DFC/626e16ec-7e68-11ee-b651-6b527f7af644	01_507_7_4_18_999_46.tiff	TIFF	213509744	4824aa010d9ef81b20e0cd9ef802f170	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-507-01.18.he/01_507_7_4_18_999_46.tiff	phs002371_image	file	HTA6_1125_1_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1125	
dg.4DFC/626e3ab4-7e68-11ee-923c-ffa37f2edfbe	01_502_5_5_18_999_31.tiff	TIFF	228447802	92800168ccc7e88274785c1c5c4c125c	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-502-01.18.he/01_502_5_5_18_999_31.tiff	phs002371_image	file	HTA6_1125_4_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1125	
dg.4DFC/626e61c4-7e68-11ee-8ed1-af233a342a51	01_502_7_1_18_999_49.tiff	TIFF	223131810	6aa371a73f02f7ec21b0d129a60ef2cc	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-502-01.18.he/01_502_7_1_18_999_49.tiff	phs002371_image	file	HTA6_1126_4_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1126	
dg.4DFC/626e855a-7e68-11ee-a685-ef97fa115c6b	01_507_8_3_18_999_54.tiff	TIFF	203226560	27fbf33623596ce223723be4fc262216	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-507-01.18.he/01_507_8_3_18_999_54.tiff	phs002371_image	file	HTA6_1126_1_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1126	
dg.4DFC/626ea8c8-7e68-11ee-a943-2fb46e1e4b19	01_507_9_3_18_999_61.tiff	TIFF	210045834	a4d10f32615f14131830e1c1fac91360	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-507-01.18.he/01_507_9_3_18_999_61.tiff	phs002371_image	file	HTA6_1127_1_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1127	
dg.4DFC/626ed1f4-7e68-11ee-818e-571e7e31fd96	Point4116_31821.ome.tif	OME-TIFF	6980491	a95374bd89780b38936a5598d8b0eaef	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/mibi_imaging_level_2/Point4116_31821.ome.tif	phs002371_image	file	HTA6_1127_1_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1127	
dg.4DFC/626ef616-7e68-11ee-8882-fb7c06eaf3c1	01_502_2_2_18_999_13.tiff	TIFF	224904398	03987e06067052038fc9a576d6396cbf	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-502-01.18.he/01_502_2_2_18_999_13.tiff	phs002371_image	file	HTA6_1127_2_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1127	
dg.4DFC/626f1b46-7e68-11ee-aae7-4f257f078899	01_507_9_4_18_999_60.tiff	TIFF	206091278	ec4a5f91423b6317a67961500b3c15d7	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-507-01.18.he/01_507_9_4_18_999_60.tiff	phs002371_image	file	HTA6_1128_1_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1128	
dg.4DFC/626f3f72-7e68-11ee-9984-e3aea7215f2e	01_502_5_6_18_999_30.tiff	TIFF	227754558	ceaf2132246430c5fcaa0592219355d9	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-502-01.18.he/01_502_5_6_18_999_30.tiff	phs002371_image	file	HTA6_1128_2_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1128	
dg.4DFC/626f66f0-7e68-11ee-81c2-737122705d5e	01_500_12_1_15_999_84.tiff	TIFF	219416690	709f9f8fcaa1a9bea86ed812c18cd5c5	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-500-01.15.he/01_500_12_1_15_999_84.tiff	phs002371_image	file	HTA6_1129_4_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1129	
dg.4DFC/626f8b08-7e68-11ee-a85c-0330580404ee	01_507_9_6_18_999_58.tiff	TIFF	209299066	5a84ea1ccba73f1152cc99a30c65e2e5	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-507-01.18.he/01_507_9_6_18_999_58.tiff	phs002371_image	file	HTA6_1129_1_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1129	
dg.4DFC/626fafde-7e68-11ee-94f1-d7c0d2f2bbe6	01_502_3_5_18_999_17.tiff	TIFF	237700610	d70ddbcc04849ac785ca6eafc58c5410	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-502-01.18.he/01_502_3_5_18_999_17.tiff	phs002371_image	file	HTA6_1130_2_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1130	
dg.4DFC/626fd4e6-7e68-11ee-a3f7-73c187b26a08	01_507_6_4_18_999_39.tiff	TIFF	210299794	ac989bf711bd7433ff3e1f29c52dd8ab	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-507-01.18.he/01_507_6_4_18_999_39.tiff	phs002371_image	file	HTA6_1130_1_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1130	
dg.4DFC/626ff944-7e68-11ee-b6f5-170191d27622	Point2202_31607.ome.tif	OME-TIFF	6057928	28a47a0602334b4079b7c8081ef93900	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/mibi_imaging_level_2/Point2202_31607.ome.tif	phs002371_image	file	HTA6_1130_2_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1130	
dg.4DFC/62701cd0-7e68-11ee-b98e-c7d2c067be1a	01_502_4_7_18_999_22.tiff	TIFF	221910394	707378d6399cc5d34efc42754aa366ec	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-502-01.18.he/01_502_4_7_18_999_22.tiff	phs002371_image	file	HTA6_1131_2_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1131	
dg.4DFC/62704002-7e68-11ee-b1ed-1bedd13b11ba	01_502_1_3_18_999_5.tiff	TIFF	221247994	4dded74d2a2324f4e6c246fb2e2c5061	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-502-01.18.he/01_502_1_3_18_999_5.tiff	phs002371_image	file	HTA6_1131_1_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1131	
dg.4DFC/62706474-7e68-11ee-a102-e7857b1dd875	01_502_1_4_18_999_4.tiff	TIFF	221405810	842d23579fd15340f81852fd36251358	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-502-01.18.he/01_502_1_4_18_999_4.tiff	phs002371_image	file	HTA6_1132_1_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1132	
dg.4DFC/62708940-7e68-11ee-a72c-bba9ef28ba3b	Point2204_31605.ome.tif	OME-TIFF	6240945	54e67fbe7647e68240656d4f6b68c140	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/mibi_imaging_level_2/Point2204_31605.ome.tif	phs002371_image	file	HTA6_1133_1_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1133	
dg.4DFC/6270acf4-7e68-11ee-b0e2-c7ebbbc3f647	01_502_1_5_18_999_3.tiff	TIFF	226692472	8eec8e8bc860e56b941de961b80c85cb	s3://cds-290-htan-x6gj-xr09/v22.6.2.img/htan-dcc-duke/imaging_level_2/RAHBT_images/C-TA-502-01.18.he/01_502_1_5_18_999_3.tiff	phs002371_image	file	HTA6_1133_1_Tissue Biospecimen Type	phs002371_image	phs002371_image_HTA6_1133	
