study_name	study_acronym	study_description	study_external_url	phs_accession	study_data_types	acl	study_access	authz	study_version	type	program.program_acronym	data_access_level	number_of_participants	number_of_samples	file_types_and_format
Human Tumor Atlas Network (HTAN) imaging data	HTAN	An NCI-funded Cancer Moonshot initiative to construct 3-dimensional atlases of the dynamic cellular, morphological, and molecular features of human cancers as they evolve from precancerous lesions to advanced disease.	https://humantumoratlas.org/explore?selectedFilters=%5B%7B%22value%22%3A%22CDS%2FSB-CGC+%28open+access%29%22%2C%22group%22%3A%22downloadSource%22%2C%22count%22%3A1682%2C%22isSelected%22%3Afalse%7D%5D	phs002371_image	Imaging	['*']	Open	['/open']	phs002371_image	study	HTAN	Not specified in data			
