type	study_funding_id	funding_agency	grant_id	funding_source_program_name	id	study.id
study_funding	phs002431_grant	NCI	P30CA046592-31S8	Null	624974b5-f65e-5e1e-9c48-a333250b43e1	f4bf3540-f73b-5034-9595-7ab4b0fdafe4
