program_name	program_acronym	program_short_description	program_external_url	institution	type
Human Tumor Atlas Network	HTAN	The Human Tumor Atlas Network (HTAN) is a National Cancer Institute-funded Cancer Moonshot initiative focused on studying the transitions of human cancers as they evolve from precancerous lesions to advanced disease.	https://humantumoratlas.org/	HTAN Consortium	program
