reference_genome_assembly	library_strategy	library_layout	library_source	library_selection	platform	instrument_model	type	genomic_info_id	file.file_id	library_source_material	library_source_molecule
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Library	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/1dd75176-9085-11ef-a55f-fb73f62edbc1	dg.4DFC/1dd75176-9085-11ef-a55f-fb73f62edbc1	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Library	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/1dd784ca-9085-11ef-9935-1f2d5d26a421	dg.4DFC/1dd784ca-9085-11ef-9935-1f2d5d26a421	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Library	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/1dd7b7ba-9085-11ef-aa81-1fcc4b2efd2c	dg.4DFC/1dd7b7ba-9085-11ef-aa81-1fcc4b2efd2c	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Library	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/1dd7eac8-9085-11ef-b608-7fd192f2944d	dg.4DFC/1dd7eac8-9085-11ef-b608-7fd192f2944d	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Library	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/1dd8220e-9085-11ef-88f8-479ae3a3fa60	dg.4DFC/1dd8220e-9085-11ef-88f8-479ae3a3fa60	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Library	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/1dd855e4-9085-11ef-9617-07f30c173642	dg.4DFC/1dd855e4-9085-11ef-9617-07f30c173642	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Library	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/1dd88988-9085-11ef-9ea8-dff49d7edf3a	dg.4DFC/1dd88988-9085-11ef-9ea8-dff49d7edf3a	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Library	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/1dd8c060-9085-11ef-b77b-eb984a6db889	dg.4DFC/1dd8c060-9085-11ef-b77b-eb984a6db889	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Library	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/1dd8f350-9085-11ef-9742-4314e7a2b1e5	dg.4DFC/1dd8f350-9085-11ef-9742-4314e7a2b1e5	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Library	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/1dd925c8-9085-11ef-a201-9f42286a8f82	dg.4DFC/1dd925c8-9085-11ef-a201-9f42286a8f82	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Library	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/1dd95aca-9085-11ef-b4f4-97ecf0b44bed	dg.4DFC/1dd95aca-9085-11ef-b4f4-97ecf0b44bed	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Library	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/1dd98de2-9085-11ef-a099-b7177dd62bd3	dg.4DFC/1dd98de2-9085-11ef-a099-b7177dd62bd3	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Poly-A Enriched Genomic Library	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/1dd9c078-9085-11ef-af4e-27f3779707cc	dg.4DFC/1dd9c078-9085-11ef-af4e-27f3779707cc	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1dd9f62e-9085-11ef-a6fa-47d091280633	dg.4DFC/1dd9f62e-9085-11ef-a6fa-47d091280633	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1dda29a0-9085-11ef-96da-dbb95e1dec22	dg.4DFC/1dda29a0-9085-11ef-96da-dbb95e1dec22	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1dda5c22-9085-11ef-9a61-3fa2a247ddf0	dg.4DFC/1dda5c22-9085-11ef-9a61-3fa2a247ddf0	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1dda9070-9085-11ef-ba97-f7ea50d415f7	dg.4DFC/1dda9070-9085-11ef-ba97-f7ea50d415f7	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1ddac3f6-9085-11ef-aafe-c77583723079	dg.4DFC/1ddac3f6-9085-11ef-aafe-c77583723079	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1ddaf7ae-9085-11ef-a63c-53d521141152	dg.4DFC/1ddaf7ae-9085-11ef-a63c-53d521141152	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1ddb2b98-9085-11ef-ade9-b70851de9925	dg.4DFC/1ddb2b98-9085-11ef-ade9-b70851de9925	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1ddb5eec-9085-11ef-8964-37e5452c1da4	dg.4DFC/1ddb5eec-9085-11ef-8964-37e5452c1da4	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1ddb9150-9085-11ef-811a-93dd3c0a44af	dg.4DFC/1ddb9150-9085-11ef-811a-93dd3c0a44af	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1ddbc99a-9085-11ef-8e70-2ff6b44527fa	dg.4DFC/1ddbc99a-9085-11ef-8e70-2ff6b44527fa	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1ddc01e4-9085-11ef-9a99-d399e4a264c7	dg.4DFC/1ddc01e4-9085-11ef-9a99-d399e4a264c7	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1ddc3560-9085-11ef-9d3b-7b68f39d57f1	dg.4DFC/1ddc3560-9085-11ef-9d3b-7b68f39d57f1	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1ddc6c6a-9085-11ef-b179-33f42109803d	dg.4DFC/1ddc6c6a-9085-11ef-b179-33f42109803d	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1ddc9fe6-9085-11ef-b998-1f8f72f5b9b5	dg.4DFC/1ddc9fe6-9085-11ef-b998-1f8f72f5b9b5	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1ddcd326-9085-11ef-a671-2fe0243e6e4d	dg.4DFC/1ddcd326-9085-11ef-a671-2fe0243e6e4d	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1ddd0918-9085-11ef-93e6-5f3a3e0bf5be	dg.4DFC/1ddd0918-9085-11ef-93e6-5f3a3e0bf5be	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1ddd3db6-9085-11ef-b3b2-17ab5a8544a3	dg.4DFC/1ddd3db6-9085-11ef-b3b2-17ab5a8544a3	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1ddd713c-9085-11ef-bbc1-230e7173e39d	dg.4DFC/1ddd713c-9085-11ef-bbc1-230e7173e39d	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1ddda666-9085-11ef-be28-736f89e139f6	dg.4DFC/1ddda666-9085-11ef-be28-736f89e139f6	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1dddd91a-9085-11ef-b0bf-33d54069ff5f	dg.4DFC/1dddd91a-9085-11ef-b0bf-33d54069ff5f	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1dde0dae-9085-11ef-abd6-9f21a0776cea	dg.4DFC/1dde0dae-9085-11ef-abd6-9f21a0776cea	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1dde4210-9085-11ef-8df0-7ba234cee1ba	dg.4DFC/1dde4210-9085-11ef-8df0-7ba234cee1ba	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1dde7582-9085-11ef-b53f-e39310d02e93	dg.4DFC/1dde7582-9085-11ef-b53f-e39310d02e93	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1ddea958-9085-11ef-ba1e-3bb7858a6801	dg.4DFC/1ddea958-9085-11ef-ba1e-3bb7858a6801	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1ddedcd4-9085-11ef-a584-af1e362ef719	dg.4DFC/1ddedcd4-9085-11ef-a584-af1e362ef719	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1ddf10be-9085-11ef-9501-dbb5c53091b0	dg.4DFC/1ddf10be-9085-11ef-9501-dbb5c53091b0	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1ddf4340-9085-11ef-b45e-bb663ca50da0	dg.4DFC/1ddf4340-9085-11ef-b45e-bb663ca50da0	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1ddf7784-9085-11ef-b45e-4f00ed0569fb	dg.4DFC/1ddf7784-9085-11ef-b45e-4f00ed0569fb	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1ddfaca4-9085-11ef-af9c-9784fea81692	dg.4DFC/1ddfaca4-9085-11ef-af9c-9784fea81692	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1ddfdf9e-9085-11ef-a94f-a34fa4d04b5c	dg.4DFC/1ddfdf9e-9085-11ef-a94f-a34fa4d04b5c	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de012d4-9085-11ef-a812-c79ad696974b	dg.4DFC/1de012d4-9085-11ef-a812-c79ad696974b	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de045e2-9085-11ef-89f5-0b4e5d81c90a	dg.4DFC/1de045e2-9085-11ef-89f5-0b4e5d81c90a	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de07918-9085-11ef-83bb-9bc852b3debe	dg.4DFC/1de07918-9085-11ef-83bb-9bc852b3debe	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de0b144-9085-11ef-8cd0-875868c6a0fc	dg.4DFC/1de0b144-9085-11ef-8cd0-875868c6a0fc	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de0e416-9085-11ef-8d72-3bc369c8c34b	dg.4DFC/1de0e416-9085-11ef-8d72-3bc369c8c34b	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de117ce-9085-11ef-85e9-5fdb56045ef7	dg.4DFC/1de117ce-9085-11ef-85e9-5fdb56045ef7	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de14b90-9085-11ef-9180-9fe0213d73db	dg.4DFC/1de14b90-9085-11ef-9180-9fe0213d73db	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de17e44-9085-11ef-b9d1-c39e2df6cea3	dg.4DFC/1de17e44-9085-11ef-b9d1-c39e2df6cea3	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de1b0c6-9085-11ef-92c5-c38ca3b2f26a	dg.4DFC/1de1b0c6-9085-11ef-92c5-c38ca3b2f26a	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de1e6ea-9085-11ef-b906-4bdeb2a512be	dg.4DFC/1de1e6ea-9085-11ef-b906-4bdeb2a512be	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de21a48-9085-11ef-90c5-c74469e72867	dg.4DFC/1de21a48-9085-11ef-90c5-c74469e72867	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de24c98-9085-11ef-a9e5-83bea4e254a2	dg.4DFC/1de24c98-9085-11ef-a9e5-83bea4e254a2	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de280e6-9085-11ef-bba2-0fdea3abca53	dg.4DFC/1de280e6-9085-11ef-bba2-0fdea3abca53	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de2b520-9085-11ef-a10a-fb7d66874586	dg.4DFC/1de2b520-9085-11ef-a10a-fb7d66874586	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de2e7fc-9085-11ef-b87c-cb796cedadf6	dg.4DFC/1de2e7fc-9085-11ef-b87c-cb796cedadf6	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de320aa-9085-11ef-8281-23b7445046a2	dg.4DFC/1de320aa-9085-11ef-8281-23b7445046a2	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de35412-9085-11ef-b0e6-2b752b85a266	dg.4DFC/1de35412-9085-11ef-b0e6-2b752b85a266	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de386d0-9085-11ef-969d-3b00b32626eb	dg.4DFC/1de386d0-9085-11ef-969d-3b00b32626eb	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de3bd26-9085-11ef-b604-9be8e543fe58	dg.4DFC/1de3bd26-9085-11ef-b604-9be8e543fe58	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de3f020-9085-11ef-951f-0b94a9f7dfe7	dg.4DFC/1de3f020-9085-11ef-951f-0b94a9f7dfe7	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de42400-9085-11ef-9498-e3c50e5c30f6	dg.4DFC/1de42400-9085-11ef-9498-e3c50e5c30f6	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de457ae-9085-11ef-98e4-03c1bbe770bc	dg.4DFC/1de457ae-9085-11ef-98e4-03c1bbe770bc	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de48ae4-9085-11ef-aba7-17f668ba71a4	dg.4DFC/1de48ae4-9085-11ef-aba7-17f668ba71a4	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de4bd98-9085-11ef-9c0b-53847b5831d0	dg.4DFC/1de4bd98-9085-11ef-9c0b-53847b5831d0	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de4f380-9085-11ef-a756-afe5ae9a4470	dg.4DFC/1de4f380-9085-11ef-a756-afe5ae9a4470	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de5263e-9085-11ef-a9b2-d3434d84f7d1	dg.4DFC/1de5263e-9085-11ef-a9b2-d3434d84f7d1	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de55898-9085-11ef-94e4-2f3b80f2e820	dg.4DFC/1de55898-9085-11ef-94e4-2f3b80f2e820	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de58d72-9085-11ef-8160-af4816794fa2	dg.4DFC/1de58d72-9085-11ef-8160-af4816794fa2	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de5c206-9085-11ef-9d78-7fa93be8d1e3	dg.4DFC/1de5c206-9085-11ef-9d78-7fa93be8d1e3	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de5f5aa-9085-11ef-b3d3-1fddfbf19631	dg.4DFC/1de5f5aa-9085-11ef-b3d3-1fddfbf19631	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de63196-9085-11ef-a649-039dcaced262	dg.4DFC/1de63196-9085-11ef-a649-039dcaced262	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de664b8-9085-11ef-b61f-57cfe76d49ab	dg.4DFC/1de664b8-9085-11ef-b61f-57cfe76d49ab	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de6971c-9085-11ef-99c6-7f3885e20679	dg.4DFC/1de6971c-9085-11ef-99c6-7f3885e20679	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de6cc28-9085-11ef-937c-5b7d555a5cbd	dg.4DFC/1de6cc28-9085-11ef-937c-5b7d555a5cbd	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de6ff18-9085-11ef-8fb3-3feed5c8aaae	dg.4DFC/1de6ff18-9085-11ef-8fb3-3feed5c8aaae	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de73316-9085-11ef-94b0-57a8e03b7c81	dg.4DFC/1de73316-9085-11ef-94b0-57a8e03b7c81	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de76854-9085-11ef-ac71-2bc434deb2ad	dg.4DFC/1de76854-9085-11ef-ac71-2bc434deb2ad	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de79d9c-9085-11ef-814c-ef015a25ac87	dg.4DFC/1de79d9c-9085-11ef-814c-ef015a25ac87	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de7d082-9085-11ef-b9b9-03535fc7cd93	dg.4DFC/1de7d082-9085-11ef-b9b9-03535fc7cd93	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de803ea-9085-11ef-af68-3f54bcc2e3ca	dg.4DFC/1de803ea-9085-11ef-af68-3f54bcc2e3ca	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de8377a-9085-11ef-91cf-971d68925875	dg.4DFC/1de8377a-9085-11ef-91cf-971d68925875	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de86a10-9085-11ef-be67-c73ee0f4ee74	dg.4DFC/1de86a10-9085-11ef-be67-c73ee0f4ee74	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de89cec-9085-11ef-9b9e-c318067d3bf6	dg.4DFC/1de89cec-9085-11ef-9b9e-c318067d3bf6	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de8d09a-9085-11ef-bf38-cbce4996ae03	dg.4DFC/1de8d09a-9085-11ef-bf38-cbce4996ae03	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de90330-9085-11ef-b607-37705a524f1b	dg.4DFC/1de90330-9085-11ef-b607-37705a524f1b	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de93792-9085-11ef-bc8f-136d9eb25dda	dg.4DFC/1de93792-9085-11ef-bc8f-136d9eb25dda	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de96b4a-9085-11ef-bb01-8f3c75f75d72	dg.4DFC/1de96b4a-9085-11ef-bb01-8f3c75f75d72	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de99e30-9085-11ef-972e-1f243047aa55	dg.4DFC/1de99e30-9085-11ef-972e-1f243047aa55	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1de9d260-9085-11ef-9c68-f7e96c201ccf	dg.4DFC/1de9d260-9085-11ef-9c68-f7e96c201ccf	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1dea056e-9085-11ef-8730-339694f5a8ef	dg.4DFC/1dea056e-9085-11ef-8730-339694f5a8ef	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1dea384a-9085-11ef-bc26-2377cf6e266e	dg.4DFC/1dea384a-9085-11ef-bc26-2377cf6e266e	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1dea7292-9085-11ef-ba42-b36552538e37	dg.4DFC/1dea7292-9085-11ef-ba42-b36552538e37	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1deaa5e6-9085-11ef-a1d2-0bc015f79ab1	dg.4DFC/1deaa5e6-9085-11ef-a1d2-0bc015f79ab1	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1dead886-9085-11ef-8c0a-fbb53c6e700e	dg.4DFC/1dead886-9085-11ef-8c0a-fbb53c6e700e	Single-cells	
Not specified in data	RNA-Seq	Paired-End	Transcriptomic Single Cell	Inverse rRNA	Illumina	Illumina NextSeq	genomic_info	dg.4DFC/1deb0cde-9085-11ef-9c57-23a132becc57	dg.4DFC/1deb0cde-9085-11ef-9c57-23a132becc57	Single-cells	
