type	study_link_id	citation_or_DOI	de_identification_method_type	de_identification_method_type_concept_code	file.file_id	image_modality	image_modality_concept_code	imaging_equipment_manufacturer	license	organ_or_tissue	organ_or_tissue_concept_code	species
image	dg.4DFC/001489f0-e210-54bd-9c20-4c37f40fdd60	https://doi.org/10.7937/9npb-2637	Semiautomatic	C172484	dg.4DFC/001489f0-e210-54bd-9c20-4c37f40fdd60	CT	C17204	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/009d514c-9a46-5356-9794-af27a2f72dfb	https://doi.org/10.7937/9npb-2637	Semiautomatic	C172484	dg.4DFC/009d514c-9a46-5356-9794-af27a2f72dfb	CT	C17204	GE		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/0281fb66-01df-5048-a2c0-14c2e339c8c3	https://doi.org/10.7937/9npb-2637	Semiautomatic	C172484	dg.4DFC/0281fb66-01df-5048-a2c0-14c2e339c8c3	CT	C17204	Siemens Healthcare		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/02c4f239-3560-53f7-8d4c-6e44614c13f6	https://doi.org/10.7937/9npb-2637	Semiautomatic	C172484	dg.4DFC/02c4f239-3560-53f7-8d4c-6e44614c13f6	CT	C17204	GE		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/02d8a17c-3b16-5a23-b59a-11e42f83cfe9	https://doi.org/10.7937/9npb-2637	Semiautomatic	C172484	dg.4DFC/02d8a17c-3b16-5a23-b59a-11e42f83cfe9	CT	C17204	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/0353a9d3-c859-5388-af2c-d59e4aefd085	https://doi.org/10.7937/9npb-2637	Semiautomatic	C172484	dg.4DFC/0353a9d3-c859-5388-af2c-d59e4aefd085	CT	C17204	Siemens Healthcare		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/03ae6023-37c3-5e0b-ad6a-f78ea7846ae1	https://doi.org/10.7937/9npb-2637	Semiautomatic	C172484	dg.4DFC/03ae6023-37c3-5e0b-ad6a-f78ea7846ae1	CT	C17204	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/0532b939-365c-515c-9c3d-63dcf3fd9c5a	https://doi.org/10.7937/9npb-2637	Semiautomatic	C172484	dg.4DFC/0532b939-365c-515c-9c3d-63dcf3fd9c5a	CT	C17204	GE		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/05be6dfa-0b66-509a-8355-2979416b21fc	https://doi.org/10.7937/9npb-2637	Semiautomatic	C172484	dg.4DFC/05be6dfa-0b66-509a-8355-2979416b21fc	CT	C17204	Siemens Healthcare		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/063bb82a-7890-56d1-bfc8-ca68bf7633e1	https://doi.org/10.7937/9npb-2637	Semiautomatic	C172484	dg.4DFC/063bb82a-7890-56d1-bfc8-ca68bf7633e1	CT	C17204	SIEMENS		Head, face or neck, NOS		Homo sapiens
