"type"	"consent_group_id"	"consent_group_name"	"consent_group_number"	"consent_group_suffix"	"id"	"study.id"
"consent_group"	"PHS000463_DS-PEDCR_1"	"DS-PEDCR"	"1"	"Not Applicable"	"63209706-03c8-50c7-9b83-5ee8c556f51e"	"0d8df454-b4f9-509f-843d-41680f947246"
