type	study_link_id	citation_or_DOI	de_identification_method_type	de_identification_method_type_concept_code	file.file_id	image_modality	image_modality_concept_code	imaging_equipment_manufacturer	license	organ_or_tissue	organ_or_tissue_concept_code	species
image	dg.4DFC/0004d229-396d-55c8-859c-9401929684ec	https://doi.org/10.7937/Q967-X166	Semiautomatic	C172484	dg.4DFC/0004d229-396d-55c8-859c-9401929684ec	REG	C80145	MIM Software Inc.		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/000d7a42-abda-54fd-b216-7a58128290c8	https://doi.org/10.7937/Q967-X166	Semiautomatic	C172484	dg.4DFC/000d7a42-abda-54fd-b216-7a58128290c8	MR	C16809	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00164eac-c42b-5feb-b849-3fabb958a8be	https://doi.org/10.7937/Q967-X166	Semiautomatic	C172484	dg.4DFC/00164eac-c42b-5feb-b849-3fabb958a8be	RTSTRUCT	C190605	Elekta		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/001cc6d4-8a61-5ce2-ac9a-731ef0c01181	https://doi.org/10.7937/Q967-X166	Semiautomatic	C172484	dg.4DFC/001cc6d4-8a61-5ce2-ac9a-731ef0c01181	RTSTRUCT	C190605	MIM Software Inc.		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00354a90-f438-5f4f-bbfd-3f67053c205c	https://doi.org/10.7937/Q967-X166	Semiautomatic	C172484	dg.4DFC/00354a90-f438-5f4f-bbfd-3f67053c205c	MR	C16809	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/0040686f-0daf-5188-aae0-c3aa738e71fe	https://doi.org/10.7937/Q967-X166	Semiautomatic	C172484	dg.4DFC/0040686f-0daf-5188-aae0-c3aa738e71fe	MR	C16809	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00455046-247c-513d-b9a0-cd077c79b3a3	https://doi.org/10.7937/Q967-X166	Semiautomatic	C172484	dg.4DFC/00455046-247c-513d-b9a0-cd077c79b3a3	RTPLAN	C190595	Elekta		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00456819-110e-5bc5-b36d-374ebe055373	https://doi.org/10.7937/Q967-X166	Semiautomatic	C172484	dg.4DFC/00456819-110e-5bc5-b36d-374ebe055373	RTDOSE	C190594	Elekta		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/004f1a8a-da03-51d7-b8f3-2e93ffc920de	https://doi.org/10.7937/Q967-X166	Semiautomatic	C172484	dg.4DFC/004f1a8a-da03-51d7-b8f3-2e93ffc920de	MR	C16809	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/004f5ee4-0e12-58f2-ba7c-f4f41886ee0c	https://doi.org/10.7937/Q967-X166	Semiautomatic	C172484	dg.4DFC/004f5ee4-0e12-58f2-ba7c-f4f41886ee0c	REG	C80145	MIM Software Inc.		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/0070b074-7d71-568f-a637-d7cfdb925821	https://doi.org/10.7937/Q967-X166	Semiautomatic	C172484	dg.4DFC/0070b074-7d71-568f-a637-d7cfdb925821	CT	C17204	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00926c48-42eb-50d8-b352-76f2f69d48c6	https://doi.org/10.7937/Q967-X166	Semiautomatic	C172484	dg.4DFC/00926c48-42eb-50d8-b352-76f2f69d48c6	MR	C16809	SIEMENS / MIM Software		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00a5afd6-18ee-535c-991f-1ae50768f253	https://doi.org/10.7937/Q967-X166	Semiautomatic	C172484	dg.4DFC/00a5afd6-18ee-535c-991f-1ae50768f253	MR	C16809	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00a7bd0c-b090-5509-a6b2-e03de70a7e0b	https://doi.org/10.7937/Q967-X166	Semiautomatic	C172484	dg.4DFC/00a7bd0c-b090-5509-a6b2-e03de70a7e0b	MR	C16809	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00aeef8f-f5a4-55c5-8a0d-478156901033	https://doi.org/10.7937/Q967-X166	Semiautomatic	C172484	dg.4DFC/00aeef8f-f5a4-55c5-8a0d-478156901033	REG	C80145	MIM Software Inc.		Head, face or neck, NOS		Homo sapiens
