type	study_funding_id	funding_agency	grant_id	funding_source_program_name	id	study.id
study_funding	fund_1	National Cancer Institute	CA233285	Cancer Moonshot Initiative	499d380a-aba2-55ba-b849-c16a46c7da48	db0d56bd-b388-5f04-89e5-67d54a35dc07
