type	study_funding_id	funding_agency	grant_id	funding_source_program_name	id	study.id
study_funding	phs002790_fund	CCDI Molecular Characterization Initiative	75N91019D00024	CCDI Molecular Characterization Initiative	d4feafa0-4958-5267-8926-299e4a479799	8a04cda6-417f-512a-862e-504360307620
