id	study.id	adult_or_childhood_study	file_types_and_format	number_of_participants	number_of_samples	organism_species	study_admin_id	type
4ef065e6-b827-5e12-afd8-155b07f0654d	1850c1db-ee82-5be7-8e74-a243547b2963	Pediatric		188	289	Human	phs002504_admin	study_admin
