id	participant.id	sample.id	associated_id	data_location	domain_category	domain_description	repository_of_synonym_id	synonym_id	type
29c9ff34-cb15-5d97-91ab-7dcf44b721c7	d5b7b2e9-d324-5907-abc1-6d6ae5a6215c		PBBSDG	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBSDG_USI	synonym
29ca02a0-2c53-5926-9d8e-7b5a0a10fbfe	e93f0f65-e4d3-52a4-a43c-0b06de5b8fb8		PBBLYB	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBLYB_USI	synonym
29ed4b08-6d1a-5679-a5cd-becf9fc87a84	f3a57325-0b2e-591b-902f-bf60aef2de9b		4360286				dbGaP	4360286_dbGaP	synonym
29ef2986-a206-5377-92c7-dce056754bc9	58330c55-8a34-56eb-b8b8-caf0c9b8c066		PBBNVP	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBNVP_USI	synonym
29f0efa8-a339-54a3-ae32-e1cba6a49c68	5e3250ff-eee7-5558-a481-bb06d9b79033		PBCJJY	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCJJY_USI	synonym
29f39ce8-beea-527e-a97e-095b941a0a4e	8925acc3-1ee9-5736-9db0-9fb726a8fd99		4616978				dbGaP	4616978_dbGaP	synonym
29f69374-fdad-5436-b622-6dc3eeeb153a	607f0b44-7580-5b22-a17f-b882c75e2725		PBCHZU	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCHZU_USI	synonym
2a036e83-835d-5b7f-a6e8-4dde5d40b996	f10a32e0-777c-5de9-94c3-885024c8c859		4395006				dbGaP	4395006_dbGaP	synonym
2a1ac6c7-c459-55f6-aad2-b5a993ba2b99	888f0162-637e-5baf-8785-cea984362966		PBBZER	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBZER_USI	synonym
2a1defcd-a6fb-5bf6-b5b5-1d419f6c84b0	5d8969a6-b563-5b7e-be12-8895b510af59		4414334				dbGaP	4414334_dbGaP	synonym
2a47742c-a3f9-536e-a5c7-e7c00543a52d	d8b20607-31ea-5625-a2ad-d0555a5cc67b		4636835				dbGaP	4636835_dbGaP	synonym
2a7b36f1-ba4d-5532-a12b-07392394bd87	cfd72217-42d6-5e27-ae8e-aab827bcd5b9		4433462				dbGaP	4433462_dbGaP	synonym
2a8cdeed-8720-518d-8a2f-9b35fe342318	62c84c31-a0dd-5a10-9a22-e608e69702c2		4328866				dbGaP	4328866_dbGaP	synonym
2a9c114c-d7c2-540a-b99e-d37f8c4e799e	15d0ca02-8fbe-5c7d-95ea-3a4317516554		PBBRFM	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBRFM_USI	synonym
2a9dc68a-1845-5b70-8019-fed3a5c14a66	ed6c4f26-c55e-5e83-b4a4-207511540d3b		PBBVMV	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBVMV_USI	synonym
2aa8875d-6568-55ff-9289-6885174a7baa	3872057b-eb16-5ccc-b2e4-a1840c5cf6e5		PBBZDH	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBZDH_USI	synonym
2ab5e4f1-a284-5ab7-86e0-76410afb095c	94288d4f-4412-5bff-926f-44b621d3ad99		PBBYSB	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBYSB_USI	synonym
2abe4829-b2c2-505b-b7ed-46bead2e263e	4a3e52ed-ffd6-5fc6-90d3-4ab10afde536		PBBZSZ	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBZSZ_USI	synonym
2ac5d1d6-3169-5ced-9516-c374369586ae	9a37d6e8-2b6f-5c65-a890-c8db6aa84114		PBCFBX	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCFBX_USI	synonym
2ac8caf1-1193-5238-9d6d-c8a36dcde02e	0ed22914-a5db-5fd5-8fae-1f0409bec69b		PBCIAS	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCIAS_USI	synonym
2acd3316-b9f4-594d-a4d2-542f73567386	8d35611c-52d0-5354-a0bd-b94bf1f38c84		PBCGFM	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCGFM_USI	synonym
2ad3ee4d-dbf7-57c9-bb85-db227b8d1cf0	c0876e70-83a3-5557-a7eb-db5cf6e76899		PBBREK	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBREK_USI	synonym
2ad8b572-e522-5d10-a4fd-ce3e2785ca85	e974099d-c16c-5901-bad7-8ebfba742eaa		PBCDPN	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCDPN_USI	synonym
2afa2fd0-7317-50e1-9347-cf4c46b03bb3	fbdc4de4-3bbe-528f-9ea2-373a80fce21d		4414318				dbGaP	4414318_dbGaP	synonym
2afbb762-268d-5a72-83bf-729135a2ec9c	37d278bc-c9f3-53c4-9534-06e205f61a7b		4616853				dbGaP	4616853_dbGaP	synonym
2b0c8b19-0134-59a6-b915-b3c28f5dbd6e	807635ba-04f4-54bd-ae27-9cf63aa1bb74		4328879				dbGaP	4328879_dbGaP	synonym
2b19aab4-b451-5302-81ed-314e26442123	4b0e49e3-78ea-5ec4-846a-65d4ea319b0a		PBBTUE	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBTUE_USI	synonym
2b1b6f03-d48a-5518-a7dc-7893321a96dc	9b79b349-9e4f-5ca3-a517-eb09f9fa7b51		4360212				dbGaP	4360212_dbGaP	synonym
2b1d02a8-42c1-5f43-be0d-82edcd0e7dc5	db4d53a0-3664-5e63-a9c1-acb924095fa9		4394853				dbGaP	4394853_dbGaP	synonym
2b1fa1a5-92cb-5da6-905d-94ba75409393	286d461f-ad4f-52f7-965d-cc7efc548a36		PBCFGF	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCFGF_USI	synonym
2b2e1a50-7794-59f6-bdc4-d0cc25df0fbf	b5e31866-00b0-57dd-a615-9444aed5235a		PBCATH	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCATH_USI	synonym
2b31c2c9-eb36-5fa3-9540-8785943521ec	59b1d405-8028-5afb-9f71-9a31907ef367		PBBWHP	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBWHP_USI	synonym
2b39836d-057f-5f98-80fa-cf57b21c2d2d	121f1db9-8690-5564-a14e-07c0efab2764		4686510				dbGaP	4686510_dbGaP	synonym
2b46a268-dc5d-5873-9b41-2a3e531a0bf3	1b334e1f-4876-5f3c-976b-ea2f2d6fca19		4645341				dbGaP	4645341_dbGaP	synonym
2b7620af-6c6f-5691-900c-430d9e7c4148	0815a2ac-abe3-5ba4-979d-58fb52cf0086		PBBIBE	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBIBE_USI	synonym
2b7bc8ec-4dbe-5cff-a796-044191391ebe	194097f5-1f4d-5ca6-a473-af2e9e7670c2		PBBIZT	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBIZT_USI	synonym
2b815778-335a-5e18-a50b-eb3131cf1e7d	05ca7b3e-197a-5bd9-ba4a-6aab38b929f1		4433476				dbGaP	4433476_dbGaP	synonym
2b90c79f-c529-53ce-a818-23b7e452d1a7	b8cd9ca2-e479-56d3-ab5b-b8bb1515c59b		4452323				dbGaP	4452323_dbGaP	synonym
2b944ec3-3998-5282-bde1-5c2f57ccc7c1	09c6e16d-c026-5f11-ad59-7319087e79be		4414346				dbGaP	4414346_dbGaP	synonym
2b986d4f-6eb4-5bc5-a655-15bf7b7aaf86	91575f12-73b7-572a-9076-fa0cefadc402		PBBZSX	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBZSX_USI	synonym
2ba6718e-b5bc-5c26-a111-e7aa11090c9e	9999e4c4-e6b1-5461-bcca-2d5a2fcca793		4360315				dbGaP	4360315_dbGaP	synonym
2bac9cea-b69c-5da3-bd85-85e9fc19eb90	859574d6-f2a1-57a2-bcb3-26882e6cd09c		PBCCBE	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCCBE_USI	synonym
2bad473f-505f-557b-9344-ab31483005a2	79f5dcd5-1b57-5370-8077-6f51067f0cd8		4636837				dbGaP	4636837_dbGaP	synonym
2bb06e27-f3b7-51c6-8219-3dba9a784f7d	3bb35bbe-ddd6-51b0-9df2-109e50048331		PBCGCG	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCGCG_USI	synonym
2bb93a81-d4d9-53e3-ac5a-37ae9db19ee5	9e1d6c14-9a65-575f-bf42-f0a7398cbd8e		4645388				dbGaP	4645388_dbGaP	synonym
2bbe8431-9d31-5fa9-830f-286067fa7592	f923a0b6-d3a9-5b1c-916b-1d96e86f7056		PBBLPR	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBLPR_USI	synonym
2bc997b6-e578-5f50-a604-1b172b98ef84	1a2627ff-3bf5-5f28-99b1-89ad17af3dd4		4616962				dbGaP	4616962_dbGaP	synonym
2bcfdcd5-69d2-5c35-a869-d80be331c967	710ffc97-4af6-5d02-b600-cbfc083ff17c		4328780				dbGaP	4328780_dbGaP	synonym
2bf26303-606a-59b4-a111-e73f4d1b99bc	b1815fc1-3120-5cdf-84b3-f3cef14ddd02		PBBMFY	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBMFY_USI	synonym
2bf644fb-4f54-5e6f-8fb8-7e6e57bda8ae	c879bd16-f10d-5ade-9baf-ca201a909cd8		4360231				dbGaP	4360231_dbGaP	synonym
2c0541f6-62b8-565c-b85d-78000b8fe3e2	3a608874-13e9-5267-81de-1aa67c1a49f5		PBCGPX	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCGPX_USI	synonym
2c10fa1e-da7c-5e86-8abc-b0bc6388ec5e	434ef6d8-d190-5588-8381-315f451d2a67		4394952				dbGaP	4394952_dbGaP	synonym
2c23d31b-55ea-5fc1-9ed8-febf9b679b48	aeeb631f-f6f1-59de-ad7f-343c7c39087a		4328965				dbGaP	4328965_dbGaP	synonym
2c29495c-aeeb-5b3d-977a-705c734615db	56c90160-2f70-5196-acdb-4b44a88f8cea		4328769				dbGaP	4328769_dbGaP	synonym
2c364f2a-45b4-5b4b-adf8-9ff8e3bd147e	4d736bd8-b83d-578b-9386-9e3e6f5d3588		PBBPNM	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBPNM_USI	synonym
2c3baac4-7098-5ff7-84a6-37d965fa8c81	a00a472d-4522-53d0-9065-1f90f2725f8d		PBCGLD	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCGLD_USI	synonym
2c3bc6fa-d22e-5a6d-959c-606ead11e53b	5eb8322a-861b-5ca8-956e-43d886c2469b		4645435				dbGaP	4645435_dbGaP	synonym
2c6a86d3-2734-55a6-a8d3-dcfee1548d95	a667f505-2056-586a-ad4a-56992e5203ec		PBCFZW	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCFZW_USI	synonym
2c825854-b328-5e1b-8f79-d764f0379065	79f5dcd5-1b57-5370-8077-6f51067f0cd8		PBCCNR	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCCNR_USI	synonym
2c8f14ad-bcec-53e1-af3f-7e5fc1b36035	454fee6a-70f8-5b7a-8f59-0eb22d7fa6cb		4360216				dbGaP	4360216_dbGaP	synonym
2ca123b5-7830-5107-a637-78aaa80cbf90	fb5aaadd-8116-539f-9cdd-2e70eef4d1c4		4645408				dbGaP	4645408_dbGaP	synonym
2ccc43ff-4f15-536c-abb9-a7950d502567	3ca8a2dd-95d1-54fa-a8d5-f928f948fe44		PBBNXR	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBNXR_USI	synonym
2cccd3ed-a8b7-5903-9b85-f2f305b8293c	a3fb158b-4b00-510a-973c-49ddc37c60de		PBBYTD	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBYTD_USI	synonym
2ccdcbfe-875e-5e72-a7c3-3716198ef526	e0af8c15-3d7b-5fd2-af8a-a4506ede7b98		PBBVAA	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBVAA_USI	synonym
2ccf14b8-5a56-58be-8a14-29ed39526fa6	8a9b3a03-d856-5c84-845e-c21736b6c349		4328948				dbGaP	4328948_dbGaP	synonym
2cd027c9-84c1-5e4a-b085-cc79f82e5197	ea968d9e-ea55-5202-8327-1ed087fd910d		4616867				dbGaP	4616867_dbGaP	synonym
2cd6e9f4-3940-52dd-88e9-06756fea5523	9b79b349-9e4f-5ca3-a517-eb09f9fa7b51		PBBPEI	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBPEI_USI	synonym
2cde6307-41af-526e-9f7d-ccd8d5644180	d5d89c9e-8dc5-50b4-8614-ac16aaa1de67		4645570				dbGaP	4645570_dbGaP	synonym
2cdf046c-4b84-59ab-b694-ec508ea38d51	69765fca-e057-5913-b7ee-73f0bb8c1f5c		PBBPEH	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBPEH_USI	synonym
2ce7fb21-88d6-518d-b580-be30a754cdb2	c0733f45-2c80-5dee-aa82-3f2aa4663245		PBBWYZ	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBWYZ_USI	synonym
2ce928cc-7e6b-51df-8c1c-3b27a7fa83c1	e4a783d9-ef6e-57b3-a4a1-d3c11e78a107		PBBWNU	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBWNU_USI	synonym
2d304cd1-6b7f-5209-acff-e276147db790	2bc1816d-6e73-582f-89bd-1fd0d0da7435		4394951				dbGaP	4394951_dbGaP	synonym
2d355916-c670-5fe8-a6a6-a079b35f0781	6fc0c09b-f58c-545c-95ad-ce331b5f15d3		PBBRSW	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBRSW_USI	synonym
2d370327-8f7e-504d-ad39-7540034cac38	ee503910-92fd-5afc-87cd-bdd65503387d		PBBTNU	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBTNU_USI	synonym
2d3a872f-9835-5cc4-a8d6-d7be93e313a6	7f7ac705-0fe9-54d2-988f-4b721b6ab8de		PBCJKN	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCJKN_USI	synonym
2d5ac340-1026-5e2c-b0d7-28c691df4189	5a781aaf-f5e2-5218-8cb3-514d3fc75497		4360325				dbGaP	4360325_dbGaP	synonym
2d5ebef9-f48c-52c2-88b1-9843a2577844	61515672-b67f-5674-b731-c825ddce0ae4		4414338				dbGaP	4414338_dbGaP	synonym
2d6183b4-2840-51cb-a6b7-fe434bc2c2ff	c09a26b9-f6d9-5e2b-a412-27b64adb4844		4340413				dbGaP	4340413_dbGaP	synonym
2d87c7a5-5b7d-5ced-bc9b-9763643a1ded	80237f07-e0a1-50aa-9e6a-f442aa50273e		PBBMHC	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBMHC_USI	synonym
2d8dee92-c4c5-5f6f-ac1c-bb8f01874519	32bbb0c2-cea3-512c-821a-11dc7f6452bf		4328817				dbGaP	4328817_dbGaP	synonym
2d945046-5c72-55e0-a10d-6c2df4cb2d65	fe486a8c-26ab-5a08-9979-e6e6823c5e95		PBBUZI	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBUZI_USI	synonym
2d98d3c0-56f7-553e-b1b1-6936120108dd	4c3dc3cc-4228-5c00-8a31-93a10b303b84		4433440				dbGaP	4433440_dbGaP	synonym
2d997e55-faf7-535c-9f07-eecea30938bc	044b293d-5855-535d-ab82-dbddd00c667b		PBBLUN	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBLUN_USI	synonym
2dc8924c-335e-5b21-8a49-cae65aed2f30	19e5a9bb-a483-591f-9692-4e442c233aae		PBCGDB	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCGDB_USI	synonym
2dd86a42-7158-523e-9e6a-8d76b08c88e0	4b0e49e3-78ea-5ec4-846a-65d4ea319b0a		4394941				dbGaP	4394941_dbGaP	synonym
2ddde13a-4d6b-5bd4-9963-391c455e3881	f6da68a3-93ae-5c57-b704-c300dcf48c90		4645439				dbGaP	4645439_dbGaP	synonym
2ddde784-9444-5aea-8102-b44fd443a37e	80e71f73-cc0b-5669-bd26-33aedb5a7c6c		PBCAWF	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCAWF_USI	synonym
2de016a1-4a54-57ab-ae7a-116a219b7f36	175b3fa2-fc87-5ef9-871b-d7e3b1777c79		4636887				dbGaP	4636887_dbGaP	synonym
2de7a8b9-6419-5761-b3bb-2d3f51702306	614c5da3-3e87-5b36-83ae-f241c60054bc		PBBNTK	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBNTK_USI	synonym
2df518dd-6027-56b8-8536-fec3feb1e1dd	c972f6c9-715b-51fa-8cbc-3cecf66732a9		4686543				dbGaP	4686543_dbGaP	synonym
2dfbe20e-0557-5174-8537-011af60af5f6	3431ea01-7b34-5c4d-acd1-7d233da6a6a1		4660481				dbGaP	4660481_dbGaP	synonym
2dfc0484-0187-5116-9c31-679c350f8ab9	d7321acd-2b5d-5893-b317-ac9b9040d8c3		4414354				dbGaP	4414354_dbGaP	synonym
2e11a763-f8b4-5a83-9b7d-3653d50f0502	8a7f2e24-b1de-5913-a43a-84edb3bcfc99		4660555				dbGaP	4660555_dbGaP	synonym
2e2beff0-af25-560e-b04c-a6f31b2e96ed	b444c8b5-2bc1-5155-90f5-c8f9a7b9aee7		4645497				dbGaP	4645497_dbGaP	synonym
2e3c0809-3150-52a1-be27-77f0356a4fd9	a667f505-2056-586a-ad4a-56992e5203ec		4645592				dbGaP	4645592_dbGaP	synonym
2e3c2054-d8f7-5210-aff9-1083daa86e9f	da06a576-21d3-5529-9285-8126b2f6f1c1		PBBTWG	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBTWG_USI	synonym
2e4b37c3-9b67-5a43-a974-ac34374e5634	c166f290-8ce4-5957-a46b-e74c9d05e42c		PBCIKU	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCIKU_USI	synonym
2e552235-3182-5376-aea9-6d8201c82a0f	bea11150-4666-5fcb-a536-d92cf2f7272f		4686514				dbGaP	4686514_dbGaP	synonym
2e873ab5-09e6-5faa-a28d-eda4683560be	1555b354-4959-510d-8303-19a9b582579a		PBCBCD	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCBCD_USI	synonym
2ea0d5b2-1a44-5160-943f-464df79aafa8	9392163b-a8bd-55f4-8a61-862dfcd4c6fa		4433555				dbGaP	4433555_dbGaP	synonym
2eafa18a-f75b-5dc2-81e9-c8ed5df362a0	d2f42e9e-859b-5ff0-a497-9897b082b2df		PBCHHZ	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCHHZ_USI	synonym
2eb45174-48e6-511b-8bcd-097d8e51b25b	d397747a-a129-5019-ba3c-e28cd28d46b7		PBCILX	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCILX_USI	synonym
2ec38e9d-76ae-519a-afa5-e66d9cd07a66	13004b90-e0bd-50f5-b68a-ef93c196bfdd		4340435				dbGaP	4340435_dbGaP	synonym
2ec48075-ca90-5acd-983a-2718e9853660	b5f13a74-9ea2-5ba2-870e-9fa0b57b7caf		4622002				dbGaP	4622002_dbGaP	synonym
2ec97633-5fd9-59e7-9339-a9b4082afc15	6b604143-f228-553b-aed6-d22960617d65		PBBTKE	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBTKE_USI	synonym
2ed49ea9-9cc9-52a2-a5a6-1d42ef5ea4ca	3f77d899-eae4-5193-8ef3-744db27e6b22		PBBZUH	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBZUH_USI	synonym
2ef00859-dd80-55c0-a33d-bfed66b37e9b	f64c30e1-eebc-507a-a7b3-c48935db97f2		PBBVCN	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBVCN_USI	synonym
2f070553-4090-5636-bc69-375980423efb	9a9e5ef3-4f02-5da8-86c0-41074c5d2eb7		PBCAHE	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCAHE_USI	synonym
2f154f5d-b9d4-5421-bc18-21a9868e2b9c	ebcec385-b41c-54dc-9fb2-7f7d37976b35		4616939				dbGaP	4616939_dbGaP	synonym
2f1a2883-cbe4-5e35-83dd-30ab1ed9ab60	550e8a41-80d6-568f-aa86-d7146e461bef		4328797				dbGaP	4328797_dbGaP	synonym
2f1ae3be-a1dd-5f8f-91ca-4c46f202c536	789452a4-eb7d-59fe-92e6-917ecb4a123e		4394881				dbGaP	4394881_dbGaP	synonym
2f1c5268-c26a-51f3-ab22-80d5fa78dfe6	42ab57b6-dd5f-5a6a-8f85-74dfe89b1f5d		4394940				dbGaP	4394940_dbGaP	synonym
2f266a32-6820-5162-bb4a-90fbd0b09dfc	ad41672f-3d95-543b-adac-411794dd12db		PBBNMV	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBNMV_USI	synonym
2f399266-b5fd-5d00-9a8d-3d10debfd08d	309564e7-b36d-5f3c-997b-df9514e40ec4		PBBWCH	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBWCH_USI	synonym
2f48468e-ffa6-57e7-98f6-b76262eb882b	ac1b1a93-800b-50b3-b4a5-4c890848f185		PBBRXI	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBRXI_USI	synonym
2f4fd203-58a9-53ff-9180-08d219868de0	dcc950ea-0d46-5f8d-9ef4-6571ea1430b6		4617000				dbGaP	4617000_dbGaP	synonym
2f6a1863-d47d-5913-aa11-6eaf16cb6e18	522e39b5-f3f6-5baa-b686-827d87681b2a		4636905				dbGaP	4636905_dbGaP	synonym
2f6a670a-ffa6-57d6-869a-9d3162aaf6c7	e4867c91-d79e-58c1-879c-9938daccd0a7		PBBIEL	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBIEL_USI	synonym
2f7208b7-4f6b-51c6-8a98-def187b5efc6	8dd81aa9-9507-5d18-9d39-d3cbff668173		4645520				dbGaP	4645520_dbGaP	synonym
2f7ee893-2629-5b81-b693-2bdd08405e74	dd3e12b2-ef3d-549d-bc4a-c21014fb5592		PBCBMJ	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCBMJ_USI	synonym
2f81652f-8fd9-50ef-82f6-1fdc5d507f7c	f755d354-31bf-5690-9bc9-7d71449e710c		PBBVPY	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBVPY_USI	synonym
2f9f289e-3a98-50f6-b717-972708f3cb29	1d7330f6-46c3-55b7-b2ff-f4ae7483f0e9		4645572				dbGaP	4645572_dbGaP	synonym
2fcf8629-ef38-5291-865c-87253e01c0c0	c0094dff-04b5-5c46-9009-56ec5f30d48f		4686541				dbGaP	4686541_dbGaP	synonym
2fd140f1-a935-5960-8720-98e7c785cd55	87c6679e-0219-59b3-b6ff-f30561dec65e		4622027				dbGaP	4622027_dbGaP	synonym
2fe5edb6-6b68-52a4-81ca-8a79fd053489	23ca303a-9242-5250-ae73-4a7eaf67ece3		PBBZDN	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBZDN_USI	synonym
2fedb13b-71cf-50e2-acd1-44a9b9408f8a	cd89b839-2aa1-570f-8d21-cbbcea8b8054		4616983				dbGaP	4616983_dbGaP	synonym
2fee61be-0d65-54a5-80fe-17379d9eb23c	f5af6acc-9f21-5e83-8771-b49359f47f50		PBCGTA	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCGTA_USI	synonym
300cc43f-54e9-548a-b71a-779ba0389a10	849b7a13-d326-56f2-a219-6ad829428f64		PBBZWA	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBZWA_USI	synonym
300cd32e-e711-5789-9d99-e2a6a3f417ae	f8522f6a-af48-51a9-81d6-5cb33043d7cd		4660489				dbGaP	4660489_dbGaP	synonym
301c0c93-b389-510e-988f-6beab1e30415	df6420f0-e9d4-5c4b-8168-41051d41b0c2		4360264				dbGaP	4360264_dbGaP	synonym
30257374-6955-5e68-a6f0-0a531f28d951	99165519-8d00-5252-95d0-f18a52cd91a3		PBBNZZ	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBNZZ_USI	synonym
3035e661-76a2-5466-a4f7-e18f54b41919	ae77663b-fb20-548d-aa4d-dc4fb8042bec		4660559				dbGaP	4660559_dbGaP	synonym
3046585a-9f12-5238-888f-217e14296170	83337290-ee45-5ed0-a021-c649d39b4ede		4616946				dbGaP	4616946_dbGaP	synonym
305b9f1e-b3dd-53c2-a827-9f325a2d19ff	54c4923d-e981-5894-af03-bebf8a2448fb		PBCCYS	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCCYS_USI	synonym
305dbd27-e14c-5dbe-aaaa-815c9b2d0fc6	dfcc097b-8c19-5ad4-a891-2597cfaf2d56		4394953				dbGaP	4394953_dbGaP	synonym
30768a93-743b-5684-8046-a8e676c241bc	d19aeacb-dd95-5772-8a76-a9c74824c0d9		4636874				dbGaP	4636874_dbGaP	synonym
30818b5c-0489-58b0-9916-cb8db5b67a36	0fbea6c8-df3a-5ac4-bea2-421598f01e4d		4360306				dbGaP	4360306_dbGaP	synonym
3082f2d0-8fdf-5764-a32d-70f1714485b0	b60f1d15-10d1-5f52-9bfa-9cfce2c26246		PBCAEH	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCAEH_USI	synonym
3088a1b7-ee05-5e8a-99c9-5747a7238f7a	1c6cf895-6db4-53b3-a8d8-caa92d1eec27		4433445				dbGaP	4433445_dbGaP	synonym
3093fa14-eb2f-5204-af4b-1347c0f9a3b4	46cf83b2-1e83-51c5-9ff6-ae45622a3300		4645560				dbGaP	4645560_dbGaP	synonym
30945c90-23e2-58d6-8cde-95599bf94b0e	0ed4fa3c-26a4-5164-8ecb-129f218c6978		PBCELG	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCELG_USI	synonym
30cd3b9d-2ec7-50dc-a3f4-4ae8f36dc8e8	fc147a07-3231-5056-ab8a-2e9251f8d6ce		4394860				dbGaP	4394860_dbGaP	synonym
30ce857b-6fef-5e83-a3e6-f7ba86aad053	1786ac6a-5869-5eef-90f1-4f6107046ad2		PBBPSZ	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBPSZ_USI	synonym
30dd1408-201d-575d-8ab7-d63df76997c1	3798acef-ae5d-556f-b26b-faf5c397a226		PBBUYC	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBUYC_USI	synonym
30eefe5e-8f92-534d-bd36-70de8dcc1c12	df630bfe-caeb-54f9-a357-d9cc756d312c		4328979				dbGaP	4328979_dbGaP	synonym
30fd794f-580b-5392-b028-d2c318deb87f	2bb2eb87-a495-5f13-a322-7646d83e03b7		PBCCBJ	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBCCBJ_USI	synonym
31208f5c-743f-5e5a-84db-030f36db25e5	53775895-5151-5e65-b09e-6f643619c608		PBBLXX	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBLXX_USI	synonym
312347e6-6019-5de0-b519-a147405f2842	69e01485-5fae-500c-ac10-a6e04b0662e0		PBBYCL	https://www.childrensoncologygroup.org/	organizational_identifier	COG USI	USI	PBBYCL_USI	synonym
