id	study.id	funding_agency	funding_source_program_name	grant_id	study_funding_id	type
d4feafa0-4958-5267-8926-299e4a479799	8a04cda6-417f-512a-862e-504360307620	CCDI Molecular Characterization Initiative	CCDI Molecular Characterization Initiative	75N91019D00024	phs002790_fund	study_funding
