type	study_admin_id	organism_species	adult_or_childhood_study	file_types_and_format	number_of_participants	number_of_samples	id	study.id
study_admin	admin_1	Human	Pediatric				1966b255-c9a8-56b2-9b03-ba4ebaf431f3	7907a2ad-bcd3-5e74-8ed0-50012315a860
