id	study.id	funding_agency	funding_source_program_name	grant_id	study_funding_id	updated	type	study
phs002790::phs002790_fund	phs002790::phs002790	CCDI Molecular Characterization Initiative	CCDI Molecular Characterization Initiative	75N91019D00024	phs002790_fund		study_funding	phs002790
