type	consent_group_id	consent_group_name	consent_group_number	consent_group_suffix	id	study.id
consent_group	phs002599_GRU	GRU	1	c1	f4441ba4-a7d0-5b52-ab75-cd1d7606ffa5	ff374979-595f-5ced-b70b-100f069deb70
