reference_genome_assembly	library_layout	library_source	library_selection	platform	instrument_model	type	genomic_info_id	file.file_id	library_strategy
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/8ff7b225-e066-492e-9b1a-2b9563c8188c	dg.4DFC/8ff7b225-e066-492e-9b1a-2b9563c8188c	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/7fcff1c9-ce74-4f7a-a107-f936b8bae598	dg.4DFC/7fcff1c9-ce74-4f7a-a107-f936b8bae598	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/f648b449-7d0e-471e-bb01-91fe305a6cd4	dg.4DFC/f648b449-7d0e-471e-bb01-91fe305a6cd4	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/72d8d0da-0ac8-4739-8005-a7c7536c619c	dg.4DFC/72d8d0da-0ac8-4739-8005-a7c7536c619c	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/f1a4a29e-4d49-4b63-8aea-592f73bc2a88	dg.4DFC/f1a4a29e-4d49-4b63-8aea-592f73bc2a88	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/7580a31a-c4f6-4867-939d-806b77835359	dg.4DFC/7580a31a-c4f6-4867-939d-806b77835359	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/4e0ac463-e9e5-4e55-b6b7-1695b68c8dac	dg.4DFC/4e0ac463-e9e5-4e55-b6b7-1695b68c8dac	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/49e07c86-1d95-454c-8892-008c9a2e3ea5	dg.4DFC/49e07c86-1d95-454c-8892-008c9a2e3ea5	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/a2dcb5b9-bafc-4519-8288-7a9c4245a7f3	dg.4DFC/a2dcb5b9-bafc-4519-8288-7a9c4245a7f3	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/505371f2-ba6f-4385-98e5-9d1f12887e7b	dg.4DFC/505371f2-ba6f-4385-98e5-9d1f12887e7b	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/dcdf4095-d2e6-43ff-8733-2ada586f6cff	dg.4DFC/dcdf4095-d2e6-43ff-8733-2ada586f6cff	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/83d1aa8e-e22b-41c9-8673-1f41999f4eb6	dg.4DFC/83d1aa8e-e22b-41c9-8673-1f41999f4eb6	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/9d2e74b9-2c4e-413e-81f8-da66244633cf	dg.4DFC/9d2e74b9-2c4e-413e-81f8-da66244633cf	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/1ac4c568-4991-4292-840e-8333e07fc71a	dg.4DFC/1ac4c568-4991-4292-840e-8333e07fc71a	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/4410e9f9-c473-4ea9-a266-20cb1e0f6103	dg.4DFC/4410e9f9-c473-4ea9-a266-20cb1e0f6103	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/82ff1097-c5ee-473f-b90f-ce7d7028ec33	dg.4DFC/82ff1097-c5ee-473f-b90f-ce7d7028ec33	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/895153d5-c746-46d4-a664-3276c5221ae6	dg.4DFC/895153d5-c746-46d4-a664-3276c5221ae6	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/92ffefe8-ee6d-4a9d-a6e6-c0915bc88ebb	dg.4DFC/92ffefe8-ee6d-4a9d-a6e6-c0915bc88ebb	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/6618a1c8-e4b1-4bf7-91c5-8812d5ab2ee3	dg.4DFC/6618a1c8-e4b1-4bf7-91c5-8812d5ab2ee3	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/b1e5b110-bd5d-4080-8a2a-e923c31f9ba4	dg.4DFC/b1e5b110-bd5d-4080-8a2a-e923c31f9ba4	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/9a879aaa-d282-4093-8f4a-bceff3f6cbe3	dg.4DFC/9a879aaa-d282-4093-8f4a-bceff3f6cbe3	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/3cb115cd-ea40-46d3-9770-f9b3462489dc	dg.4DFC/3cb115cd-ea40-46d3-9770-f9b3462489dc	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/1c216c9a-aa6a-45a1-b444-e59d4add11cb	dg.4DFC/1c216c9a-aa6a-45a1-b444-e59d4add11cb	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2440052a-83bd-43f2-bc9b-92e78abf713c	dg.4DFC/2440052a-83bd-43f2-bc9b-92e78abf713c	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/179d5d7b-1486-49d7-aef0-d2a6eba144ff	dg.4DFC/179d5d7b-1486-49d7-aef0-d2a6eba144ff	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/fb45bc80-04e4-4072-a3c9-9c747a6512de	dg.4DFC/fb45bc80-04e4-4072-a3c9-9c747a6512de	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/091aad8a-d82c-49bd-8adb-b7e6efe85c9d	dg.4DFC/091aad8a-d82c-49bd-8adb-b7e6efe85c9d	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/deda4320-72f1-48e9-87b2-d7ff26ae0fe8	dg.4DFC/deda4320-72f1-48e9-87b2-d7ff26ae0fe8	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/c3ada05a-db4c-4a07-8249-eded4c078370	dg.4DFC/c3ada05a-db4c-4a07-8249-eded4c078370	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/30ffdfa4-1de0-4eca-8e7b-9f8a470a2365	dg.4DFC/30ffdfa4-1de0-4eca-8e7b-9f8a470a2365	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/ebfec779-cc32-4edd-8530-547b9e963c34	dg.4DFC/ebfec779-cc32-4edd-8530-547b9e963c34	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/84f6131b-0dcb-4e03-b814-ca41ee2fcb0b	dg.4DFC/84f6131b-0dcb-4e03-b814-ca41ee2fcb0b	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/b2217a5c-a8d9-45f7-813a-4db802d03486	dg.4DFC/b2217a5c-a8d9-45f7-813a-4db802d03486	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/efa318d7-65e5-4e4c-9ff4-204e4bec3597	dg.4DFC/efa318d7-65e5-4e4c-9ff4-204e4bec3597	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/4d66d39b-b245-4607-b97b-7ed6f22ce5ed	dg.4DFC/4d66d39b-b245-4607-b97b-7ed6f22ce5ed	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/78e79f6a-bcd6-438e-8d57-75f3d303d729	dg.4DFC/78e79f6a-bcd6-438e-8d57-75f3d303d729	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/ec6588b7-69ce-4299-88cc-bd4a5360c53e	dg.4DFC/ec6588b7-69ce-4299-88cc-bd4a5360c53e	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/40a22780-08a9-4e3d-8d20-3a1ef68422af	dg.4DFC/40a22780-08a9-4e3d-8d20-3a1ef68422af	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/dd24fb83-d60b-4dea-a60f-6515fd286eb3	dg.4DFC/dd24fb83-d60b-4dea-a60f-6515fd286eb3	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/73af5040-aff2-4047-a0b9-1902d999c936	dg.4DFC/73af5040-aff2-4047-a0b9-1902d999c936	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/cf823ee4-ca3b-4629-9438-0b5028ed003c	dg.4DFC/cf823ee4-ca3b-4629-9438-0b5028ed003c	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/e5b9b137-b10b-405d-b0e6-90ee37b5cb9b	dg.4DFC/e5b9b137-b10b-405d-b0e6-90ee37b5cb9b	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/dc2856e4-c95e-46f5-97cc-2bb36d8c00cf	dg.4DFC/dc2856e4-c95e-46f5-97cc-2bb36d8c00cf	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/ee05a395-7d2a-420a-95fc-66289311648c	dg.4DFC/ee05a395-7d2a-420a-95fc-66289311648c	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/83ddab47-8eee-4a8c-8ba7-801ab9d82af5	dg.4DFC/83ddab47-8eee-4a8c-8ba7-801ab9d82af5	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/ac985eab-bce9-4695-b39f-b82f23cce7cc	dg.4DFC/ac985eab-bce9-4695-b39f-b82f23cce7cc	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/ad70e147-53f6-4bcc-a694-6db44e4a4a25	dg.4DFC/ad70e147-53f6-4bcc-a694-6db44e4a4a25	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/bd450fde-491a-46b9-bbfe-542b454cd1e7	dg.4DFC/bd450fde-491a-46b9-bbfe-542b454cd1e7	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/b0a26adf-7377-4c98-81a7-7ea7fbf9a2d0	dg.4DFC/b0a26adf-7377-4c98-81a7-7ea7fbf9a2d0	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/6974ee7b-0640-4dfb-98b8-4d11cc5b07a6	dg.4DFC/6974ee7b-0640-4dfb-98b8-4d11cc5b07a6	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/998b5a11-621f-4426-97a9-beb69defac08	dg.4DFC/998b5a11-621f-4426-97a9-beb69defac08	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2a5db827-d58b-45b1-aa70-750fbb5fc91f	dg.4DFC/2a5db827-d58b-45b1-aa70-750fbb5fc91f	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/123b8290-6a09-4de8-9d75-9a8db3f75d88	dg.4DFC/123b8290-6a09-4de8-9d75-9a8db3f75d88	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/f136a390-46d1-4704-9ec3-91e0d039a805	dg.4DFC/f136a390-46d1-4704-9ec3-91e0d039a805	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/6aa8e67b-bb9f-4f25-a887-4b4140d576cd	dg.4DFC/6aa8e67b-bb9f-4f25-a887-4b4140d576cd	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/317f60be-1332-427d-9010-4097946d0090	dg.4DFC/317f60be-1332-427d-9010-4097946d0090	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/67a1a63a-8383-4fb3-8ae8-cfe7922bb15a	dg.4DFC/67a1a63a-8383-4fb3-8ae8-cfe7922bb15a	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/8d76a499-e4f0-4dcb-b046-b6fc36d5d8bf	dg.4DFC/8d76a499-e4f0-4dcb-b046-b6fc36d5d8bf	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/646b3ee0-62cc-48c5-aafe-02e90f35b7af	dg.4DFC/646b3ee0-62cc-48c5-aafe-02e90f35b7af	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/64504b5d-7ba3-440a-9cab-71b592d0c705	dg.4DFC/64504b5d-7ba3-440a-9cab-71b592d0c705	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/254c0de2-3155-485c-877c-574b60f6b368	dg.4DFC/254c0de2-3155-485c-877c-574b60f6b368	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/28e1deec-749e-47a8-8166-d84d997744a9	dg.4DFC/28e1deec-749e-47a8-8166-d84d997744a9	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/9db97be8-eeef-4d12-8c3c-77eb05efda8e	dg.4DFC/9db97be8-eeef-4d12-8c3c-77eb05efda8e	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/d15c8833-30ef-4d07-9f8f-e850f86a642a	dg.4DFC/d15c8833-30ef-4d07-9f8f-e850f86a642a	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/eaa6b4a9-2699-40c1-a68b-32ab437c0899	dg.4DFC/eaa6b4a9-2699-40c1-a68b-32ab437c0899	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/a09cf02c-d398-486d-ac3f-67ca6b89d9bf	dg.4DFC/a09cf02c-d398-486d-ac3f-67ca6b89d9bf	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/9be4e105-9dc5-42c8-9496-1e1a5008d9b4	dg.4DFC/9be4e105-9dc5-42c8-9496-1e1a5008d9b4	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/3b067008-7a62-44be-97dc-f12d2dbd192f	dg.4DFC/3b067008-7a62-44be-97dc-f12d2dbd192f	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/8d7cf20c-412e-42b1-87c0-dfbf4fdece36	dg.4DFC/8d7cf20c-412e-42b1-87c0-dfbf4fdece36	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/e64ac836-8b06-402b-91b0-fb7a93406941	dg.4DFC/e64ac836-8b06-402b-91b0-fb7a93406941	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/2beda60d-2ed3-48a7-abf8-f78d61353637	dg.4DFC/2beda60d-2ed3-48a7-abf8-f78d61353637	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/f46da815-8f6d-417c-b9c8-4151116d0023	dg.4DFC/f46da815-8f6d-417c-b9c8-4151116d0023	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/71fb2ff1-2ac8-407e-9417-7aabace3b609	dg.4DFC/71fb2ff1-2ac8-407e-9417-7aabace3b609	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/e7b2e551-7d94-48da-812b-cdddb6175672	dg.4DFC/e7b2e551-7d94-48da-812b-cdddb6175672	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/479ac460-51f7-43d5-a291-8d3f3bfe0ed9	dg.4DFC/479ac460-51f7-43d5-a291-8d3f3bfe0ed9	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/ffe41e77-f1e8-43aa-8308-d07e4f97316b	dg.4DFC/ffe41e77-f1e8-43aa-8308-d07e4f97316b	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/031e795c-d5ba-4920-bd96-c6d9d22be03e	dg.4DFC/031e795c-d5ba-4920-bd96-c6d9d22be03e	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/66d0fefd-9e56-4ee6-b532-92017f0bc2b6	dg.4DFC/66d0fefd-9e56-4ee6-b532-92017f0bc2b6	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/69abccbe-3619-4e1e-8289-a663810a6e63	dg.4DFC/69abccbe-3619-4e1e-8289-a663810a6e63	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/286488e2-adef-4d3f-81e3-b07997b063b0	dg.4DFC/286488e2-adef-4d3f-81e3-b07997b063b0	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/900cd762-ab4e-44f6-b34e-4021142dbafa	dg.4DFC/900cd762-ab4e-44f6-b34e-4021142dbafa	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/f10845ad-13d8-4b2a-8bd2-ad445d29e606	dg.4DFC/f10845ad-13d8-4b2a-8bd2-ad445d29e606	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/4ace9e49-e492-4c9f-9faf-e3483c94021c	dg.4DFC/4ace9e49-e492-4c9f-9faf-e3483c94021c	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/46bd43d9-a2f1-4390-8b55-5ae69b127160	dg.4DFC/46bd43d9-a2f1-4390-8b55-5ae69b127160	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/09d5ee71-c186-482c-83d0-6c764c4c213e	dg.4DFC/09d5ee71-c186-482c-83d0-6c764c4c213e	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/fed1b94a-20fb-4e9a-9c74-48d803e0eeeb	dg.4DFC/fed1b94a-20fb-4e9a-9c74-48d803e0eeeb	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/500853dd-1c1e-4a88-acc8-e02162086ce1	dg.4DFC/500853dd-1c1e-4a88-acc8-e02162086ce1	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/9eefe663-d841-4c2f-aac0-b3bd8a6ec06b	dg.4DFC/9eefe663-d841-4c2f-aac0-b3bd8a6ec06b	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/a83bbe30-0191-4160-8f15-56ee11c5f670	dg.4DFC/a83bbe30-0191-4160-8f15-56ee11c5f670	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/4f0cea19-2673-4fe8-ade7-d5bb7e90fbcf	dg.4DFC/4f0cea19-2673-4fe8-ade7-d5bb7e90fbcf	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/ffb36e2f-f59e-4867-bc8b-3685998ee7c4	dg.4DFC/ffb36e2f-f59e-4867-bc8b-3685998ee7c4	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/88e9da67-3332-4d0b-980c-9b91cc2cf6e6	dg.4DFC/88e9da67-3332-4d0b-980c-9b91cc2cf6e6	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/d81a17d0-4f2f-4b35-aada-0eb2cba74836	dg.4DFC/d81a17d0-4f2f-4b35-aada-0eb2cba74836	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/5cf1a58d-e5c2-4043-8215-568539dab77f	dg.4DFC/5cf1a58d-e5c2-4043-8215-568539dab77f	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/9caabaa6-228e-4d1c-ae74-99d4f135573d	dg.4DFC/9caabaa6-228e-4d1c-ae74-99d4f135573d	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/62760482-9ceb-4978-939d-0f9ec2ec53e4	dg.4DFC/62760482-9ceb-4978-939d-0f9ec2ec53e4	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/98b9b6fb-ba97-4d74-852f-401c9e854ebf	dg.4DFC/98b9b6fb-ba97-4d74-852f-401c9e854ebf	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/06e3aa07-c40b-4070-852d-a97cfa5323e8	dg.4DFC/06e3aa07-c40b-4070-852d-a97cfa5323e8	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/ec57b1d3-2cf3-48dd-abae-cebf2eb79714	dg.4DFC/ec57b1d3-2cf3-48dd-abae-cebf2eb79714	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/7538705b-70f6-450b-b50b-e880c901a4ad	dg.4DFC/7538705b-70f6-450b-b50b-e880c901a4ad	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/23e51705-bfe4-4949-8c74-b5113a0b742e	dg.4DFC/23e51705-bfe4-4949-8c74-b5113a0b742e	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/abf13235-e54f-48d2-945b-f9936da8cb5d	dg.4DFC/abf13235-e54f-48d2-945b-f9936da8cb5d	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/9efd5faa-f5af-48cb-8739-03aadc9f5da5	dg.4DFC/9efd5faa-f5af-48cb-8739-03aadc9f5da5	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/77ff4fe1-8c7a-42ec-a3c2-d3e78d7e84bd	dg.4DFC/77ff4fe1-8c7a-42ec-a3c2-d3e78d7e84bd	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/b3b1125b-01ff-4c92-ab9b-660f051232c0	dg.4DFC/b3b1125b-01ff-4c92-ab9b-660f051232c0	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/e24862eb-ecff-47e7-bf6f-a66c792b33da	dg.4DFC/e24862eb-ecff-47e7-bf6f-a66c792b33da	Not specified in data
Not specified in data	Not specified in data	Single Nucleus	Not specified in data	Illumina	Illumina NextSeq 500	genomic_info	dg.4DFC/638bc6f0-13d4-49bc-9d86-6e1a3209b372	dg.4DFC/638bc6f0-13d4-49bc-9d86-6e1a3209b372	Not specified in data
