type	study.clinical_study_designation	publication_title	authorship	year_of_publication	journal_citation	digital_object_id	pubmed_id
publication	NCATS-COP01	Transcriptomic profiling in canines and humans reveals cancer specific gene modules and biological mechanisms common to both species	Gregory J. Tawa et al.	2021	PLoS Comput Biol 17(9): e1009450	https://doi.org/10.1371/journal.pcbi.1009450	34570764
