GUID	md5	size	acl	url
dg.4DFC/c5b64616-8328-5151-94f3-4bfaba2b8763	11046a51b38343e3335452a847e76b53	15588.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/OSA02-Study_Protocol.docx
dg.4DFC/3f531a42-8d71-521f-a77a-6ddad258bc36	6418dc4256c8468be8e28956e7f83228	584033.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/OSA02-Supplementary_Data.xlsx
dg.4DFC/a99cd095-589d-5a6e-b7a8-18ff6ef41e68	62fc59a8ab1496a6fd1e410c6702c2e2	15616946.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/OSA02-Supplementary_Information.pdf
dg.4DFC/3c285143-bffd-5804-90a6-dc778e1985ae	0a40d02311d94133e28026388ce4095a	64152698.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/OSA02-Summarized_Gene_Expression_Matrix.tsv
dg.4DFC/bca14ee9-39dc-5c34-a4b5-bb685d59c8ae	a0614dd7ada8301c78246ab253394a04	5822112.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/M-1166_recal_reads.bai
dg.4DFC/115a4360-9e72-5473-8ee6-b73bc100be72	5880b30ee7cdd6803e7f6ded8bd4e5a9	23180403820.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/M-1166_recal_reads.bam
dg.4DFC/a029ba4f-3263-5aad-835e-44d2a7529e37	a0814eaa10bfda2da11fd849436971e0	33892759104.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-1023_recal_reads.bam
dg.4DFC/5ef9b03e-3a94-5d9c-8202-8a8b1d25e0cd	901c079d2c8bc1eebd896bebe84a47c5	6318048.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-1023_recal_reads.bai
dg.4DFC/7fab4a29-acd4-518a-b0a9-38d266754ead	e1f2582d917da05ddf3cd391ea067fd9	13121644804.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-1087_recal_reads.bam
dg.4DFC/b1583817-89dc-513b-954f-9688e7df9e0b	053258db39a45cf8a87520fc2f519cd7	5820088.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-1087_recal_reads.bai
dg.4DFC/d37bf7dc-66f7-5cab-9f5a-1efd4afb147c	89910bc5f57b6207da0e6cc44f40fcc2	6101824.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-1096_recal_reads.bai
dg.4DFC/33f5893d-df10-5fc1-9c2e-dc29451fc793	278e51f24c82899c3f4994d24cc22fa6	26411983605.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-1096_recal_reads.bam
dg.4DFC/a1c3a804-27c1-51f8-8672-d8acdbd522e1	1796caa2cb5972b9ecf4483c31ecd6e5	25115794918.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-1166_recal_reads.bam
dg.4DFC/7b95d200-a764-5a05-8f6e-9871670965f9	7048530e822af9b1adf841e3c8510709	6294744.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-1166_recal_reads.bai
dg.4DFC/f38173b2-1f9e-50e4-92f0-3fce3d23c2aa	4e22c9d28c5cc6c91d741725792885e5	6292240.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-1192_recal_reads.bai
dg.4DFC/8ffc634c-7674-50c7-b1a4-bed1c08ec794	b45a223b0dfb0df224abb048b6436f4d	24540256529.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-1192_recal_reads.bam
dg.4DFC/9776d6f7-a9c1-5477-8f4e-671f534e2b74	3903de1db28d4843009f2a9438daea48	26047811030.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-1246_recal_reads.bam
dg.4DFC/55161105-2b0c-5ca1-9397-4bdc57660a04	0b6aae677eab824653c388652e1b5687	6246088.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-1246_recal_reads.bai
dg.4DFC/96fcc9e0-3360-5452-af82-9392274a8741	cc8b4229fc402be0414efeff92727c59	5445376.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-1247_recal_reads.bai
dg.4DFC/65de0ae4-85f0-54f9-bb83-8fd67109673f	edca87ed563d8fe7fe8e2019be82261a	20576814971.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-1247_recal_reads.bam
dg.4DFC/70db6bc9-9faa-5caa-aaab-5abe97525605	26ae088f8e5039efe3b80cfb6e91ff3c	19015223412.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-1272_recal_reads.bam
dg.4DFC/aab01efd-6e17-507c-9490-a898c4f8e8dd	73405bd290896d07a86068f0fabcd0e8	5661656.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-1272_recal_reads.bai
dg.4DFC/9749b495-06de-5b20-b7c2-37f3e1d747de	26bb35979ddb7dd3e45071820e6e3ee4	5762008.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-134_recal_reads.bai
dg.4DFC/fe4caad8-c57f-56f9-90a7-64cebf3e9636	994bd30841960bcdbecedc13be53fcf6	17920660710.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-134_recal_reads.bam
dg.4DFC/85c2a22f-a736-5420-9934-9d6c04be1e44	f66687807ecc99d3fdc4d20713589e33	5960416.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-149_recal_reads.bai
dg.4DFC/72ced660-b931-5bdf-a924-bcecc50af72e	325b61126710d602bb80740820ac2f5f	21115860192.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-149_recal_reads.bam
dg.4DFC/6ce5ee41-adba-5a7c-8d89-f26e6a0593df	4621ccbca275c08a1be7054ad0b6883d	6020360.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-153_recal_reads.bai
dg.4DFC/424aff90-9c11-5f05-aba7-e7dd093e7913	359387fd0f8e69e05425144c20006e3b	18888897465.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-153_recal_reads.bam
dg.4DFC/fb332152-e9c0-5085-9c4c-cace00e792e9	b40cbf55a6c065b324d7abf8d5fb9e7f	6059000.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-25_recal_reads.bai
dg.4DFC/ac6458bb-2647-582b-8d75-2abebca817fb	b0c2116640a09f170e4803d1e754560e	21117246792.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-25_recal_reads.bam
dg.4DFC/5ce092f8-397b-5ccd-a739-4649e73c2ea1	c46e5ae7bcf45a23dfe4552e7f8d8f85	5437464.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-276_recal_reads.bai
dg.4DFC/54b281ab-66ca-547b-8573-dfe71c8306a7	3ccf1dd09c3404b9901cf5ab9eef4f85	15569546204.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-276_recal_reads.bam
dg.4DFC/68899730-d595-58f2-a5ef-11ef70a19370	1da04ee19b9bdb846fdaa3ee8df9660c	30685692116.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-29C_recal_reads.bam
dg.4DFC/7be9a039-9ae4-5487-8730-7e678f0ae732	152bb3c0556a9f17b51e1b14037ac99c	6156496.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-29C_recal_reads.bai
dg.4DFC/b67754a6-4bc5-5ff2-a3e3-6b5919679607	09674a9551efdf89ce434b7a7e58f8a2	13208507134.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-343_recal_reads.bam
dg.4DFC/bb206b2c-b52e-5e4b-97a4-bef0fd53ae3e	d3f512532dbe3e68c26f1e380dfdfae2	5348416.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-343_recal_reads.bai
dg.4DFC/f9caaf15-2455-5ce8-85a1-823287057196	d27eacea36509ed9eb1f33fe30260405	5338176.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-346_recal_reads.bai
dg.4DFC/fe3c30d5-6bf6-535d-adce-c9c05c2d365e	962cdf35ee62622a1e29780d1fa9d84f	21293743180.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-346_recal_reads.bam
dg.4DFC/f8ed8722-738d-51c5-b592-ad27e3590569	c7b65f1ff45a5f3e76a64de6f41f7f0a	21587839146.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-399_recal_reads.bam
dg.4DFC/a9a0508a-1520-5705-b06c-22ed52e072f9	defcc8609ad304b3f505cf3708bae6eb	5973984.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-399_recal_reads.bai
dg.4DFC/42aeeb79-b630-5560-b367-2eb6a805b0db	02671130119ade7875572178478525bd	5825480.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-424_recal_reads.bai
dg.4DFC/8d8e036f-1610-5eb5-b0a1-9b16154ef30c	62ce44a0c8ef206f198c318dcf3fa192	20271627478.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-424_recal_reads.bam
dg.4DFC/2c4f55cd-5ab6-532e-b596-15820ca72112	f483ef841a52fba3d0e57c07572721a8	17915204900.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-458_recal_reads.bam
dg.4DFC/7074c900-6e76-5868-9ef7-c26069a3e648	956a18cc985b7d99ccb5b27940bc4a2a	5961696.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-458_recal_reads.bai
dg.4DFC/06361128-340d-5a7f-a8da-a268c23c50b6	b3f53c00f31964b7e27ddcbf17e3d82b	5292656.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-554_recal_reads.bai
dg.4DFC/09e6cb2e-c283-54fe-b6e4-e082d41d19b9	3741101f7140362a63f03e77a5b90fc7	19747807004.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-554_recal_reads.bam
dg.4DFC/1f6b788d-e8f1-5053-a114-9b9728760fdd	04b77d51b6ab66d33fbf371507c013a5	22265808408.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-74_recal_reads.bam
dg.4DFC/2797998e-7797-5cb5-8746-e6255413fafe	d111d764b6fb7100edd877125bd477c7	5968080.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-74_recal_reads.bai
dg.4DFC/45e66bf2-89fe-5e74-a1ae-54cdc80da582	9e1bce00557597d01253d64b9c87b520	6041536.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-843_recal_reads.bai
dg.4DFC/a35011d2-e91a-5676-84df-f181ce4bd322	a92bee10dcf86eb28f77e767362dc447	24700659630.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-843_recal_reads.bam
dg.4DFC/46f7c10e-4f88-5c1a-ac4e-235137b2b117	caae4dacccfd0fcfa53d591a2714d909	5784176.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-856_recal_reads.bai
dg.4DFC/20a9a13a-d9cd-552c-b3e4-8740e710df35	8c8ebb9bd3ba28aefbc9c7f003bfc45e	21939372614.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-856_recal_reads.bam
dg.4DFC/2209e63a-09c2-57a3-a04a-54105fc2748a	9a9fe734c16bd5150bf94bf376bf902a	5774176.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-907_recal_reads.bai
dg.4DFC/2377652a-5af1-5dac-97e6-948e823950f4	af58e1ff7c5fd83ccb4bcabee4f8e688	21090163117.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-907_recal_reads.bam
dg.4DFC/7fc39b8c-3b9e-5e12-af2a-1313cdeb38d0	7dbe15981a498a01b2ff310b1f50f059	5788136.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-992_recal_reads.bai
dg.4DFC/08abc37e-deda-548c-8a7d-237ca533fb1f	1dcd898f119b9064dd89334b0704d42e	20404127149.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-992_recal_reads.bam
dg.4DFC/7c6d79be-2efa-5f4e-aaca-798cc009c9b0	7e4b1ca20cb163977011a412a1312067	5564856.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-999_recal_reads.bai
dg.4DFC/cda4c5d0-b3ab-5170-81c0-119fe81b76ed	75ba8f7ac7c7158115c787b186ff342d	20078192693.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/N-999_recal_reads.bam
dg.4DFC/75ffa016-3412-5bba-b191-21d97126b46f	610e7e347370dc7c051f5169dafab02b	5979912.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/T-1023_recal_reads.bai
dg.4DFC/2199dc8d-d9ad-54c5-b057-7190cee8501c	114f218043286bcff61168ca66a3dadd	21937798191.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/T-1023_recal_reads.bam
dg.4DFC/9d50ac98-f0d1-5994-b5bc-6e4b6cd3cec7	6304e3760056a055e6035071e73a4e1a	5970128.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/T-1087_recal_reads.bai
dg.4DFC/33e70c6a-df52-5975-b5e4-7304bd9938fc	7a8c050ad9d80a1a38dbc9657180a06b	26688007388.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/T-1087_recal_reads.bam
dg.4DFC/7ce39669-3728-513b-a25d-b92c2548f1b4	17b65ef46f27d8468ef0fb6a9452f73b	5995200.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/T-1096_recal_reads.bai
dg.4DFC/140ff4b2-fa1b-5275-b2a1-f42de82d990e	cca3a824971b1b05f6f1ab37043e046f	22627441208.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/T-1096_recal_reads.bam
dg.4DFC/708e6534-502a-57d8-b028-7a2e89da31ea	5e1a345caebf7ba032109cb05f75f2ab	5747296.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/T-1166_recal_reads.bai
dg.4DFC/16835fe0-4966-5b1c-b6ee-e7d43f7ee998	3d880795b8e7fc4b64feca728c65bc21	23767776519.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/T-1166_recal_reads.bam
dg.4DFC/749b77c0-1bcf-57d2-aaee-5572b747dbf4	018aa70faccaa45f617caf45b73c485c	5873896.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/T-1192_recal_reads.bai
dg.4DFC/e27ce3e2-15a2-5b7c-92ae-c2457f1c432d	648af15156cb369a43ef79629c9db28e	23494893472.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/T-1192_recal_reads.bam
dg.4DFC/8016b76b-e9d3-5ea7-bc79-abe454c3c5e0	3717aba89819d314a466ca08d999899c	5974496.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/T-1246_recal_reads.bai
dg.4DFC/ca534e5b-87c3-55ae-99d5-20f16b6f7cf2	41f7a0cbc34ad2c0b6f4a753ef3c0c9e	24830365866.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/T-1246_recal_reads.bam
dg.4DFC/fc3983dc-0e5c-522c-805b-f71a5ce46e9a	52b20517ee3e899e077d8075a601d81f	5962808.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/T-1247_recal_reads.bai
dg.4DFC/53db512c-b584-51b8-8f91-1164cb2d3885	e94ff3e2d404dab8fd6c4d067df62ce0	22515116183.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/T-1247_recal_reads.bam
dg.4DFC/48230595-c3aa-59e6-b0c4-c38ed4447b20	2c6e0f57c1467d66a36fd1315833324e	6298928.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/T-1272_recal_reads.bai
dg.4DFC/b16172e5-a270-5c53-9ceb-69201e04603c	b3d7f988682e37c112f5222b0ee4bd1c	28050898721.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/T-1272_recal_reads.bam
dg.4DFC/7f4ee7ad-9be7-5665-9b3f-7f4150cb40aa	78ba86703a3c687f1df07669973ef4d8	6022384.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/T-134_recal_reads.bai
dg.4DFC/80ab6672-a899-51ca-92fb-9a350c0e8758	6335838c4de0fc7cf7da8612bfdfbb72	29361626957.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/T-134_recal_reads.bam
dg.4DFC/83f10996-e7ee-50fd-a34c-b480dcd6deb9	0559d87669a5fe64e2b89f9fe9fedd30	5386128.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/T-149_recal_reads.bai
dg.4DFC/2d4b1524-52bc-5072-9c77-186380fce2d3	ff54ed16bc860cc3c44356aef2624873	15223429850.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/T-149_recal_reads.bam
dg.4DFC/922b2cf8-7d52-5a2f-b2e0-0b70f5101f98	068e6104d42e150c31d9704565a0f2b4	5220512.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/T-153_recal_reads.bai
dg.4DFC/07c4903f-59c0-593b-bec5-6555d70f7aa7	3da152e24dcb654b688ac57712e20de5	14180234627.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/T-153_recal_reads.bam
dg.4DFC/7a39356c-ffeb-5722-b840-9020e8df243b	0ef32b61b09aed1aa1fe75e610fdb033	5742376.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/T-25_recal_reads.bai
dg.4DFC/3b619909-928b-5fdd-9cc3-07977906297d	1a2cd40880aefccc5c345d5f721be429	23180000171.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/T-25_recal_reads.bam
dg.4DFC/4354bf67-2379-5c66-b6eb-bd149f6630d8	73d72d68e9b47427abdf5f48dcc140b9	5749400.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/T-276_recal_reads.bai
dg.4DFC/aec30298-f109-5ffa-acb6-227d52f319fb	31fff167d03d1c055e324fad26f09a92	18668940690.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/T-276_recal_reads.bam
dg.4DFC/66b539fb-899a-5ddb-9506-bedeb2c9951b	3f097bf9deb57cf80f5dd4ad23275891	6119736.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/T-29C_recal_reads.bai
dg.4DFC/4801e113-8223-5983-b806-3afc538a2983	f0c2b1b097c7c12fdd4587f61afeb37d	24393419051.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/T-29C_recal_reads.bam
dg.4DFC/6fa59064-aa81-5af0-b52d-b8ba4c8468c9	9a5a78aff013ab0eb0a937e46b447f81	5797808.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/T-343_recal_reads.bai
dg.4DFC/858adbc2-5516-5a7d-aa2f-7a266a774171	83a5ceb72dd8b4a882e4273b246b5ea6	23000063655.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/T-343_recal_reads.bam
dg.4DFC/0cf3d4b5-2dfc-5b4a-81cb-e0a185af1e2c	9111e6d28829b36c29734a0bf4754173	5960520.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/T-346_recal_reads.bai
dg.4DFC/bfa093f2-52d1-55eb-937e-34abe9c618c1	4eba69c90647bd9156b9d7feb93c2491	21502378285.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/T-346_recal_reads.bam
dg.4DFC/74b22312-3c69-5db3-bd05-12bdeadeba7b	258a1f2d516a28e69d1c162bba4935b3	5416768.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/OSA02/T-399_recal_reads.bai
