type	consent_group_id	consent_group_name	consent_group_number	consent_group_suffix	id	study.id
consent_group	phs001437_GRU	GRU	1	c1	0641fcb1-b399-516b-a408-31449faf5bc9	20a0909b-7fc9-5e23-88b4-9b59fdea5254
