type	study.clinical_study_designation	publication_title	authorship	year_of_publication	journal_citation	digital_object_id	pubmed_id
publication	UBC03	Identification of a naturally-occurring canine model for early detection and intervention research in high grade urothelial carcinoma	Deepika Dhawan, et al.	2022	Frontiers in Oncology Nov 11;12:1011969	10.3389/fonc.2022.1011969	36439482
