type	study_admin_id	organism_species	adult_or_childhood_study	file_types_and_format	number_of_participants	number_of_samples	id	study.id
study_admin	study_admin_1	Human	Pediatric				12269447-6f76-5767-b0a8-b25f8745a662	415102c7-a9e2-5f2d-8656-ab98b2a1af96
