type	consent_group_id	consent_group_name	consent_group_number	consent_group_suffix	id	study.id
consent_group	phs002276_GRU	GRU	1	c1	14ba6685-4c74-56a5-b93b-e665f1048884	415102c7-a9e2-5f2d-8656-ab98b2a1af96
