type	study_link_id	citation_or_DOI	de_identification_method_type	de_identification_method_type_concept_code	file.file_id	image_modality	image_modality_concept_code	imaging_equipment_manufacturer	license	organ_or_tissue	organ_or_tissue_concept_code	species
image	dg.4DFC/0001dbb9-05ee-5468-a91d-558d3ad643a8	https://doi.org/10.7937/TCIA.T905-ZQ20	Semiautomatic	C172484	dg.4DFC/0001dbb9-05ee-5468-a91d-558d3ad643a8	RTSTRUCT	C190605	MIM Software Inc.		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/001c7e7c-9fad-532c-a63b-f7d53894ebb3	https://doi.org/10.7937/TCIA.T905-ZQ20	Semiautomatic	C172484	dg.4DFC/001c7e7c-9fad-532c-a63b-f7d53894ebb3	RTSTRUCT	C190605	MIM Software Inc.		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/002b5dbb-7cc8-523a-b83a-ff1fc2302258	https://doi.org/10.7937/TCIA.T905-ZQ20	Semiautomatic	C172484	dg.4DFC/002b5dbb-7cc8-523a-b83a-ff1fc2302258	RTSTRUCT	C190605	MIM Software Inc.		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/004947b5-a994-5638-86aa-b6c0a2066122	https://doi.org/10.7937/TCIA.T905-ZQ20	Semiautomatic	C172484	dg.4DFC/004947b5-a994-5638-86aa-b6c0a2066122	MR	C16809	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/0060972b-45d0-5813-9444-ea5da6dd0833	https://doi.org/10.7937/TCIA.T905-ZQ20	Semiautomatic	C172484	dg.4DFC/0060972b-45d0-5813-9444-ea5da6dd0833	REG	C80145	MIM Software Inc.		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00799c3e-be3f-598c-a6e1-5972dcd504ea	https://doi.org/10.7937/TCIA.T905-ZQ20	Semiautomatic	C172484	dg.4DFC/00799c3e-be3f-598c-a6e1-5972dcd504ea	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/0093dedd-df2b-5ccc-8d62-3cbd2d2557b7	https://doi.org/10.7937/TCIA.T905-ZQ20	Semiautomatic	C172484	dg.4DFC/0093dedd-df2b-5ccc-8d62-3cbd2d2557b7	MR	C16809	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00b2d410-250a-56a9-8f0c-5dd64a3ebe7c	https://doi.org/10.7937/TCIA.T905-ZQ20	Semiautomatic	C172484	dg.4DFC/00b2d410-250a-56a9-8f0c-5dd64a3ebe7c	MR	C16809	Philips Medical Systems		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/010077ca-e979-58dc-96ab-1d043d0c2532	https://doi.org/10.7937/TCIA.T905-ZQ20	Semiautomatic	C172484	dg.4DFC/010077ca-e979-58dc-96ab-1d043d0c2532	REG	C80145	MIM Software Inc.		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/012ca661-4567-56e9-abcd-c45242648d79	https://doi.org/10.7937/TCIA.T905-ZQ20	Semiautomatic	C172484	dg.4DFC/012ca661-4567-56e9-abcd-c45242648d79	REG	C80145	MIM Software Inc.		Head, face or neck, NOS		Homo sapiens
