id	sample.id	dcf_indexd_guid	file_description	file_mapping_level	file_name	file_size	file_type	file_url_in_cds	md5sum	methylation_array_file_id	methylation_platform	reporter_label	type	study
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
