type	digital_object_id	authorship	journal_citation	publication_title	pubmed_id	study.clinical_study_designation	year_of_publication
publication	10.1016/j.ymthe.2025.02.023	Nicola J Mason et al	Mol Ther. 2025 Apr 2;33(4):1674-1686	Immunological responses and clinical outcomes in dogs with osteosarcoma receiving standard therapy and a Listeria vaccine expressing HER2	39955616	COTC026	2025
