type	clinical_study_designation	accession_id	clinical_study_description	clinical_study_id	clinical_study_name	clinical_study_type	clinical_study_type_concept_code	crdc_id	date_of_iacuc_approval	dates_of_conduct	program.program_acronym	study_disposition
study	COTC026	000020	COTC026 - A prospective clinical trial conducted in dogs with osteosarcoma through the Comparative Oncology Trials Consortium (COTC)	COTC026	Evaluation of a Recombinant, Attenuated Listeria monocytogenes Expressing a Chimeric Human HER2/neu Protein in Dogs with Osteosarcoma in the Adjuvant Setting	Treatment Study	C49656	d7016ecf-3f28-41e2-bc5d-ca32a48c0f4c		November 2017 to November 2021	COP	Unrestricted
