type	study_id	crdc_id	file_types_and_format	phs_accession	program.program_acronym	short_description	study_acronym	study_data_types	study_data_types_concept_code	study_description	study_external_url	study_name	study_version
study	phs004225_CPTAC-HNSCC	62eebe72-bb7a-406d-a015-f625fb3f1775	DICOM	phs004225	TCIA-RADIOLOGY	This is a subset of radiology imaging data containing faces from the CPTAC-HNSCC collection in The Cancer Imaging Archive.	CPTAC-HNSCC	Imaging	C17369	This is a subset of radiology imaging data containing faces from the CPTAC-HNSCC collection in The Cancer Imaging Archive.	https://doi.org/10.7937/K9/TCIA.2018.UW45NH81	The Clinical Proteomic Tumor Analysis Consortium Head and Neck Squamous Cell Carcinoma Collection	phs004225.v1.p1
