type	study_link_id	citation_or_DOI	de_identification_method_type	de_identification_method_type_concept_code	file.file_id	image_modality	image_modality_concept_code	imaging_equipment_manufacturer	license	organ_or_tissue	organ_or_tissue_concept_code	species
image	dg.4DFC/00033e10-758e-5431-ac9f-76c9910c2bbe	https://doi.org/10.7937/K9/TCIA.2018.UW45NH81	Semiautomatic	C172484	dg.4DFC/00033e10-758e-5431-ac9f-76c9910c2bbe	CT	C17204	TOSHIBA		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/001de369-534f-52f5-a07f-ceb7250e6dc3	https://doi.org/10.7937/K9/TCIA.2018.UW45NH81	Semiautomatic	C172484	dg.4DFC/001de369-534f-52f5-a07f-ceb7250e6dc3	PT	C17007	Unknown		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00251dab-91f6-54b6-adca-d3f3b520cfe3	https://doi.org/10.7937/K9/TCIA.2018.UW45NH81	Semiautomatic	C172484	dg.4DFC/00251dab-91f6-54b6-adca-d3f3b520cfe3	CT	C17204	TOSHIBA		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00421ef3-e099-56ad-8e43-3496be5fd32e	https://doi.org/10.7937/K9/TCIA.2018.UW45NH81	Semiautomatic	C172484	dg.4DFC/00421ef3-e099-56ad-8e43-3496be5fd32e	CT	C17204	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/006e0fe5-be16-55d6-a04e-bc92f6e9db24	https://doi.org/10.7937/K9/TCIA.2018.UW45NH81	Semiautomatic	C172484	dg.4DFC/006e0fe5-be16-55d6-a04e-bc92f6e9db24	CT	C17204	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/0088f1df-e89f-55b8-ba10-7351b1001a01	https://doi.org/10.7937/K9/TCIA.2018.UW45NH81	Semiautomatic	C172484	dg.4DFC/0088f1df-e89f-55b8-ba10-7351b1001a01	CT	C17204	Emotion 16		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00902440-6387-50f3-af08-9f3598764e34	https://doi.org/10.7937/K9/TCIA.2018.UW45NH81	Semiautomatic	C172484	dg.4DFC/00902440-6387-50f3-af08-9f3598764e34	CT	C17204	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/0091ed1f-c9da-505d-b919-f6775cc5c9b8	https://doi.org/10.7937/k9/tcia.2018.uw45nh81	Semiautomatic	C172484	dg.4DFC/0091ed1f-c9da-505d-b919-f6775cc5c9b8	CT	C17204	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/009d719d-10f8-5632-8c31-4e0ea1fb9dc9	https://doi.org/10.7937/k9/tcia.2018.uw45nh81	Semiautomatic	C172484	dg.4DFC/009d719d-10f8-5632-8c31-4e0ea1fb9dc9	CT	C17204	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/009fac3a-d937-54b3-9c9a-4d000b5b74e6	https://doi.org/10.7937/K9/TCIA.2018.UW45NH81	Semiautomatic	C172484	dg.4DFC/009fac3a-d937-54b3-9c9a-4d000b5b74e6	PT	C17007	Unknown		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00acadb2-e754-5ac1-8e2b-771033432b0a	https://doi.org/10.7937/K9/TCIA.2018.UW45NH81	Semiautomatic	C172484	dg.4DFC/00acadb2-e754-5ac1-8e2b-771033432b0a	PT	C17007	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00c17166-ab1e-570c-af2d-dc9756d6017d	https://doi.org/10.7937/K9/TCIA.2018.UW45NH81	Semiautomatic	C172484	dg.4DFC/00c17166-ab1e-570c-af2d-dc9756d6017d	CT	C17204	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00cd342f-dd68-58d7-8169-cb064e308e72	https://doi.org/10.7937/K9/TCIA.2018.UW45NH81	Semiautomatic	C172484	dg.4DFC/00cd342f-dd68-58d7-8169-cb064e308e72	PT	C17007	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00d9a39d-cbaa-58ca-b6b4-b8deb92e3afb	https://doi.org/10.7937/k9/tcia.2018.uw45nh81	Semiautomatic	C172484	dg.4DFC/00d9a39d-cbaa-58ca-b6b4-b8deb92e3afb	CT	C17204	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00eed378-114c-524f-af62-79bac92f0fba	https://doi.org/10.7937/K9/TCIA.2018.UW45NH81	Semiautomatic	C172484	dg.4DFC/00eed378-114c-524f-af62-79bac92f0fba	CT	C17204	SOMATOM Definition AS+		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/012692b7-e283-5b26-874b-5b4e9d4726d4	https://doi.org/10.7937/K9/TCIA.2018.UW45NH81	Semiautomatic	C172484	dg.4DFC/012692b7-e283-5b26-874b-5b4e9d4726d4	CT	C17204	SOMATOM Definition Edge		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/013fb33d-6767-5d21-b59e-452822d38587	https://doi.org/10.7937/k9/tcia.2018.uw45nh81	Semiautomatic	C172484	dg.4DFC/013fb33d-6767-5d21-b59e-452822d38587	CT	C17204	SIEMENS		Head, face or neck, NOS		Homo sapiens
