type	study_link_id	citation_or_DOI	de_identification_method_type	de_identification_method_type_concept_code	file.file_id	image_modality	image_modality_concept_code	imaging_equipment_manufacturer	license	organ_or_tissue	organ_or_tissue_concept_code	species
image	dg.4DFC/004f9c61-8754-5adc-bb3d-bcbb891cff74	https://doi.org/10.7937/xb6d-py67	Semiautomatic	C172484	dg.4DFC/004f9c61-8754-5adc-bb3d-bcbb891cff74	MR	C16809	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00fb98a6-f5aa-5629-8d00-5fe28a4ea103	https://doi.org/10.7937/xb6d-py67	Semiautomatic	C172484	dg.4DFC/00fb98a6-f5aa-5629-8d00-5fe28a4ea103	MR	C16809	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/021ef984-a3ba-5a83-9b23-9a84a05443aa	https://doi.org/10.7937/xb6d-py67	Semiautomatic	C172484	dg.4DFC/021ef984-a3ba-5a83-9b23-9a84a05443aa	RTSTRUCT	C190605	MIM Software Inc.		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/02e25fa9-07f2-5192-8c94-5ea50775a29d	https://doi.org/10.7937/xb6d-py67	Semiautomatic	C172484	dg.4DFC/02e25fa9-07f2-5192-8c94-5ea50775a29d	RTSTRUCT	C190605	MIM Software Inc.		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/04f338da-1554-5f83-a018-bf3dbf35ab7e	https://doi.org/10.7937/xb6d-py67	Semiautomatic	C172484	dg.4DFC/04f338da-1554-5f83-a018-bf3dbf35ab7e	MR	C16809	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/052f4e57-1ed1-50d8-8e89-801a631d06e0	https://doi.org/10.7937/xb6d-py67	Semiautomatic	C172484	dg.4DFC/052f4e57-1ed1-50d8-8e89-801a631d06e0	RTSTRUCT	C190605	MIM Software Inc.		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/058000c2-d211-52bd-93af-d0e48ae1619c	https://doi.org/10.7937/xb6d-py67	Semiautomatic	C172484	dg.4DFC/058000c2-d211-52bd-93af-d0e48ae1619c	MR	C16809	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/063189d5-4a77-5ac9-a4f6-09730440e1c3	https://doi.org/10.7937/xb6d-py67	Semiautomatic	C172484	dg.4DFC/063189d5-4a77-5ac9-a4f6-09730440e1c3	MR	C16809	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/0689fed6-9999-5483-bc4f-1a16af562088	https://doi.org/10.7937/xb6d-py67	Semiautomatic	C172484	dg.4DFC/0689fed6-9999-5483-bc4f-1a16af562088	RTDOSE	C190594	Elekta		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/06a8f61b-ec31-5cb2-b226-e07e0a4e69b1	https://doi.org/10.7937/xb6d-py67	Semiautomatic	C172484	dg.4DFC/06a8f61b-ec31-5cb2-b226-e07e0a4e69b1	RTSTRUCT	C190605	MIM Software Inc.		Head, face or neck, NOS		Homo sapiens
