type	program_acronym	crdc_id	institution	program_external_url	program_full_description	program_name	program_short_description	program_short_name
program	TCIA-RADIOLOGY	056387c4-8695-47dc-b971-7b78088ef12f	National Cancer Institute	https://www.cancerimagingarchive.net/	Radiology collections from The Cancer Imaging Archive	TCIA Radiology Collections	Radiology collections from The Cancer Imaging Archive	TCIA-RADIOLOGY
