type	study_link_id	citation_or_DOI	de_identification_method_type	de_identification_method_type_concept_code	file.file_id	image_modality	image_modality_concept_code	imaging_equipment_manufacturer	license	organ_or_tissue	organ_or_tissue_concept_code	species
image	dg.4DFC/0044e535-efef-5556-a171-22469ccfd47a	https://doi.org/10.7937/4545-c905	Semiautomatic	C172484	dg.4DFC/0044e535-efef-5556-a171-22469ccfd47a	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/0055d442-8bd4-5fe8-b527-981d61f87bd2	https://doi.org/10.7937/4545-c905	Semiautomatic	C172484	dg.4DFC/0055d442-8bd4-5fe8-b527-981d61f87bd2	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00ddd963-c1a2-5a7b-802b-2ed8e51887fb	https://doi.org/10.7937/4545-c905	Semiautomatic	C172484	dg.4DFC/00ddd963-c1a2-5a7b-802b-2ed8e51887fb	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/01a922da-8a4f-5515-845b-ca359d0bb6f3	https://doi.org/10.7937/4545-c905	Semiautomatic	C172484	dg.4DFC/01a922da-8a4f-5515-845b-ca359d0bb6f3	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/02ee2d8c-a435-569b-b2af-982f834b8d50	https://doi.org/10.7937/4545-c905	Semiautomatic	C172484	dg.4DFC/02ee2d8c-a435-569b-b2af-982f834b8d50	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/035dccf7-e401-5193-9884-7a138180e6ad	https://doi.org/10.7937/4545-c905	Semiautomatic	C172484	dg.4DFC/035dccf7-e401-5193-9884-7a138180e6ad	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/039c344a-ba83-5393-84cf-38f899f0c356	https://doi.org/10.7937/4545-c905	Semiautomatic	C172484	dg.4DFC/039c344a-ba83-5393-84cf-38f899f0c356	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/03ae1fc0-54db-5e4e-87a1-06e8859080e7	https://doi.org/10.7937/4545-c905	Semiautomatic	C172484	dg.4DFC/03ae1fc0-54db-5e4e-87a1-06e8859080e7	MR	C16809	Philips Medical Systems		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/03bfeef9-810c-540c-b5a8-f4f231ad675e	https://doi.org/10.7937/4545-c905	Semiautomatic	C172484	dg.4DFC/03bfeef9-810c-540c-b5a8-f4f231ad675e	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/03c972f1-119b-5922-86ba-3fbe13b59e69	https://doi.org/10.7937/4545-c905	Semiautomatic	C172484	dg.4DFC/03c972f1-119b-5922-86ba-3fbe13b59e69	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
