type	study_id	crdc_id	file_types_and_format	phs_accession	program.program_acronym	short_description	study_acronym	study_data_types	study_data_types_concept_code	study_description	study_external_url	study_name	study_version
study	phs004225_RHUH-GBM	ecac8782-8107-4446-af4e-96855feaeb2d	DICOM	phs004225	TCIA-RADIOLOGY	This is a subset of radiology imaging data containing faces from the RHUH-GBM collection in The Cancer Imaging Archive.	RHUH-GBM	Imaging	C17369	This is a subset of radiology imaging data containing faces from the RHUH-GBM collection in The Cancer Imaging Archive.	https://doi.org/10.7937/4545-c905	The Rio Hortega University Hospital Glioblastoma dataset: a comprehensive collection of preoperative, early postoperative and recurrence MRI scans	phs004225.v1.p1
