type	digital_object_id	authorship	journal_citation	publication_title	pubmed_id	study.clinical_study_designation	year_of_publication
publication	10.3389/fimmu.2025.1672790	Rebhun RB et al	Front Immunol. 2025 Oct 23;16:1672790	Phase 2 trial (NCI-COTC030) of adjuvant inhaled recombinant human IL-15 combined with amputation and adjuvant chemotherapy in dogs with appendicular osteosarcoma	41209004	COTC030	2025
