type	uuid	crdc_id	file_description	file_format	file_name	file_size	file_type	md5sum	sample.sample_id
file	00f90d2e-1cec-53eb-9576-4dd1686295b2	dg.4DFC/00f90d2e-1cec-53eb-9576-4dd1686295b2	Low Pass WGS: Primary Tumor	bam	COTC030_1004_T.bam	8920552179	Whole Genome Sequence File	5213d7999028324584245a797351bc06	COTC030-1004-T
file	08c5f087-15c8-5c9e-9ce2-d52b7f0ff76d	dg.4DFC/08c5f087-15c8-5c9e-9ce2-d52b7f0ff76d	Low Pass WGS: Primary Tumor	bai	COTC030_1007_T.bam.bai	2316576	Whole Genome Sequence File	b9b5d21c17b50732dd9a1f4ff965b439	COTC030-1007-T
file	108df202-63d9-5161-90f5-2f965cb17c3d	dg.4DFC/108df202-63d9-5161-90f5-2f965cb17c3d	Low Pass WGS: Primary Tumor	bam	COTC030_0203_T.bam	8059405511	Whole Genome Sequence File	9440d3785289698745269dd1a9bfccae	COTC030-0203-T
file	13eb84a7-79e1-543e-bfc7-8b1a96fab031	dg.4DFC/13eb84a7-79e1-543e-bfc7-8b1a96fab031	Low Pass WGS: Primary Tumor	bai	COTC030_1015_T.bam.bai	2601504	Whole Genome Sequence File	af3e482dbc28803a29a08b5ac074f19a	COTC030-1015-T
file	15b234fd-541b-5942-940d-65aca7a7abac	dg.4DFC/15b234fd-541b-5942-940d-65aca7a7abac	Low Pass WGS: Primary Tumor	bam	COTC030_0503_T.bam	6849668624	Whole Genome Sequence File	f75bedcf7790100b0c98eab619d62619	COTC030-0503-T
file	1681e070-9443-55ea-85da-5ab1d1089f09	dg.4DFC/1681e070-9443-55ea-85da-5ab1d1089f09	Low Pass WGS: Primary Tumor	bai	COTC030_1024_T.bam.bai	2176496	Whole Genome Sequence File	0fca13a4a03c624c2f54a1cb3640a5ed	COTC030-1024-T
file	1e1d6374-19c9-5f59-96ab-6d1d3c578428	dg.4DFC/1e1d6374-19c9-5f59-96ab-6d1d3c578428	Low Pass WGS: Primary Tumor	bam	COTC030_1003_T.bam	6742905312	Whole Genome Sequence File	a6dea0ccc97f7e2e2d8127ac26053688	COTC030-1003-T
file	2a7c2d1d-8c2f-5bbc-940a-09b8d5f521c6	dg.4DFC/2a7c2d1d-8c2f-5bbc-940a-09b8d5f521c6	Low Pass WGS: Primary Tumor	bai	COTC030_1014_T.bam.bai	2166040	Whole Genome Sequence File	2b94a6d4e7930ea801438fb82a1bf169	COTC030-1014-T
file	2b02b925-e4d3-576a-a8bc-f9086df4593c	dg.4DFC/2b02b925-e4d3-576a-a8bc-f9086df4593c	Low Pass WGS: Primary Tumor	bam	COTC030_1016_T.bam	8106931787	Whole Genome Sequence File	8d199e5077ecb15f51e5c3a2c0628341	COTC030-1016-T
file	3a8eda91-59df-5b44-8c98-0e2c8317c148	dg.4DFC/3a8eda91-59df-5b44-8c98-0e2c8317c148	Low Pass WGS: Primary Tumor	bam	COTC030_1022_T.bam	8363620356	Whole Genome Sequence File	7aa083bffb0c8942580990fca08e18e7	COTC030-1022-T
file	4c299ef8-830d-505d-865e-bd424ff96fed	dg.4DFC/4c299ef8-830d-505d-865e-bd424ff96fed	Low Pass WGS: Primary Tumor	bam	COTC030_1001_T.bam	7151711804	Whole Genome Sequence File	4387ea29c06e4c4a7d373f019541a164	COTC030-1001-T
