type	clinical_study_designation	accession_id	clinical_study_description	clinical_study_id	clinical_study_name	clinical_study_type	clinical_study_type_concept_code	crdc_id	date_of_iacuc_approval	dates_of_conduct	program.program_acronym	study_disposition
study	COTC030	000021	COTC030 - Evaluation of Inhaled recombinant-human IL-15 combined with Standard-of-Care in dogs with Osteosarcoma (COTC)	COTC030	Evaluation of Inhaled Recombinant Human IL-15 Combined with Standard-of-Care in Dogs with Osteosarcoma	Treatment Study	C49656	4ef8f698-45de-477f-bc76-89f3eb180937		May 2021 to September 2023	COP	Unrestricted
