type	uuid	crdc_id	file_description	file_format	file_name	file_size	file_type	md5sum	sample.sample_id
file	01f4f98d-ef3f-5bf9-bcf8-decff83a93f7	dg.4DFC/01f4f98d-ef3f-5bf9-bcf8-decff83a93f7	RNA-Seq: Primary Tumor	fastq	SRR34826159_1.fastq.gz	1714535629	RNA Sequence File	51fba8f10881710a52ea33ac57ed5e40	COTC030-1016-T
file	0203c236-d8b2-5e32-adaf-a5f50623d90f	dg.4DFC/0203c236-d8b2-5e32-adaf-a5f50623d90f	RNA-Seq: Primary Tumor	fastq	SRR34826142_2.fastq.gz	1939362225	RNA Sequence File	cbcc2aa0b1b50b404a82a069c1af8e01	COTC030-0703-T
file	02b2e999-d3ff-5b00-9a65-00dd3d492a06	dg.4DFC/02b2e999-d3ff-5b00-9a65-00dd3d492a06	RNA-Seq: Primary Tumor	fastq	SRR34826162_2.fastq.gz	2130756520	RNA Sequence File	f361e7c6bd4a4bb0890aae749528aad6	COTC030-1001-T
file	04ab1f2a-90ae-5a4b-bbcd-853010f1d6a0	dg.4DFC/04ab1f2a-90ae-5a4b-bbcd-853010f1d6a0	RNA-Seq: Primary Tumor	fastq	SRR34826145_2.fastq.gz	1920945665	RNA Sequence File	9d7f9f072219c28fb2d6df56ecb69c1e	COTC030-0504-T
file	0a0c8b00-5625-5625-b205-1cf1b56597da	dg.4DFC/0a0c8b00-5625-5625-b205-1cf1b56597da	RNA-Seq: Primary Tumor	fastq	SRR34826143_2.fastq.gz	1792977288	RNA Sequence File	203fd075f5abde0ccda48b8036966c6b	COTC030-0701-T
file	0abc46a9-2416-5894-a97a-2e0983de9a64	dg.4DFC/0abc46a9-2416-5894-a97a-2e0983de9a64	RNA-Seq: Primary Tumor	fastq	SRR34826155_2.fastq.gz	1925148696	RNA Sequence File	0d6ba161b0a26c775de9c614d8f33aee	COTC030-1012-T
file	121513f9-12d4-5982-9e3a-f23cc43c3c6f	dg.4DFC/121513f9-12d4-5982-9e3a-f23cc43c3c6f	RNA-Seq: Primary Tumor	fastq	SRR34826157_1.fastq.gz	2073355189	RNA Sequence File	e0a9ce06c911901e2c112d372c2a422d	COTC030-1014-T
file	13aaf65b-566e-5151-8897-aa0138d10239	dg.4DFC/13aaf65b-566e-5151-8897-aa0138d10239	RNA-Seq: Primary Tumor	fastq	SRR34826142_1.fastq.gz	1796207607	RNA Sequence File	f0938de77bb60f5af4974b920c6fc14f	COTC030-0703-T
file	1a9e2463-716f-5cc7-93dc-b22ea6f22d77	dg.4DFC/1a9e2463-716f-5cc7-93dc-b22ea6f22d77	RNA-Seq: Primary Tumor	fastq	SRR34826151_2.fastq.gz	1758330791	RNA Sequence File	bcb529ce238a7e403f143ca766bbd848	COTC030-1022-T
file	1f53a106-b136-5393-a699-a414ac61bcc0	dg.4DFC/1f53a106-b136-5393-a699-a414ac61bcc0	RNA-Seq: Primary Tumor	fastq	SRR34826153_2.fastq.gz	1597044267	RNA Sequence File	79f4f1a16dd86b1164dba233000d15e1	COTC030-1007-T
file	20f212b4-6123-5b9f-9f40-7977e332c8be	dg.4DFC/20f212b4-6123-5b9f-9f40-7977e332c8be	RNA-Seq: Primary Tumor	fastq	SRR34826160_1.fastq.gz	1749258485	RNA Sequence File	25bede62e507cc62ba837698f93eafb3	COTC030-1017-T
file	275b5035-817a-5e5d-b8a0-01ee4bef0a26	dg.4DFC/275b5035-817a-5e5d-b8a0-01ee4bef0a26	RNA-Seq: Primary Tumor	fastq	SRR34826159_2.fastq.gz	1690813994	RNA Sequence File	ce8e35fea9aa8aac25cbac058b65fba9	COTC030-1016-T
file	28bd6dbb-2bc5-5a46-a535-40c8fda66bff	dg.4DFC/28bd6dbb-2bc5-5a46-a535-40c8fda66bff	RNA-Seq: Primary Tumor	fastq	SRR34826150_1.fastq.gz	1457464658	RNA Sequence File	66c22ffd919124e8ac2c64db774200b8	COTC030-1028-T
file	2e3c79fc-62f9-5444-a823-62af8e058bc0	dg.4DFC/2e3c79fc-62f9-5444-a823-62af8e058bc0	RNA-Seq: Primary Tumor	fastq	SRR34826163_2.fastq.gz	1560521087	RNA Sequence File	986cf70290f2358a9be4b013a6e0636f	COTC030-1003-T
file	2e674bd8-811f-52cb-867b-7761bd996192	dg.4DFC/2e674bd8-811f-52cb-867b-7761bd996192	RNA-Seq: Primary Tumor	fastq	SRR34826157_2.fastq.gz	2169610688	RNA Sequence File	35e898a76f65e5460f9827cc96f09b79	COTC030-1014-T
file	2f4a9bb1-ca57-5357-a897-98c517a4da98	dg.4DFC/2f4a9bb1-ca57-5357-a897-98c517a4da98	RNA-Seq: Primary Tumor	fastq	SRR34826154_2.fastq.gz	1939283445	RNA Sequence File	fd0e1f48b79fe71cfc511d7f705a68e5	COTC030-1009-T
file	32f9e486-5563-5da7-b68c-cb9930a092cd	dg.4DFC/32f9e486-5563-5da7-b68c-cb9930a092cd	RNA-Seq: Primary Tumor	fastq	SRR34826150_2.fastq.gz	1545716827	RNA Sequence File	05662a213d8ee26624cc01af2fd8d8a6	COTC030-1028-T
file	3bbde77e-bf9f-5a57-ba00-b0a2d7905433	dg.4DFC/3bbde77e-bf9f-5a57-ba00-b0a2d7905433	RNA-Seq: Primary Tumor	fastq	SRR34826160_2.fastq.gz	1774721697	RNA Sequence File	444b93add0a7a424c7c53f8f12c3c594	COTC030-1017-T
file	3d2267f5-620c-577c-9c72-6b1056d61b42	dg.4DFC/3d2267f5-620c-577c-9c72-6b1056d61b42	RNA-Seq: Primary Tumor	fastq	SRR34826143_1.fastq.gz	1707305131	RNA Sequence File	03bca3dfa301df71fe9748acc8c92c1d	COTC030-0701-T
file	57f1382c-98c9-51b6-b39f-7a349b2930be	dg.4DFC/57f1382c-98c9-51b6-b39f-7a349b2930be	RNA-Seq: Primary Tumor	fastq	SRR34826161_2.fastq.gz	1794863174	RNA Sequence File	f5827f7dcdfea5b03d39fd4a98852167	COTC030-1018-T
file	66e628b8-93d4-593c-b714-e66559aa6e48	dg.4DFC/66e628b8-93d4-593c-b714-e66559aa6e48	RNA-Seq: Primary Tumor	fastq	SRR34826151_1.fastq.gz	1718058078	RNA Sequence File	fd4b8fa03aea36bdacc8d1759d70a4d3	COTC030-1022-T
file	6e516f68-0147-52aa-8462-f15d493137f7	dg.4DFC/6e516f68-0147-52aa-8462-f15d493137f7	RNA-Seq: Primary Tumor	fastq	SRR34826149_2.fastq.gz	1721334780	RNA Sequence File	ba2b8f1304917a50ecfc405b27946cc9	COTC030-1031-T
file	723c1101-3c35-5a26-9c59-5a94d769a818	dg.4DFC/723c1101-3c35-5a26-9c59-5a94d769a818	RNA-Seq: Primary Tumor	fastq	SRR34826146_2.fastq.gz	1756633602	RNA Sequence File	f61ea0a550a7961a1e2a7390b2ac2018	COTC030-0503-T
file	774ab7c0-e464-5fdc-8dc6-d3d5df2173f5	dg.4DFC/774ab7c0-e464-5fdc-8dc6-d3d5df2173f5	RNA-Seq: Primary Tumor	fastq	SRR34826144_1.fastq.gz	1822535723	RNA Sequence File	a1f42447b27bab9ed63ae29232787073	COTC030-0505-T
file	79ab5c19-fd21-5179-b49f-8d188071a4b9	dg.4DFC/79ab5c19-fd21-5179-b49f-8d188071a4b9	RNA-Seq: Primary Tumor	fastq	SRR34826144_2.fastq.gz	1878371070	RNA Sequence File	6d27cc01ef60686d5a6b9100a481271a	COTC030-0505-T
file	7d994a82-8931-58d0-824c-672b56be5583	dg.4DFC/7d994a82-8931-58d0-824c-672b56be5583	RNA-Seq: Primary Tumor	fastq	SRR34826141_2.fastq.gz	1447382646	RNA Sequence File	eb1f8fd367f602f1bcbc0af6f3cbffe0	COTC030-1024-T
file	7e70250e-2b87-5713-b0bb-bdf7bd4b7388	dg.4DFC/7e70250e-2b87-5713-b0bb-bdf7bd4b7388	RNA-Seq: Primary Tumor	fastq	SRR34826148_1.fastq.gz	1999349628	RNA Sequence File	137ea4b70b32edf7469bc8babf3d5e98	COTC030-0202-T
file	7e7423ae-e56a-50d9-b557-720ff7b5355c	dg.4DFC/7e7423ae-e56a-50d9-b557-720ff7b5355c	RNA-Seq: Primary Tumor	fastq	SRR34826152_1.fastq.gz	1615452107	RNA Sequence File	505a5403109b1fe5336fa70be7ca2a58	COTC030-1019-T
file	801c67a9-8896-58d1-87b0-30d292520dd7	dg.4DFC/801c67a9-8896-58d1-87b0-30d292520dd7	RNA-Seq: Primary Tumor	fastq	SRR34826156_1.fastq.gz	1885488256	RNA Sequence File	ad7925ea3841f1467d87b32ca3f0a038	COTC030-1013-T
file	80f70403-bd69-53cd-a3a1-b9d36dd88af4	dg.4DFC/80f70403-bd69-53cd-a3a1-b9d36dd88af4	RNA-Seq: Primary Tumor	fastq	SRR34826147_2.fastq.gz	1422572516	RNA Sequence File	2657a649fdc2956dfca933befa5fea18	COTC030-0203-T
file	81c10eed-4b56-5ac8-ac51-ee418bbf2e43	dg.4DFC/81c10eed-4b56-5ac8-ac51-ee418bbf2e43	RNA-Seq: Primary Tumor	fastq	SRR34826152_2.fastq.gz	1700889405	RNA Sequence File	b730f4cc507ff1025266df68d7812dad	COTC030-1019-T
file	86246f31-8a23-5078-acbb-6b0f122fa91b	dg.4DFC/86246f31-8a23-5078-acbb-6b0f122fa91b	RNA-Seq: Primary Tumor	fastq	SRR34826153_1.fastq.gz	1559694719	RNA Sequence File	c302e90b666db7559ebad519c38e34ac	COTC030-1007-T
file	86a46427-9567-5f1e-898d-e557dd7272c0	dg.4DFC/86a46427-9567-5f1e-898d-e557dd7272c0	RNA-Seq: Primary Tumor	fastq	SRR34826161_1.fastq.gz	1781113104	RNA Sequence File	7059eac001d2b34e45a4a3277805298c	COTC030-1018-T
file	8af19af7-a6e1-5b75-a628-93f4aefa53f0	dg.4DFC/8af19af7-a6e1-5b75-a628-93f4aefa53f0	RNA-Seq: Primary Tumor	fastq	SRR34826165_2.fastq.gz	1893147185	RNA Sequence File	8b2d69df71d7e027292cbcda2ce3a310	COTC030-1006-T
file	92225c86-b34e-5883-94d0-235498b69085	dg.4DFC/92225c86-b34e-5883-94d0-235498b69085	RNA-Seq: Primary Tumor	fastq	SRR34826149_1.fastq.gz	1730512882	RNA Sequence File	4382727a0b9aca189a38ce40066fd2c8	COTC030-1031-T
