GUID	md5	size	acl	url
dg.4DFC/9960150d-6604-5bc3-8066-8e9118d71599	9f35852508ea8db75d061dd7cee3cef7	1105294912.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/136_0105_tumor_S143_R1_001.fastq.gz
dg.4DFC/66031b8e-11c0-5d4e-9022-6c3a16b5c07c	41719c0210488aa5bb80691e4d70145e	1160328720.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/136_0105_tumor_S143_R2_001.fastq.gz
dg.4DFC/2005d212-fb5d-52a9-92b7-a4dbb43690ad	f820fad88f42b0de82e4b83730a3313b	869212282.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/1_0201_tumor_S2_R1_001.fastq.gz
dg.4DFC/52e75f41-4a04-5b0b-a24e-b2bf572c7bc9	9c69624396026b00b778c54f773d0cea	915358256.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/1_0201_tumor_S2_R2_001.fastq.gz
dg.4DFC/7f5e1c8b-41b3-5e8d-8acc-dd3442d9e14f	9988fe3f2a9da3d190047fbb4e45a636	729185963.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/2_0203_Tumor_S4_R1_001.fastq.gz
dg.4DFC/0007e2c4-6c0f-5e9b-b94f-b983acf68d4b	d5bb8c85670d43cf441a06c198a7f839	770211593.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/2_0203_Tumor_S4_R2_001.fastq.gz
dg.4DFC/fc7a28af-38b4-5e6f-ba83-56785022f8bb	bb47d4a1c1778439ba4091647dc5556c	686093144.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/3_0207_Tumor_S6_R1_001.fastq.gz
dg.4DFC/67e81f64-ff7a-5ca9-b6ad-53f3e6415a0e	5188aaa9390b881b4565ca00b36f9d0f	708001793.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/3_0207_Tumor_S6_R2_001.fastq.gz
dg.4DFC/fbfe21bb-b8b2-5f71-8b55-b27256526f73	2c2f155301bbe6f021f042aafb084714	2157168261.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/2_0209_Tumor_S2_R1_001.fastq.gz
dg.4DFC/fa96d0c5-1343-5526-bcee-5b62a7fa0505	2e2617eb8dc2a1e410ce2612bfbb8f1b	2300440039.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/2_0209_Tumor_S2_R2_001.fastq.gz
dg.4DFC/bd8b7ac6-9ef4-5052-aa42-f364d9d349b2	1ec40b8b8f2c1c00583e5edf24e45c21	1046596950.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/16_0211_tumor_S13_R1_001.fastq.gz
dg.4DFC/9a9774d2-37ad-5ebc-8431-5b6afcfd018a	435c5187aa61abcc20fab46984fed042	1116055584.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/16_0211_tumor_S13_R2_001.fastq.gz
dg.4DFC/97090667-1c50-5a8f-9424-1dd2fe940da8	5027ea29d0ff13594ad61ed9761aa576	1129599265.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/4_0215_Tumor_S1_R1_001.fastq.gz
dg.4DFC/21d07844-d569-5624-8e16-7cad6b9da0ef	69b8218dc1c058a49a009d49c9feead1	1206418439.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/4_0215_Tumor_S1_R2_001.fastq.gz
dg.4DFC/07b631a8-cc14-521a-9183-4f12cc2a2973	bc0244dee47e14b8b9cbdd67bab7eefd	857322836.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/17_0226_tumor_S20_R1_001.fastq.gz
dg.4DFC/16339c36-dbff-5fd0-979d-9deae650b1d2	85cea673b160e54226528343f7c22387	898680569.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/17_0226_tumor_S20_R2_001.fastq.gz
dg.4DFC/e66e8e8e-44fe-5701-8a35-6ae8fface27d	44647779b3b5ff5650436ee8afec02b4	898478113.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/18_0301_tumor_S22_R1_001.fastq.gz
dg.4DFC/d85d63ab-9f87-5180-9f4d-042aa855cd8a	451e2e128c1256bda3f1ddcb698070ab	955620028.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/18_0301_tumor_S22_R2_001.fastq.gz
dg.4DFC/f62781aa-6e39-53c6-b370-4e1f78ed0274	4c052be4fe9fd16999414bdf326f6f00	891805730.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/19_0303_tumor_S24_R1_001.fastq.gz
dg.4DFC/3d629420-016f-5de5-be26-ebaf1f758e92	1a0cfe77f1107954888a9382af4ecb09	938708901.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/19_0303_tumor_S24_R2_001.fastq.gz
dg.4DFC/b694fd58-006e-5a74-b827-f7fe3311e947	927ffd657ef024ef4599014a5f2a3b8f	1804356468.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/6_0305_Tumor_S6_R1_001.fastq.gz
dg.4DFC/b60804ef-863c-55c9-a431-18876b178e52	bd0a544138dd02f2d020a85933fc9d79	1930173717.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/6_0305_Tumor_S6_R2_001.fastq.gz
dg.4DFC/840e1d84-342e-5d07-933f-f579e4a169ae	bb03ece9566062b5da6ef9835626f507	1065569114.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/20_0307_tumor_S26_R1_001.fastq.gz
dg.4DFC/919a5774-eb1f-50cf-8690-0a9991ae06be	70f86496a002ce987534772ce6b14818	1124323297.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/20_0307_tumor_S26_R2_001.fastq.gz
dg.4DFC/1629886b-a7cc-5911-8ec3-a5084809e7c8	431027c8cca5a69460752cbfc467a52f	1949544881.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/7_0309_Tumor_S7_R1_001.fastq.gz
dg.4DFC/01354e7e-c522-5347-9c6f-1b0539b1ecf2	798711d7095ce30cd0ee4d0ac5e31e16	2098845341.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/7_0309_Tumor_S7_R2_001.fastq.gz
dg.4DFC/1e981d0b-01ea-5172-bb80-3fc4aba80af4	9cb080b4c61957e5cfe34b5026356df8	911508120.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/21_0311_tumor_S28_R1_001.fastq.gz
dg.4DFC/d30525b5-0aab-5764-8a95-e310e36e0d12	2e4529f9624f3f3eb1289fe4e33f8af9	954747022.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/21_0311_tumor_S28_R2_001.fastq.gz
dg.4DFC/278bd456-6426-5706-be2c-d17ace0b8707	1c6ea142b25c0771ae0f749810a0a91c	1112417483.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/138_0314_tumor_S82_R1_001.fastq.gz
dg.4DFC/f12c8047-0268-541e-a7ea-662390f0f642	d865b6172789f9975503861885d22d51	1173782097.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/138_0314_tumor_S82_R2_001.fastq.gz
dg.4DFC/c23755ff-e786-5ce8-8b54-ee9a36c07fa3	6470ecd199a5d012b26cabaab9b125cd	1308499075.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/22_0317_tumor_S30_R1_001.fastq.gz
dg.4DFC/68b53746-c8dc-58dc-bb21-ab17be38f826	30c3d83dd7359aa7ff5b36af22498861	1383939827.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/22_0317_tumor_S30_R2_001.fastq.gz
dg.4DFC/452e44b6-257a-5682-b1de-be297cd5e3b8	8ef6acfe247a0fac00af61f162f82a74	784721649.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/23_0329_tumor_S15_R1_001.fastq.gz
dg.4DFC/8a2dc1c1-c844-55da-9d4a-9583ba27ae7f	76f371f0d5fa2dd248e58d6354f2e871	839047651.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/23_0329_tumor_S15_R2_001.fastq.gz
dg.4DFC/42b8bb8e-4cb6-50c8-8302-3b4c38f32aaa	2e37b489143c6a7434f3b0d29eefa251	1942202420.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/8_0335_Tumor_S8_R1_001.fastq.gz
dg.4DFC/714f89c2-653c-5e09-939d-5b6cd568caeb	5b5c9532cb53721103bed6c08f5acb0d	2070940210.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/8_0335_Tumor_S8_R2_001.fastq.gz
dg.4DFC/6cfb445c-af0f-575d-80d7-8278635b0944	b3f6995509fafb8ecb1abd22cb15aceb	738751216.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/24_0405_tumor_S32_R1_001.fastq.gz
dg.4DFC/100e9964-5f1e-556b-830f-ad7b7494c7f8	5a3f3ac43b01a82e09e523aa5d3a8902	814236871.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/24_0405_tumor_S32_R2_001.fastq.gz
dg.4DFC/0d94af28-dc61-50b7-8e55-bcaf83694c7e	f76e1263d58df32e3db550049ebed0da	1180384156.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/25_0505_tumor_S34_R1_001.fastq.gz
dg.4DFC/b9ff0c0b-23cc-5acb-b76c-c653f31382fd	c6fd2e151e4f443a593c4fe1b359aba2	1250232186.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/25_0505_tumor_S34_R2_001.fastq.gz
dg.4DFC/9c243e0a-05de-5a9f-8618-5f7ddb02a056	67cc2433e13631cdfa5233cd1cd23c95	2944908204.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/26_0509_tumor_S36_R1_001.fastq.gz
dg.4DFC/bd03a39a-77dc-5bb4-88eb-5e9b2bdcfff2	68356c7630320c8ceee960b0b0524a69	3098751882.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/26_0509_tumor_S36_R2_001.fastq.gz
dg.4DFC/adc2a181-080c-55fe-b168-62f5949d174c	1cfe246010d9dc875f8691b9ce9032a7	1048765707.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/27_0511_tumor_S38_R1_001.fastq.gz
dg.4DFC/6cb30e2f-285a-5820-988f-cab523d28b96	911353204c43bf25583f96bdc1edadd6	1125996840.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/27_0511_tumor_S38_R2_001.fastq.gz
dg.4DFC/3e8c07f3-42cf-5ec4-a089-5886de9da3cd	3dc6a96e887c7ade7b5cbfed2b37a1ed	1010324198.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/28_0513_tumor_S40_R1_001.fastq.gz
dg.4DFC/14f40c7b-6702-5d51-bf80-68613c8000bf	a47927db1842ece0821484c1b33c5dbe	1070070327.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/28_0513_tumor_S40_R2_001.fastq.gz
dg.4DFC/c4ffd9fb-2af9-5b99-ae18-d503c8f378de	7effbcb71b25035cef7d03c621882d23	1162340641.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/29_0515_tumor_S42_R1_001.fastq.gz
dg.4DFC/328374fb-b19c-513f-8aeb-35d0e8254d01	c733ab541cdcdbbdfdc38925b11c7a99	1224996689.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/29_0515_tumor_S42_R2_001.fastq.gz
dg.4DFC/adcc7d1a-3bfd-5060-bf6d-6152b73d5c9d	d7c8d3e568dbc2a4c3adbaa713fee59f	1231311813.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/30_0517_tumor_S17_R1_001.fastq.gz
dg.4DFC/988bf16c-e7f5-5104-adb8-26fbd75798b6	7568ff8add182c7f9012f4f35915c848	1316335737.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/30_0517_tumor_S17_R2_001.fastq.gz
dg.4DFC/7b27e8c1-7886-599d-a808-0ea305f8bc66	159d1da4b59826f8e05468e469f36d10	860809394.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/31_0519_tumor_S19_R1_001.fastq.gz
dg.4DFC/946afdaa-1094-5fc8-9759-36a7cd39d5fe	2dcd8caf4f58945cbe68879d31e902b0	913148919.0	['Open']	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/31_0519_tumor_S19_R2_001.fastq.gz
