type	file_name	uuid	file_size	md5sum	file_status	file_location	file_format	acl	sample.sample_id	file_type	file_description
file	136_0105_tumor_S143_R1_001.fastq.gz	9960150d-6604-5bc3-8066-8e9118d71599	1105294912	9f35852508ea8db75d061dd7cee3cef7	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/136_0105_tumor_S143_R1_001.fastq.gz	gz	['Open']	COTC021-0105-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	136_0105_tumor_S143_R2_001.fastq.gz	66031b8e-11c0-5d4e-9022-6c3a16b5c07c	1160328720	41719c0210488aa5bb80691e4d70145e	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/136_0105_tumor_S143_R2_001.fastq.gz	gz	['Open']	COTC021-0105-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	1_0201_tumor_S2_R1_001.fastq.gz	2005d212-fb5d-52a9-92b7-a4dbb43690ad	869212282	f820fad88f42b0de82e4b83730a3313b	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/1_0201_tumor_S2_R1_001.fastq.gz	gz	['Open']	COTC021-0201-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	1_0201_tumor_S2_R2_001.fastq.gz	52e75f41-4a04-5b0b-a24e-b2bf572c7bc9	915358256	9c69624396026b00b778c54f773d0cea	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/1_0201_tumor_S2_R2_001.fastq.gz	gz	['Open']	COTC021-0201-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	2_0203_Tumor_S4_R1_001.fastq.gz	7f5e1c8b-41b3-5e8d-8acc-dd3442d9e14f	729185963	9988fe3f2a9da3d190047fbb4e45a636	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/2_0203_Tumor_S4_R1_001.fastq.gz	gz	['Open']	COTC021-0203-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	2_0203_Tumor_S4_R2_001.fastq.gz	0007e2c4-6c0f-5e9b-b94f-b983acf68d4b	770211593	d5bb8c85670d43cf441a06c198a7f839	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/2_0203_Tumor_S4_R2_001.fastq.gz	gz	['Open']	COTC021-0203-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	3_0207_Tumor_S6_R1_001.fastq.gz	fc7a28af-38b4-5e6f-ba83-56785022f8bb	686093144	bb47d4a1c1778439ba4091647dc5556c	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/3_0207_Tumor_S6_R1_001.fastq.gz	gz	['Open']	COTC021-0207-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	3_0207_Tumor_S6_R2_001.fastq.gz	67e81f64-ff7a-5ca9-b6ad-53f3e6415a0e	708001793	5188aaa9390b881b4565ca00b36f9d0f	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/3_0207_Tumor_S6_R2_001.fastq.gz	gz	['Open']	COTC021-0207-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	2_0209_Tumor_S2_R1_001.fastq.gz	fbfe21bb-b8b2-5f71-8b55-b27256526f73	2157168261	2c2f155301bbe6f021f042aafb084714	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/2_0209_Tumor_S2_R1_001.fastq.gz	gz	['Open']	COTC021-0209-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	2_0209_Tumor_S2_R2_001.fastq.gz	fa96d0c5-1343-5526-bcee-5b62a7fa0505	2300440039	2e2617eb8dc2a1e410ce2612bfbb8f1b	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/2_0209_Tumor_S2_R2_001.fastq.gz	gz	['Open']	COTC021-0209-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	16_0211_tumor_S13_R1_001.fastq.gz	bd8b7ac6-9ef4-5052-aa42-f364d9d349b2	1046596950	1ec40b8b8f2c1c00583e5edf24e45c21	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/16_0211_tumor_S13_R1_001.fastq.gz	gz	['Open']	COTC021-0211-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	16_0211_tumor_S13_R2_001.fastq.gz	9a9774d2-37ad-5ebc-8431-5b6afcfd018a	1116055584	435c5187aa61abcc20fab46984fed042	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/16_0211_tumor_S13_R2_001.fastq.gz	gz	['Open']	COTC021-0211-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	4_0215_Tumor_S1_R1_001.fastq.gz	97090667-1c50-5a8f-9424-1dd2fe940da8	1129599265	5027ea29d0ff13594ad61ed9761aa576	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/4_0215_Tumor_S1_R1_001.fastq.gz	gz	['Open']	COTC021-0215-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	4_0215_Tumor_S1_R2_001.fastq.gz	21d07844-d569-5624-8e16-7cad6b9da0ef	1206418439	69b8218dc1c058a49a009d49c9feead1	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/4_0215_Tumor_S1_R2_001.fastq.gz	gz	['Open']	COTC021-0215-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	17_0226_tumor_S20_R1_001.fastq.gz	07b631a8-cc14-521a-9183-4f12cc2a2973	857322836	bc0244dee47e14b8b9cbdd67bab7eefd	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/17_0226_tumor_S20_R1_001.fastq.gz	gz	['Open']	COTC021-0226-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	17_0226_tumor_S20_R2_001.fastq.gz	16339c36-dbff-5fd0-979d-9deae650b1d2	898680569	85cea673b160e54226528343f7c22387	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/17_0226_tumor_S20_R2_001.fastq.gz	gz	['Open']	COTC021-0226-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	18_0301_tumor_S22_R1_001.fastq.gz	e66e8e8e-44fe-5701-8a35-6ae8fface27d	898478113	44647779b3b5ff5650436ee8afec02b4	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/18_0301_tumor_S22_R1_001.fastq.gz	gz	['Open']	COTC021-0301-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	18_0301_tumor_S22_R2_001.fastq.gz	d85d63ab-9f87-5180-9f4d-042aa855cd8a	955620028	451e2e128c1256bda3f1ddcb698070ab	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/18_0301_tumor_S22_R2_001.fastq.gz	gz	['Open']	COTC021-0301-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	19_0303_tumor_S24_R1_001.fastq.gz	f62781aa-6e39-53c6-b370-4e1f78ed0274	891805730	4c052be4fe9fd16999414bdf326f6f00	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/19_0303_tumor_S24_R1_001.fastq.gz	gz	['Open']	COTC021-0303-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	19_0303_tumor_S24_R2_001.fastq.gz	3d629420-016f-5de5-be26-ebaf1f758e92	938708901	1a0cfe77f1107954888a9382af4ecb09	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/19_0303_tumor_S24_R2_001.fastq.gz	gz	['Open']	COTC021-0303-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	6_0305_Tumor_S6_R1_001.fastq.gz	b694fd58-006e-5a74-b827-f7fe3311e947	1804356468	927ffd657ef024ef4599014a5f2a3b8f	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/6_0305_Tumor_S6_R1_001.fastq.gz	gz	['Open']	COTC021-0305-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	6_0305_Tumor_S6_R2_001.fastq.gz	b60804ef-863c-55c9-a431-18876b178e52	1930173717	bd0a544138dd02f2d020a85933fc9d79	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/6_0305_Tumor_S6_R2_001.fastq.gz	gz	['Open']	COTC021-0305-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	20_0307_tumor_S26_R1_001.fastq.gz	840e1d84-342e-5d07-933f-f579e4a169ae	1065569114	bb03ece9566062b5da6ef9835626f507	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/20_0307_tumor_S26_R1_001.fastq.gz	gz	['Open']	COTC021-0307-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	20_0307_tumor_S26_R2_001.fastq.gz	919a5774-eb1f-50cf-8690-0a9991ae06be	1124323297	70f86496a002ce987534772ce6b14818	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/20_0307_tumor_S26_R2_001.fastq.gz	gz	['Open']	COTC021-0307-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	7_0309_Tumor_S7_R1_001.fastq.gz	1629886b-a7cc-5911-8ec3-a5084809e7c8	1949544881	431027c8cca5a69460752cbfc467a52f	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/7_0309_Tumor_S7_R1_001.fastq.gz	gz	['Open']	COTC021-0309-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	7_0309_Tumor_S7_R2_001.fastq.gz	01354e7e-c522-5347-9c6f-1b0539b1ecf2	2098845341	798711d7095ce30cd0ee4d0ac5e31e16	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/7_0309_Tumor_S7_R2_001.fastq.gz	gz	['Open']	COTC021-0309-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	21_0311_tumor_S28_R1_001.fastq.gz	1e981d0b-01ea-5172-bb80-3fc4aba80af4	911508120	9cb080b4c61957e5cfe34b5026356df8	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/21_0311_tumor_S28_R1_001.fastq.gz	gz	['Open']	COTC021-0311-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	21_0311_tumor_S28_R2_001.fastq.gz	d30525b5-0aab-5764-8a95-e310e36e0d12	954747022	2e4529f9624f3f3eb1289fe4e33f8af9	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/21_0311_tumor_S28_R2_001.fastq.gz	gz	['Open']	COTC021-0311-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	138_0314_tumor_S82_R1_001.fastq.gz	278bd456-6426-5706-be2c-d17ace0b8707	1112417483	1c6ea142b25c0771ae0f749810a0a91c	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/138_0314_tumor_S82_R1_001.fastq.gz	gz	['Open']	COTC021-0314-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	138_0314_tumor_S82_R2_001.fastq.gz	f12c8047-0268-541e-a7ea-662390f0f642	1173782097	d865b6172789f9975503861885d22d51	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/138_0314_tumor_S82_R2_001.fastq.gz	gz	['Open']	COTC021-0314-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	22_0317_tumor_S30_R1_001.fastq.gz	c23755ff-e786-5ce8-8b54-ee9a36c07fa3	1308499075	6470ecd199a5d012b26cabaab9b125cd	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/22_0317_tumor_S30_R1_001.fastq.gz	gz	['Open']	COTC021-0317-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	22_0317_tumor_S30_R2_001.fastq.gz	68b53746-c8dc-58dc-bb21-ab17be38f826	1383939827	30c3d83dd7359aa7ff5b36af22498861	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/22_0317_tumor_S30_R2_001.fastq.gz	gz	['Open']	COTC021-0317-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	23_0329_tumor_S15_R1_001.fastq.gz	452e44b6-257a-5682-b1de-be297cd5e3b8	784721649	8ef6acfe247a0fac00af61f162f82a74	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/23_0329_tumor_S15_R1_001.fastq.gz	gz	['Open']	COTC021-0329-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	23_0329_tumor_S15_R2_001.fastq.gz	8a2dc1c1-c844-55da-9d4a-9583ba27ae7f	839047651	76f371f0d5fa2dd248e58d6354f2e871	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/23_0329_tumor_S15_R2_001.fastq.gz	gz	['Open']	COTC021-0329-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	8_0335_Tumor_S8_R1_001.fastq.gz	42b8bb8e-4cb6-50c8-8302-3b4c38f32aaa	1942202420	2e37b489143c6a7434f3b0d29eefa251	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/8_0335_Tumor_S8_R1_001.fastq.gz	gz	['Open']	COTC021-0335-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	8_0335_Tumor_S8_R2_001.fastq.gz	714f89c2-653c-5e09-939d-5b6cd568caeb	2070940210	5b5c9532cb53721103bed6c08f5acb0d	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/8_0335_Tumor_S8_R2_001.fastq.gz	gz	['Open']	COTC021-0335-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	24_0405_tumor_S32_R1_001.fastq.gz	6cfb445c-af0f-575d-80d7-8278635b0944	738751216	b3f6995509fafb8ecb1abd22cb15aceb	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/24_0405_tumor_S32_R1_001.fastq.gz	gz	['Open']	COTC021-0405-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	24_0405_tumor_S32_R2_001.fastq.gz	100e9964-5f1e-556b-830f-ad7b7494c7f8	814236871	5a3f3ac43b01a82e09e523aa5d3a8902	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/24_0405_tumor_S32_R2_001.fastq.gz	gz	['Open']	COTC021-0405-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	25_0505_tumor_S34_R1_001.fastq.gz	0d94af28-dc61-50b7-8e55-bcaf83694c7e	1180384156	f76e1263d58df32e3db550049ebed0da	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/25_0505_tumor_S34_R1_001.fastq.gz	gz	['Open']	COTC021-0505-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	25_0505_tumor_S34_R2_001.fastq.gz	b9ff0c0b-23cc-5acb-b76c-c653f31382fd	1250232186	c6fd2e151e4f443a593c4fe1b359aba2	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/25_0505_tumor_S34_R2_001.fastq.gz	gz	['Open']	COTC021-0505-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	26_0509_tumor_S36_R1_001.fastq.gz	9c243e0a-05de-5a9f-8618-5f7ddb02a056	2944908204	67cc2433e13631cdfa5233cd1cd23c95	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/26_0509_tumor_S36_R1_001.fastq.gz	gz	['Open']	COTC021-0509-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	26_0509_tumor_S36_R2_001.fastq.gz	bd03a39a-77dc-5bb4-88eb-5e9b2bdcfff2	3098751882	68356c7630320c8ceee960b0b0524a69	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/26_0509_tumor_S36_R2_001.fastq.gz	gz	['Open']	COTC021-0509-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	27_0511_tumor_S38_R1_001.fastq.gz	adc2a181-080c-55fe-b168-62f5949d174c	1048765707	1cfe246010d9dc875f8691b9ce9032a7	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/27_0511_tumor_S38_R1_001.fastq.gz	gz	['Open']	COTC021-0511-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	27_0511_tumor_S38_R2_001.fastq.gz	6cb30e2f-285a-5820-988f-cab523d28b96	1125996840	911353204c43bf25583f96bdc1edadd6	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/27_0511_tumor_S38_R2_001.fastq.gz	gz	['Open']	COTC021-0511-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	28_0513_tumor_S40_R1_001.fastq.gz	3e8c07f3-42cf-5ec4-a089-5886de9da3cd	1010324198	3dc6a96e887c7ade7b5cbfed2b37a1ed	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/28_0513_tumor_S40_R1_001.fastq.gz	gz	['Open']	COTC021-0513-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	28_0513_tumor_S40_R2_001.fastq.gz	14f40c7b-6702-5d51-bf80-68613c8000bf	1070070327	a47927db1842ece0821484c1b33c5dbe	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/28_0513_tumor_S40_R2_001.fastq.gz	gz	['Open']	COTC021-0513-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	29_0515_tumor_S42_R1_001.fastq.gz	c4ffd9fb-2af9-5b99-ae18-d503c8f378de	1162340641	7effbcb71b25035cef7d03c621882d23	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/29_0515_tumor_S42_R1_001.fastq.gz	gz	['Open']	COTC021-0515-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	29_0515_tumor_S42_R2_001.fastq.gz	328374fb-b19c-513f-8aeb-35d0e8254d01	1224996689	c733ab541cdcdbbdfdc38925b11c7a99	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/29_0515_tumor_S42_R2_001.fastq.gz	gz	['Open']	COTC021-0515-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	30_0517_tumor_S17_R1_001.fastq.gz	adcc7d1a-3bfd-5060-bf6d-6152b73d5c9d	1231311813	d7c8d3e568dbc2a4c3adbaa713fee59f	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/30_0517_tumor_S17_R1_001.fastq.gz	gz	['Open']	COTC021-0517-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	30_0517_tumor_S17_R2_001.fastq.gz	988bf16c-e7f5-5104-adb8-26fbd75798b6	1316335737	7568ff8add182c7f9012f4f35915c848	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/30_0517_tumor_S17_R2_001.fastq.gz	gz	['Open']	COTC021-0517-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	31_0519_tumor_S19_R1_001.fastq.gz	7b27e8c1-7886-599d-a808-0ea305f8bc66	860809394	159d1da4b59826f8e05468e469f36d10	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/31_0519_tumor_S19_R1_001.fastq.gz	gz	['Open']	COTC021-0519-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	31_0519_tumor_S19_R2_001.fastq.gz	946afdaa-1094-5fc8-9759-36a7cd39d5fe	913148919	2dcd8caf4f58945cbe68879d31e902b0	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/31_0519_tumor_S19_R2_001.fastq.gz	gz	['Open']	COTC021-0519-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	32_0523_tumor_S21_R1_001.fastq.gz	38ea30ed-5907-58cd-98c4-3c1afdd12a54	1030508731	bdd2177491f23ccd97c38a82b8a2a278	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/32_0523_tumor_S21_R1_001.fastq.gz	gz	['Open']	COTC021-0523-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	32_0523_tumor_S21_R2_001.fastq.gz	e0c2bcb1-c056-5647-930e-8aeaf2093ff7	1085531341	996f6b97a2bc1e066eb5371978902c44	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/32_0523_tumor_S21_R2_001.fastq.gz	gz	['Open']	COTC021-0523-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	33_0524_tumor_S44_R1_001.fastq.gz	8115024a-7f71-5364-93ff-1b4cb8cbef91	971294533	31ca84bb1c299df7655a4802cae82338	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/33_0524_tumor_S44_R1_001.fastq.gz	gz	['Open']	COTC021-0524-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	33_0524_tumor_S44_R2_001.fastq.gz	bdd3c5a9-bf07-55db-912a-0c6fd4b6c1b6	1020815270	b5af65ecc6bd22edcb03eb12c09e0baf	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/33_0524_tumor_S44_R2_001.fastq.gz	gz	['Open']	COTC021-0524-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	34_0601_tumor_S46_R1_001.fastq.gz	65d3941f-e9d5-59b8-b4c4-893911955ba7	1014986853	602625619faaa39f530a6dc27acbd8fc	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/34_0601_tumor_S46_R1_001.fastq.gz	gz	['Open']	COTC021-0601-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	34_0601_tumor_S46_R2_001.fastq.gz	e0dedecd-a2d4-51c9-9468-4888317a6f65	1075731219	92fd413bb6be8ead9613b174cbefa2fc	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/34_0601_tumor_S46_R2_001.fastq.gz	gz	['Open']	COTC021-0601-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	35_0603_tumor_S48_R1_001.fastq.gz	8f3444ae-6d81-55fb-a065-34e5bb1e945f	853869634	0d3365799b4c21601c92baa203e47dd1	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/35_0603_tumor_S48_R1_001.fastq.gz	gz	['Open']	COTC021-0603-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	35_0603_tumor_S48_R2_001.fastq.gz	031ce632-a4d1-5b91-a043-55f59227a323	906858578	6cb6576e7a5b8e7524254f3b4ca94446	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/35_0603_tumor_S48_R2_001.fastq.gz	gz	['Open']	COTC021-0603-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	36_0607_tumor_S50_R1_001.fastq.gz	3339c396-a3cb-5531-bacc-a2c3565d4c94	957926741	ae62f7bc1258b6966de49d1d52a22ccc	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/36_0607_tumor_S50_R1_001.fastq.gz	gz	['Open']	COTC021-0607-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	36_0607_tumor_S50_R2_001.fastq.gz	914868a8-4a57-5824-bfbc-129a36948d51	1010822876	ffd61e4b935832d5d0ca68f27fbc2d7a	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/36_0607_tumor_S50_R2_001.fastq.gz	gz	['Open']	COTC021-0607-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	19_0621_Tumor_S19_R1_001.fastq.gz	2a0b45bf-9eae-512e-90be-bb1aad05ec22	2126931118	032ef032eebca72932794840428172fc	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/19_0621_Tumor_S19_R1_001.fastq.gz	gz	['Open']	COTC021-0621-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	19_0621_Tumor_S19_R2_001.fastq.gz	5acb2c2c-ecc9-5392-a07f-2d0f8385e306	2303578894	218106310d8fbb8734e54bf405a9598c	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/19_0621_Tumor_S19_R2_001.fastq.gz	gz	['Open']	COTC021-0621-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	37_0625_tumor_S52_R1_001.fastq.gz	a4f35570-0f16-5d9e-8ccc-12405aeaa47f	847588112	0a7038ad21ba1aad2e0e7d25ff1a8b5f	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/37_0625_tumor_S52_R1_001.fastq.gz	gz	['Open']	COTC021-0625-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	37_0625_tumor_S52_R2_001.fastq.gz	d699ba6f-9512-5559-8d83-905764d6757b	889107759	166dd0cf044c9297b8cb259eb5caeae8	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/37_0625_tumor_S52_R2_001.fastq.gz	gz	['Open']	COTC021-0625-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	38_0630_tumor_S23_R1_001.fastq.gz	980a0e93-853b-51d3-8751-d14ed303dabf	888769719	296651399ff3a9a259044b1be1affd11	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/38_0630_tumor_S23_R1_001.fastq.gz	gz	['Open']	COTC021-0630-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	38_0630_tumor_S23_R2_001.fastq.gz	5a779e54-1fc7-5ad5-a4b1-1e948df00e68	936540335	67be8533b8739759d1fbfd61b8b2bafe	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/38_0630_tumor_S23_R2_001.fastq.gz	gz	['Open']	COTC021-0630-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	21_0631_Tumor_S21_R1_001.fastq.gz	05a6ac87-8de0-514c-a792-1976648154eb	1861444104	a56a825ef45362ff269f28bfc407b316	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/21_0631_Tumor_S21_R1_001.fastq.gz	gz	['Open']	COTC021-0631-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	21_0631_Tumor_S21_R2_001.fastq.gz	a93e4422-2f49-5063-af94-226ed1f5cd8d	1996549555	fec0abb0bb8adb173c8bd893fd1f0b0f	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/21_0631_Tumor_S21_R2_001.fastq.gz	gz	['Open']	COTC021-0631-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	22_0640_Tumor_S22_R1_001.fastq.gz	a07a5766-af90-5ce7-9acf-c75da982fb0b	1693802292	3b51d50e962e8155564ea9b17710ef7e	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/22_0640_Tumor_S22_R1_001.fastq.gz	gz	['Open']	COTC021-0640-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	22_0640_Tumor_S22_R2_001.fastq.gz	4e83b091-e027-57e0-938c-8a959d41d3dd	1830859200	0fa6aa8100fb14d62b1cc9c352a6d23c	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/22_0640_Tumor_S22_R2_001.fastq.gz	gz	['Open']	COTC021-0640-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	71_0643_tumor_S71_R1_001.fastq.gz	ca631ec3-ce2d-5694-aec5-f9f3dfa890bc	1182951796	b2b4095053db7b7838a20190a57b5fca	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/71_0643_tumor_S71_R1_001.fastq.gz	gz	['Open']	COTC021-0643-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	71_0643_tumor_S71_R2_001.fastq.gz	58820f15-3592-5ddf-afcb-e71cb91e6165	1262036285	01aee557f9b5290ad17c35190bda281d	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/71_0643_tumor_S71_R2_001.fastq.gz	gz	['Open']	COTC021-0643-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	39_0701_tumor_S53_R1_001.fastq.gz	d256a0af-5491-5a53-9f6d-1f2edde41d63	1208675692	4b0dbf23215946083b4d1a9ee35242b2	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/39_0701_tumor_S53_R1_001.fastq.gz	gz	['Open']	COTC021-0701-T	RNA Sequence File	RNA-Seq: Primary Tumor
file	39_0701_tumor_S53_R2_001.fastq.gz	66aa8b40-8a63-563d-9638-cb9f620805d4	1281056989	cfc8eeaaabc0c51bcb63bc91f8d5657f	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/COTC021/39_0701_tumor_S53_R2_001.fastq.gz	gz	['Open']	COTC021-0701-T	RNA Sequence File	RNA-Seq: Primary Tumor
