type	consent_group_id	consent_group_name	consent_group_number	consent_group_suffix	id	study.id
consent_group	phs002677_HMB	HMB	1	c1	540e141b-bab8-5a19-9edd-f7d1c7b40b01	d46120e8-5b72-5aec-a06c-8df737ad2289
