type	consent_group_id	consent_group_name	consent_group_number	consent_group_suffix	id	study.id
consent_group	phs002430_GRU	GRU	1	c1	97a819ac-638c-5fbc-80e0-915b568e39ec	bdd5ec95-ec3c-58ed-aaaa-54819d95f0cf
