type	study_link_id	citation_or_DOI	de_identification_method_type	de_identification_method_type_concept_code	file.file_id	image_modality	image_modality_concept_code	imaging_equipment_manufacturer	license	organ_or_tissue	organ_or_tissue_concept_code	species
image	dg.4DFC/0431147b-be2a-5f03-bdc2-7fa4fbd29d1f	https://doi.org/10.7937/fe3t-za58	Semiautomatic	C172484	dg.4DFC/0431147b-be2a-5f03-bdc2-7fa4fbd29d1f	RTSTRUCT	C190605	RaySearch Laboratories		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/06fc9767-f481-5c12-ac8a-bc45d1bcf7a3	https://doi.org/10.7937/fe3t-za58	Semiautomatic	C172484	dg.4DFC/06fc9767-f481-5c12-ac8a-bc45d1bcf7a3	RTSTRUCT	C190605	RaySearch Laboratories		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/07f2610e-5ef0-5ef4-9c4a-ee4451f5aec3	https://doi.org/10.7937/fe3t-za58	Semiautomatic	C172484	dg.4DFC/07f2610e-5ef0-5ef4-9c4a-ee4451f5aec3	RTSTRUCT	C190605	RaySearch Laboratories		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/09c5cee1-70c1-5aee-aca9-d07ffa57c8f2	https://doi.org/10.7937/fe3t-za58	Semiautomatic	C172484	dg.4DFC/09c5cee1-70c1-5aee-aca9-d07ffa57c8f2	CT	C17204	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/103e9365-01f5-5903-8363-cf35c85fdb29	https://doi.org/10.7937/fe3t-za58	Semiautomatic	C172484	dg.4DFC/103e9365-01f5-5903-8363-cf35c85fdb29	RTSTRUCT	C190605	RaySearch Laboratories		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/10be57fd-089b-529a-95ef-b909bf26cea4	https://doi.org/10.7937/fe3t-za58	Semiautomatic	C172484	dg.4DFC/10be57fd-089b-529a-95ef-b909bf26cea4	CT	C17204	Philips		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/12d98232-c7ce-5daf-a7fa-b9e7e758a42c	https://doi.org/10.7937/fe3t-za58	Semiautomatic	C172484	dg.4DFC/12d98232-c7ce-5daf-a7fa-b9e7e758a42c	RTSTRUCT	C190605	RaySearch Laboratories		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/15fade74-873f-5f9f-8e8a-14eca53b5c3d	https://doi.org/10.7937/fe3t-za58	Semiautomatic	C172484	dg.4DFC/15fade74-873f-5f9f-8e8a-14eca53b5c3d	CT	C17204	Philips		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/1900acce-128e-5722-818d-2a29c786a234	https://doi.org/10.7937/fe3t-za58	Semiautomatic	C172484	dg.4DFC/1900acce-128e-5722-818d-2a29c786a234	CT	C17204	Philips		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/1f517726-91ae-5452-88a9-a9f78d84db5c	https://doi.org/10.7937/fe3t-za58	Semiautomatic	C172484	dg.4DFC/1f517726-91ae-5452-88a9-a9f78d84db5c	CT	C17204	Philips		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/2f2899c1-392e-5710-a807-89924f2dd623	https://doi.org/10.7937/fe3t-za58	Semiautomatic	C172484	dg.4DFC/2f2899c1-392e-5710-a807-89924f2dd623	CT	C17204	Philips		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/3314b527-bf1d-5cbb-9539-f1e531df309f	https://doi.org/10.7937/fe3t-za58	Semiautomatic	C172484	dg.4DFC/3314b527-bf1d-5cbb-9539-f1e531df309f	CT	C17204	Philips		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/343b92b6-f65b-509e-b6ca-062555aafee4	https://doi.org/10.7937/fe3t-za58	Semiautomatic	C172484	dg.4DFC/343b92b6-f65b-509e-b6ca-062555aafee4	CT	C17204	Philips		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/35dca654-4d78-5519-ba27-72c2cf3b1e65	https://doi.org/10.7937/fe3t-za58	Semiautomatic	C172484	dg.4DFC/35dca654-4d78-5519-ba27-72c2cf3b1e65	RTSTRUCT	C190605	RaySearch Laboratories		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/3c190fca-503c-5461-b738-db00e71a0a0e	https://doi.org/10.7937/fe3t-za58	Semiautomatic	C172484	dg.4DFC/3c190fca-503c-5461-b738-db00e71a0a0e	RTSTRUCT	C190605	RaySearch Laboratories		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/3c7bc535-9991-5fe9-903d-d05c3dc2988c	https://doi.org/10.7937/fe3t-za58	Semiautomatic	C172484	dg.4DFC/3c7bc535-9991-5fe9-903d-d05c3dc2988c	RTSTRUCT	C190605	RaySearch Laboratories		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/3cc2df8f-0ce3-5e2a-a76f-6aa0cb8538a0	https://doi.org/10.7937/fe3t-za58	Semiautomatic	C172484	dg.4DFC/3cc2df8f-0ce3-5e2a-a76f-6aa0cb8538a0	RTSTRUCT	C190605	RaySearch Laboratories		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/3d2ae5e8-19e0-5945-95e6-af825abd231a	https://doi.org/10.7937/fe3t-za58	Semiautomatic	C172484	dg.4DFC/3d2ae5e8-19e0-5945-95e6-af825abd231a	CT	C17204	Philips		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/4902e42b-6d9d-5ecf-bf85-28bd37d32f3d	https://doi.org/10.7937/fe3t-za58	Semiautomatic	C172484	dg.4DFC/4902e42b-6d9d-5ecf-bf85-28bd37d32f3d	RTSTRUCT	C190605	RaySearch Laboratories		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/4afc4728-d129-5c58-902e-c4e3379f49ae	https://doi.org/10.7937/fe3t-za58	Semiautomatic	C172484	dg.4DFC/4afc4728-d129-5c58-902e-c4e3379f49ae	CT	C17204	Philips		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/5012ff38-03b8-5a43-a7a6-6c3fe4b4bb4c	https://doi.org/10.7937/fe3t-za58	Semiautomatic	C172484	dg.4DFC/5012ff38-03b8-5a43-a7a6-6c3fe4b4bb4c	RTSTRUCT	C190605	RaySearch Laboratories		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/508c928a-c276-548c-9232-6d0840486294	https://doi.org/10.7937/fe3t-za58	Semiautomatic	C172484	dg.4DFC/508c928a-c276-548c-9232-6d0840486294	RTSTRUCT	C190605	RaySearch Laboratories		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/51ab97a8-fc33-55c7-b8a7-50da3c8ab7fa	https://doi.org/10.7937/fe3t-za58	Semiautomatic	C172484	dg.4DFC/51ab97a8-fc33-55c7-b8a7-50da3c8ab7fa	CT	C17204	Philips		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/58448c6c-3aef-5553-a1d0-f22e60975009	https://doi.org/10.7937/fe3t-za58	Semiautomatic	C172484	dg.4DFC/58448c6c-3aef-5553-a1d0-f22e60975009	CT	C17204	Philips		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/59a92922-d01d-59c4-b963-755089f8f121	https://doi.org/10.7937/fe3t-za58	Semiautomatic	C172484	dg.4DFC/59a92922-d01d-59c4-b963-755089f8f121	RTSTRUCT	C190605	RaySearch Laboratories		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/5a66a0ae-5616-5409-9699-c37ee1472596	https://doi.org/10.7937/fe3t-za58	Semiautomatic	C172484	dg.4DFC/5a66a0ae-5616-5409-9699-c37ee1472596	RTSTRUCT	C190605	RaySearch Laboratories		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/5ee0f875-3f28-528b-86b8-8ecc3e64398f	https://doi.org/10.7937/fe3t-za58	Semiautomatic	C172484	dg.4DFC/5ee0f875-3f28-528b-86b8-8ecc3e64398f	RTSTRUCT	C190605	RaySearch Laboratories		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/603291b9-ed98-5005-9a5c-39fe27474faa	https://doi.org/10.7937/fe3t-za58	Semiautomatic	C172484	dg.4DFC/603291b9-ed98-5005-9a5c-39fe27474faa	CT	C17204	Philips		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/60a9548b-ac12-5d16-8274-4787b32629e3	https://doi.org/10.7937/fe3t-za58	Semiautomatic	C172484	dg.4DFC/60a9548b-ac12-5d16-8274-4787b32629e3	RTSTRUCT	C190605	RaySearch Laboratories		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/623a6683-d2d7-535f-92e5-2fa13f4114d2	https://doi.org/10.7937/fe3t-za58	Semiautomatic	C172484	dg.4DFC/623a6683-d2d7-535f-92e5-2fa13f4114d2	RTSTRUCT	C190605	RaySearch Laboratories		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/62d55d84-4a84-5e54-83b2-d28b28a73ad8	https://doi.org/10.7937/fe3t-za58	Semiautomatic	C172484	dg.4DFC/62d55d84-4a84-5e54-83b2-d28b28a73ad8	RTSTRUCT	C190605	RaySearch Laboratories		Head, face or neck, NOS		Homo sapiens
