type	study_link_id	citation_or_DOI	de_identification_method_type	de_identification_method_type_concept_code	file.file_id	image_modality	image_modality_concept_code	imaging_equipment_manufacturer	license	organ_or_tissue	organ_or_tissue_concept_code	species
image	dg.4DFC/000c4fd0-3b64-5baa-890f-58e6bb7a99f7	https://doi.org/10.7937/K9/TCIA.2017.dwehtz9v	Semiautomatic	C172484	dg.4DFC/000c4fd0-3b64-5baa-890f-58e6bb7a99f7	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00c62a2d-307b-5a94-a8c8-1faa2338506b	https://doi.org/10.7937/K9/TCIA.2017.dwehtz9v	Semiautomatic	C172484	dg.4DFC/00c62a2d-307b-5a94-a8c8-1faa2338506b	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/026ecc48-8673-57ab-a3aa-602f4114876e	https://doi.org/10.7937/K9/TCIA.2017.dwehtz9v	Semiautomatic	C172484	dg.4DFC/026ecc48-8673-57ab-a3aa-602f4114876e	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/03b9c38f-fa46-5d3e-ac0e-854251856ce3	https://doi.org/10.7937/K9/TCIA.2017.dwehtz9v	Semiautomatic	C172484	dg.4DFC/03b9c38f-fa46-5d3e-ac0e-854251856ce3	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/0420c179-75c7-540e-953a-ade545c7bbee	https://doi.org/10.7937/K9/TCIA.2017.dwehtz9v	Semiautomatic	C172484	dg.4DFC/0420c179-75c7-540e-953a-ade545c7bbee	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/04332c7e-b510-516f-9b4e-5f1dd4ef8391	https://doi.org/10.7937/K9/TCIA.2017.dwehtz9v	Semiautomatic	C172484	dg.4DFC/04332c7e-b510-516f-9b4e-5f1dd4ef8391	SEG	C80146	QIICR		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/047dde68-1fd8-5f99-892f-7fb57116b565	https://doi.org/10.7937/K9/TCIA.2017.dwehtz9v	Semiautomatic	C172484	dg.4DFC/047dde68-1fd8-5f99-892f-7fb57116b565	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/0548fcbb-b6f0-5520-9dd3-d7bb5dda0a12	https://doi.org/10.7937/K9/TCIA.2017.dwehtz9v	Semiautomatic	C172484	dg.4DFC/0548fcbb-b6f0-5520-9dd3-d7bb5dda0a12	SEG	C80146	QIICR		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/054bd968-245d-55ad-99b9-e6de0f979e32	https://doi.org/10.7937/K9/TCIA.2017.dwehtz9v	Semiautomatic	C172484	dg.4DFC/054bd968-245d-55ad-99b9-e6de0f979e32	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/05ba7e74-db1d-5374-ae3a-b259d8cc376f	https://doi.org/10.7937/K9/TCIA.2017.dwehtz9v	Semiautomatic	C172484	dg.4DFC/05ba7e74-db1d-5374-ae3a-b259d8cc376f	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/084ebed6-0945-54ca-9d48-30b49cb59a09	https://doi.org/10.7937/K9/TCIA.2017.dwehtz9v	Semiautomatic	C172484	dg.4DFC/084ebed6-0945-54ca-9d48-30b49cb59a09	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/08566ab9-655b-586b-baf6-a63ccbc9ca73	https://doi.org/10.7937/K9/TCIA.2017.dwehtz9v	Semiautomatic	C172484	dg.4DFC/08566ab9-655b-586b-baf6-a63ccbc9ca73	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/08931d5b-a20f-5135-a540-c635cc0085a1	https://doi.org/10.7937/K9/TCIA.2017.dwehtz9v	Semiautomatic	C172484	dg.4DFC/08931d5b-a20f-5135-a540-c635cc0085a1	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/0904fe8d-e68d-58a6-92fc-cb419a6e0860	https://doi.org/10.7937/K9/TCIA.2017.dwehtz9v	Semiautomatic	C172484	dg.4DFC/0904fe8d-e68d-58a6-92fc-cb419a6e0860	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/09ce0db7-cf1f-5b5d-b156-041ec83eefaf	https://doi.org/10.7937/K9/TCIA.2017.dwehtz9v	Semiautomatic	C172484	dg.4DFC/09ce0db7-cf1f-5b5d-b156-041ec83eefaf	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/0a99ed40-98a3-5dd2-a41f-5f80070243b7	https://doi.org/10.7937/K9/TCIA.2017.dwehtz9v	Semiautomatic	C172484	dg.4DFC/0a99ed40-98a3-5dd2-a41f-5f80070243b7	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/0ad9ab89-4f71-505c-ab5b-68ae64f53c9a	https://doi.org/10.7937/K9/TCIA.2017.dwehtz9v	Semiautomatic	C172484	dg.4DFC/0ad9ab89-4f71-505c-ab5b-68ae64f53c9a	SEG	C80146	QIICR		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/0b119a24-f891-50df-b5a1-cce5fa084cf9	https://doi.org/10.7937/K9/TCIA.2017.dwehtz9v	Semiautomatic	C172484	dg.4DFC/0b119a24-f891-50df-b5a1-cce5fa084cf9	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/0b7ca1d2-07e6-57cf-b216-ff5bf58556df	https://doi.org/10.7937/K9/TCIA.2017.dwehtz9v	Semiautomatic	C172484	dg.4DFC/0b7ca1d2-07e6-57cf-b216-ff5bf58556df	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/0b8d7307-4759-5d0a-a411-c54d9535360a	https://doi.org/10.7937/K9/TCIA.2017.dwehtz9v	Semiautomatic	C172484	dg.4DFC/0b8d7307-4759-5d0a-a411-c54d9535360a	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/0bec8d4f-0feb-5d7e-aadd-4a953bd89803	https://doi.org/10.7937/K9/TCIA.2017.dwehtz9v	Semiautomatic	C172484	dg.4DFC/0bec8d4f-0feb-5d7e-aadd-4a953bd89803	SEG	C80146	QIICR		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/0db171c9-a9c6-566e-9c95-1ea785654ddc	https://doi.org/10.7937/K9/TCIA.2017.dwehtz9v	Semiautomatic	C172484	dg.4DFC/0db171c9-a9c6-566e-9c95-1ea785654ddc	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/107bace7-c7a5-56f0-825d-886c8f50f2eb	https://doi.org/10.7937/K9/TCIA.2017.dwehtz9v	Semiautomatic	C172484	dg.4DFC/107bace7-c7a5-56f0-825d-886c8f50f2eb	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/10933352-18e3-5220-8b92-b40bbda3e355	https://doi.org/10.7937/K9/TCIA.2017.dwehtz9v	Semiautomatic	C172484	dg.4DFC/10933352-18e3-5220-8b92-b40bbda3e355	SEG	C80146	QIICR		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/1178fccb-9b89-5019-b24f-2fc0dda3fdc0	https://doi.org/10.7937/K9/TCIA.2017.dwehtz9v	Semiautomatic	C172484	dg.4DFC/1178fccb-9b89-5019-b24f-2fc0dda3fdc0	MR	C16809	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/11d925ae-06ae-59b6-9fa0-998167d203fe	https://doi.org/10.7937/K9/TCIA.2017.dwehtz9v	Semiautomatic	C172484	dg.4DFC/11d925ae-06ae-59b6-9fa0-998167d203fe	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/12c82dce-36a1-531c-91fe-7bfb25653f44	https://doi.org/10.7937/K9/TCIA.2017.dwehtz9v	Semiautomatic	C172484	dg.4DFC/12c82dce-36a1-531c-91fe-7bfb25653f44	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/12f71339-e0bf-52ba-8a09-ea296f546f41	https://doi.org/10.7937/K9/TCIA.2017.dwehtz9v	Semiautomatic	C172484	dg.4DFC/12f71339-e0bf-52ba-8a09-ea296f546f41	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/1317ab9d-9fc1-5c8d-8a23-6816644f4d31	https://doi.org/10.7937/K9/TCIA.2017.dwehtz9v	Semiautomatic	C172484	dg.4DFC/1317ab9d-9fc1-5c8d-8a23-6816644f4d31	MR	C16809	GE MEDICAL SYSTEMS		Head, face or neck, NOS		Homo sapiens
