file_id	file_name	md5sum	submission_version	type	study.phs_accession	file_type	experimental_strategy_and_data_subtypes
dg.4DFC/34540b13-3e95-42c8-86f7-b9f8a4425907	MCI_Metadata_manifest.tsv	135bc303998949b9e897854fb3ae9ed3	phs002790.v2.p1	file	phs002790	Not specified in data	
