type	study_funding_id	funding_agency	grant_id	funding_source_program_name	id	study.id
study_funding	TALLSC4	NCI	U10CA180886		0748e52b-02cf-5fb1-890c-9652132d7b2b	21868a70-2e63-5cf6-970e-e222bc192862
study_funding	TALLSC5	NCI	U2CCA233285		26c9b629-78bd-5b24-9471-cdf46da81773	21868a70-2e63-5cf6-970e-e222bc192862
study_funding	TALLSC1	NCI	X01HD100702		427bcca3-0092-5cce-b640-13bbf488edf8	21868a70-2e63-5cf6-970e-e222bc192862
study_funding	TALLSC6	NCI	U54HL165442		7f416bcc-b39a-5395-a931-fe53a3d54ea9	21868a70-2e63-5cf6-970e-e222bc192862
study_funding	TALLSC3	NCI	R01CA264837		8e587db9-bcee-5381-b180-642873141b25	21868a70-2e63-5cf6-970e-e222bc192862
study_funding	TALLSC2	NCI	R03CA256550		975f3dc1-94e7-55ca-a909-0db667978c00	21868a70-2e63-5cf6-970e-e222bc192862
