"type"	"consent_group_id"	"consent_group_name"	"consent_group_number"	"consent_group_suffix"	"id"	"study.id"
"consent_group"	"phs002599_GRU"	"GRU"	"1"	"c1"	"c32103e4-c58e-56b0-96e3-f96dbcb6302c"	"67069456-434a-5685-bfee-0a5b94ef7c88"
