type	study_id	crdc_id	file_types_and_format	phs_accession	program.program_acronym	short_description	study_acronym	study_data_types	study_data_types_concept_code	study_description	study_external_url	study_name	study_version
study	phs004225_ACRIN-DSC-MR-Brain	93bdebad-0440-421d-82ee-b07901f8e06d	DICOM	phs004225	TCIA-RADIOLOGY	This is a subset of radiology imaging data containing faces from the ACRIN-DSC-MR-Brain collection in The Cancer Imaging Archive.	ACRIN-DSC-MR-Brain	Imaging	C17369	This is a subset of radiology imaging data containing faces from the ACRIN-DSC-MR-Brain collection in The Cancer Imaging Archive.	https://doi.org/10.7937/tcia.2019.zr1pjf4i	ACRIN 6677/RTOG 0625	phs004225.v1.p1
