type	consent_group_id	consent_group_name	consent_group_number	consent_group_suffix	id	study.id
consent_group	phs002371_GRU	GRU	2	c2	ff12d60e-9d80-553c-ba1e-fba3ef753d92	525f594e-b859-582c-bd87-229c0cd3ae8c
