file_id	file_name	md5sum	submission_version	type	study.phs_accession	file_type	experimental_strategy_and_data_subtypes
dg.4DFC/edc55506-def0-11ed-bf75-ff7efcdee83f	MCI_Metadata_manifest.tsv	c77430d0c5b1d7b2682c5659e40a2ae4	phs002790.v2.p1	file	phs002790	Not specified in data	
