type	clinical_study_designation	accession_id	clinical_study_description	clinical_study_id	clinical_study_name	clinical_study_type	crdc_id	date_of_iacuc_approval	dates_of_conduct	program.program_acronym	study_disposition
study	PRECINCT02	000014	Treatment of human diffuse large B-cell lymphoma (DLBCL) has been markedly improved by the inclusion of immunotherapy with standard chemotherapy-based treatment regimens. Specifically, the addition of an anti-CD20 monoclonal antibody has increased long term survivorship to approximately 70%. Despite this, 30% of affected patients will ultimately succumb to their disease. Furthermore, even when treatment is successful, cytotoxic chemotherapy is associated with a significant risk of long-term morbidities that negatively impact quality of life. As such, there is interest in utilizing additional immunotherapeutics for the treatment of DLBCL that could both improve outcome while also reducing the need for intensive chemotherapy. This is particularly relevant for frail populations that cannot tolerate typical multi-agent regimens. The purpose of this clinical trial was to leverage DLBCL in pet dogs as a spontaneous large animal disease model to interrogate novel small molecule inhibitor/anti-CD20 combinations paired with low dose single agent doxorubicin chemotherapy for evidence of biological activity. Toward this end, we evaluated doxorubicin/anti-CD20 paired with a PI3K-delta inhibitor (RV1001), a NAMPT/PAK4 inhibitor (KPT-9274) or a SUMO-activating enzyme (SAE) inhibitor (TAK-981) to determine the most effective combinations relevant for human clinical translation. Using an adaptive mini-pilot trial approach, combinations deemed antagonistic and/or associated with unacceptable adverse events could be rapidly removed from consideration, while those with clear therapeutic promise could be studied in the front-line setting and enhanced. Moreover, the pilot studies were embedded with longitudinal sample collection designed to identify biomarkers associated with response to the specific small molecule inhibitors and thereby generate a framework for future therapeutic selection. In summary, this study provides a template for leveraging information gained from integrated immunotherapeutic trials in canine patients with DLBCL into the development and testing of novel treatment strategies designed to improve outcomes of human patients with DLBCL.	Tufts DLBCL	Novel treatments for Diffuse large B cell lymphoma (DLBCL) in dogs	Treatment Study	c72e3183-7cf4-4f44-938e-c32d134cbd7c		December, 2018 - November, 2022	PRECINCT	Unrestricted
