guid	md5	size	acl	authz	urls
dg.4DFC/3c20ef6e-891d-525c-bc80-b965faf9f093	85c912b5787af4667c236f21cc1aec3b	3317292285	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14098076_1.fastq.gz
dg.4DFC/3c25a9ad-7a4c-5957-8641-cb824ae798d7	05fe334d5a1413ddc1158a6933072881	5634927252	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102965_2.fastq.gz
dg.4DFC/3c3204eb-4849-5d21-afa5-3a09d30be9dd	525c97fb5f4f461865033611f975498e	6806179395	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102933_1.fastq.gz
dg.4DFC/3c51d009-bc93-558d-814c-10c4d343f7cb	a14dbaece8eb106cb6fd45a0c18bf0cf	7022905537	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102920_1.fastq.gz
dg.4DFC/3c898642-2e6e-56b3-8d4a-17218e8c6bb3	c758c1cf8e55e7173614cfce70d7803d	7649473213	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14101995_1.fastq.gz
dg.4DFC/3cfa08e9-e533-536b-935d-7d8ea2fdbdbf	098a2d385c022dca1f43a13b4b3de5e1	2662314415	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14096161_1.fastq.gz
dg.4DFC/3cfe495d-db91-5b26-919c-eeeea15f2088	cfea2bacd14ca03684c502ad78e946e2	3518911878	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102122_2.fastq.gz
dg.4DFC/3d074b59-5edf-5434-988c-7ffbc87e346e	41041f3a80c7a9d2d44e23d1a07dc53a	3528758619	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14096196_1.fastq.gz
dg.4DFC/3d16ffea-ac38-503d-80ce-7274356c15b1	38d3daeec1b07e7c41ae39762150bc35	5797559182	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14098095_1.fastq.gz
dg.4DFC/3d1ca546-ef20-59a9-b1ff-37410ea51bd2	f67ed2991f88c92167212caf3835b3d8	8617735734	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102008_1.fastq.gz
dg.4DFC/3d36a737-d9bc-5c2a-9f4c-4d66e61b3f30	d5ac06c33846154b6bd96dafdfb49369	6337506336	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14098095_2.fastq.gz
dg.4DFC/3d90e0f9-d0eb-5e12-b100-3c148d7fc7ab	1b7c8a875230a9a1201d056e45554e5e	5853958188	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102950_2.fastq.gz
dg.4DFC/3dad390e-c81c-5d5c-98e0-fe3fba9688df	e31a97eff0fbd62ff203c5684092fefc	6570549360	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14098084_1.fastq.gz
dg.4DFC/3dd008b0-c520-53f5-99e4-311765267472	6db7262d748c5091fe74811c90c89937	8343855868	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102909_2.fastq.gz
dg.4DFC/3e6e22b5-4568-5c30-b35c-c71c9fff4db3	b502276256f751d886e27eb98f045ee6	6053600567	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102146_1.fastq.gz
dg.4DFC/3e8f2bf0-f595-54fa-aaae-8e7042331303	f69162091e7a07877e4d8fb52aca921a	5746891472	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14099689_2.fastq.gz
dg.4DFC/3ea7f24d-5033-56e7-b224-59c5f613df23	e10ed98e3a855315cd64f8d7d6c39acd	8305987293	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102136_2.fastq.gz
dg.4DFC/3f392753-02c5-5641-bc22-595ddf997379	3ab6f7ca67508ce6750feaaaa6b71598	6208519439	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14098092_1.fastq.gz
dg.4DFC/3f9e8fb2-d836-54b1-956d-d8bd72d58fb4	6d693281cdb3724681c65b98aceae8e6	3396723644	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14098078_1.fastq.gz
dg.4DFC/3fc536d9-d0d0-5f96-8a18-1a2ec805201d	d22c1c06a3c9695b9d8889f82a0b24f4	4420614630	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14098082_1.fastq.gz
dg.4DFC/3fce9a05-a304-47c0-b8cb-02913b6de8d8	f45d6d603771cf082a9082bcb7c01779	29714	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/07-T-KPT-LN-D.RCC
dg.4DFC/3ff14a40-e4ab-57c2-a277-ccab9bd143bf	3b00736fa0069dad89b36e4570ea20eb	6233383650	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14099611_2.fastq.gz
dg.4DFC/405ea19c-9a09-52b6-b4ca-0fb329a72424	3bc8b956f49b92795782a5f1b98ee8b3	6002719564	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102017_1.fastq.gz
dg.4DFC/406c6a9c-96e7-50ac-8e54-b8ac6831d0d2	a5190de5f3ac9b7794ef2c69d0286eeb	5431065865	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14103090_1.fastq.gz
dg.4DFC/40daa834-14e0-54fc-875f-e076ba94dd7a	d4e51143c79eb1f0a0bf69b67de88991	5992320075	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102979_2.fastq.gz
dg.4DFC/40f55d1d-76e7-5e5f-bf92-bf4cb4baac3a	df7a12c9045e67893fbf586df9bcc0ac	8176281904	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102020_2.fastq.gz
dg.4DFC/4102432a-3aa7-5fa2-aab7-6c1f124eaf57	d08004c995113fbe87672cb865c78d25	6700837247	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102106_2.fastq.gz
dg.4DFC/4195093a-e064-5e44-8b57-ee3fbaeca13d	235c6239f1d6347b059ca3dea5cbec62	2955569249	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102065_2.fastq.gz
dg.4DFC/41cf8fa7-075e-51b7-a1fc-4b43b150594c	2ce3844747888fc512766d772422d5df	4071296529	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14096168_1.fastq.gz
dg.4DFC/422b6421-c2ea-55d3-9344-853b64e31df8	f7c88bc91c37b25959e805696924875c	5242789861	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102127_2.fastq.gz
dg.4DFC/42bb3933-886d-5931-9f7a-4a37dd42f8b1	b1d1c5c7642e87b23640edec13b33c6b	9399609631	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102006_2.fastq.gz
dg.4DFC/42bd8a2e-1b66-543e-a9f3-c00b9219e584	279145fe9a76d3101791a96b22e5a804	5311808768	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102116_2.fastq.gz
dg.4DFC/433b5ea0-e713-5aab-be07-75a03dbc82d3	7bae509da13288e4a757fc5c04683930	5700272484	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14103090_2.fastq.gz
dg.4DFC/433d46a3-0d52-53da-ae26-c0ac43b69b3c	417a62c8082b45003d35a0970c9e46c5	5131382146	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102884_1.fastq.gz
dg.4DFC/43d26c25-aeb4-5417-9bce-8c8b9035c7b3	2eba7252c7239a8a89dadb8bd9835af9	5852612548	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14098110_1.fastq.gz
dg.4DFC/43de9331-b5f5-50ab-8dd3-029cfc7bad6a	4b7256b4872d7209edf8db407e3e8032	5783259828	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102911_2.fastq.gz
dg.4DFC/43e33af6-ae78-54c9-a39c-0f34f84be347	08779ef0664abd945a4723dec89fa0a1	5628746995	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102952_1.fastq.gz
dg.4DFC/440f5d0e-57fa-5325-a6f8-d0f283fa6ad5	b6cecc0a82ce203f757e37e1ce6b1796	6065286104	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14099610_1.fastq.gz
dg.4DFC/4456a613-4601-5367-b6d2-18397f8c3df9	b6145049a912325160f034dda8c63586	5991367586	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102015_1.fastq.gz
dg.4DFC/4479bbeb-aa29-5bf5-87fd-4eaeccf672dc	e3d8e0a437cd3392e2a5b6bfd0a0e2f0	5450481920	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102936_2.fastq.gz
dg.4DFC/44901a7d-39f9-49be-a5cb-36ac3bbb1f73	8d11a73d0664257ecdb7c47068c4f678	29646	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/04-T-DOXRV-LN-A.RCC
dg.4DFC/4491fc77-3213-520b-8e90-c45b5ce0dffa	40e96fd26117721c5a1278e78ea3d940	26107414738	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14099661_2.fastq.gz
dg.4DFC/451db555-c44e-571f-a85f-e73fa08d9757	db676023146c7fc42038087caa90bfbb	26647302880	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14099662_2.fastq.gz
dg.4DFC/4531420a-b570-556e-a9e4-e26879ee2807	69ad097fba8a9639d4cb37ce70d69c8a	7816114403	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14101983_2.fastq.gz
dg.4DFC/458823d6-c672-5ec5-8bc3-91e6d602eadd	f0eaf5a7084c7bddd5400e0a7fc5032a	8287186366	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102111_2.fastq.gz
dg.4DFC/45a7de25-4e31-59ac-a8db-c4a09be9da7a	af82777ecc612d11c0b1cb09d8adb1e6	5776479596	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102984_2.fastq.gz
dg.4DFC/45b260c7-ac79-5614-a61f-1fe9b7e93c2f	9421ee4dd55972bc6d96d6cdbbb46113	6414291545	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14098101_2.fastq.gz
dg.4DFC/45e2926d-d80e-566f-938f-23ee922e82f1	8eb7a676be5b326170b2c59177c164fd	2864675264	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102031_2.fastq.gz
dg.4DFC/46914668-4253-5bc6-91cc-26bc3080ade3	0c678a6d1c8fe7747132b59d22ce0113	3105170268	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14099665_2.fastq.gz
dg.4DFC/4697f176-5530-53e6-849a-634766e6e12a	6badb11a8bf9e690bb4532d9506f3943	2478241413	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102117_1.fastq.gz
dg.4DFC/46c7544c-b04e-5ad0-942e-3442d56b711e	8c51a4966f717005a07f80778240eabd	5414568894	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14099692_1.fastq.gz
dg.4DFC/46ef10db-1350-5ef9-a621-81da82a87ef7	3d606644b12a42b3e68e812ec2b1e48a	3526389545	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14098078_2.fastq.gz
dg.4DFC/472b58e8-592a-5e0a-a99e-5f3f30dc204e	9beb105ca1b5b18d6fc0fbd84f993b1c	5385892301	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102937_1.fastq.gz
dg.4DFC/4732219b-e57f-5cca-8da1-a268f385618b	1b4dbc06d7db6aece7e901812115a26d	13149261910	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102958_2.fastq.gz
dg.4DFC/4767fb2e-0124-5f07-9ecd-c5a81aba8246	3008a9fef436ce4b3479156c0b86a77d	6202172658	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102141_2.fastq.gz
dg.4DFC/47798dd2-9a44-5239-afe2-3c44c6971a7f	2a9ae324d1dd9dca312b286e933574be	3168554213	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14096183_2.fastq.gz
dg.4DFC/478431a1-dd1f-57b8-8be8-0b76eefa6b34	1af76137f94a69470ad64a5f1014865f	5725842988	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102955_1.fastq.gz
dg.4DFC/47875e35-806c-5de4-b94f-86f5e9206fe0	17c1fc74b64f84343e003e5ca3ecbecc	5502309421	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102885_2.fastq.gz
dg.4DFC/47a167e3-acf8-56bc-96f1-a9e8121b3cdd	c25c38be526abc35116b615e4a3be616	4208621315	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102054_2.fastq.gz
dg.4DFC/47dbfd15-5fb9-5130-b5e3-8ee3e62f187d	114c2f2462b1f32fe610dc9b2b22c180	3440531430	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14098057_2.fastq.gz
dg.4DFC/487c801b-6bff-5f55-a70f-2d0f7fb9c1c8	66ecc7e0496ad6b5d4c591736019ffc6	5057891599	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102129_1.fastq.gz
dg.4DFC/488fefa7-de33-503c-8662-8d332d4030bc	1f7f7308a593c6e884d72b7098754989	3256410699	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14096164_1.fastq.gz
dg.4DFC/489e2d82-b7c2-58c3-b368-a5bca92c16db	4df3d4d72712cc3f4033cf92b5260842	5661157117	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102052_2.fastq.gz
dg.4DFC/48da79de-e286-5057-8174-cb8c690c4e13	55d8721e6c9a08588852587a6bc3f393	4179610439	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14096170_2.fastq.gz
dg.4DFC/4939dfc9-61be-50f1-a0d6-071b53b5887a	da0c33679b4969ce5c7bec3ce4afad6f	5311220460	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14103093_1.fastq.gz
dg.4DFC/49f474c3-8f2b-5a66-9f1c-6a5d7593dbd1	37ec50e3aa0b3fd9773093aa66941046	5964610520	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102016_1.fastq.gz
dg.4DFC/4a53f5e4-dda1-54ac-98d9-aacad582e4a9	56600dc56db93c18fe677eb21f124519	7097942370	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14098085_2.fastq.gz
dg.4DFC/4a7cda6e-8b7c-5df7-86cc-d395788ed141	6770901d0527c832286707e02e485f5e	3370295649	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14096178_2.fastq.gz
dg.4DFC/4aac48c7-1e44-5c93-bfb1-6e7f68dfea60	c52178f8a4fb7eac277980e7d5544bfc	6831454253	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14098084_2.fastq.gz
dg.4DFC/4ada78e2-87d3-5d9d-a159-2271148d59da	0e8d0269f0dc2acceb96aaadf5f64f6f	5029135808	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14098067_2.fastq.gz
dg.4DFC/4b1237cd-2b0b-5602-80eb-50e3cda785e3	6102a1d9612697c26a47832165bcaa09	5400218590	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14099671_1.fastq.gz
dg.4DFC/4b775190-b2f7-5d11-95f1-0431fd242f09	284de65963cc7147ede85ec9dd4985b0	5755701509	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14098087_1.fastq.gz
dg.4DFC/4bee88b6-9efa-502d-9ff0-580d93d7ba05	db4ef6dc6bbed7675cae7c6412c7cc34	6336729498	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102041_2.fastq.gz
dg.4DFC/4bfd9340-13d0-503b-b1a4-3675b8c47bfd	a4d0d8578ce6487096c647e557642bca	4642378738	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14098068_1.fastq.gz
dg.4DFC/4c5b83db-13c3-5176-b24f-a09c801588bc	844d6710a5a6ed95520ad92b48704ec8	6172234408	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102028_1.fastq.gz
dg.4DFC/4c8191d5-be37-5530-8faf-23e67b9a5b7a	af8d1fe815ed9f85efc90988993e04ab	4437026524	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14103079_1.fastq.gz
dg.4DFC/4d115824-b096-551e-85ae-314a90901ad8	2a1cbea68c5c34a35da210973fb8bbe7	5427218234	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102918_1.fastq.gz
dg.4DFC/4e1e8d6c-bf53-501f-8d9f-2d1fcd761efe	3a8780b43db39fa939382646afc387ec	6082393979	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102900_2.fastq.gz
dg.4DFC/4e2d842c-a432-5695-be33-2a04cbc0894e	3de6923ec7ff42ea2ba40281689fe440	3788331889	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14099687_2.fastq.gz
dg.4DFC/4f06be93-160c-58a1-9cdd-af61bfe16769	3b745def36478141a945f116907304ae	5641030954	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102088_1.fastq.gz
dg.4DFC/4fa013e8-ff7a-5ce9-ac95-4f0a2beefbb1	0aa7f4521434300b890f084290c0a0da	2922387718	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14096172_1.fastq.gz
dg.4DFC/4fbccc19-00bb-5906-9193-4700337fc335	2060bf7e1106613c2afe1c36bfaa4c56	7882290022	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102124_2.fastq.gz
dg.4DFC/50254839-4516-5e5f-87ba-608d5f3605be	255a1cc7b43d3ef201d49b0dd8179ecf	4241036803	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14096169_2.fastq.gz
dg.4DFC/508014a9-4cd4-5cbb-b6ae-f9c0f9b1ae30	2bb3d403010c6c087ca1be2593abf322	8563297272	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102109_2.fastq.gz
dg.4DFC/508f8b53-8549-5efd-896a-704e8f733ed4	70a0c7435df58366a1c1c1cff4871ea1	5524571206	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102912_2.fastq.gz
dg.4DFC/50c82270-6106-5355-943f-42e15e01b91d	f869d90ca829ad0701b244d70ce9fba6	7397847638	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102124_1.fastq.gz
dg.4DFC/51346ad6-34da-5950-b6dd-8470b2c66548	6ef6f6b59750f09384220db9f5f29033	4713991231	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14098069_1.fastq.gz
dg.4DFC/513c29fa-2119-4e97-b0d0-de2570cbdfaf	fddd4a380d57d5ab4fde733e1c8d9db3	29808	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/07-T-TAK-LN-D.RCC
dg.4DFC/5147aef1-0577-5ca9-bb0d-aa08bf4e160e	bb167a9a1075c85a208c7fd93f4094b1	8356695496	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14099677_1.fastq.gz
dg.4DFC/514a3d1f-fa88-54fc-a89d-d45416c2cee3	c0abd57fa452b5aac95f53cf9df896d3	6000620423	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102009_2.fastq.gz
dg.4DFC/5151842b-62f8-5eda-92ab-854d7b4678b4	a84205765aead96d7f1b440fab28319f	5378374200	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102075_1.fastq.gz
dg.4DFC/5157788d-5f0d-5b52-8358-fb8d546f7f0f	c3d2cb5d65c63bb499ecabd01eed538b	5488077914	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102076_2.fastq.gz
dg.4DFC/515f5b41-3e2b-5f82-ade1-281d820c846e	ac99cf45f14fcd0721598dcaae2c77ba	4390394538	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14099636_2.fastq.gz
dg.4DFC/51678f3a-ff70-51f2-9563-f1112cffd624	a086ac4eefb14e0645507f1d216b0904	4725038937	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14098056_2.fastq.gz
dg.4DFC/51a5c92c-517e-58b6-9a4b-ffde672b4534	436446cee42e9024dbaf121cef680ce8	1984201933	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14096162_1.fastq.gz
dg.4DFC/5210cbdb-0858-56a1-a402-63be30520f9f	4e6406d9f17134869f31882bc48f4865	4847066173	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102915_2.fastq.gz
dg.4DFC/52111722-9552-5ef0-bfb3-acf0d825968a	c092ae6918a2d082fa261d2c766fa0bc	6428749281	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102879_1.fastq.gz
dg.4DFC/52186c33-d864-525a-a256-46117e37614d	f2be3378da992caaee2a5760a10b62ef	6074888385	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102898_2.fastq.gz
dg.4DFC/523c97dc-b083-5a85-bc22-f4868c86ba7c	9ce4f518d120c1946003b4f67b2622dd	4944388295	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102027_1.fastq.gz
dg.4DFC/52b4b3f9-d236-50a8-bc69-2de740aca0c7	b5aa8086859f82e79b7f52e264327c5f	8099047162	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14101990_2.fastq.gz
dg.4DFC/52b84e5c-16fd-511c-928f-ac95bd9609ad	357e019248e46ef82cca636c6a707c06	4145283092	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14099663_1.fastq.gz
dg.4DFC/533dca82-6c62-5872-b053-ff113970aa91	410b4b3d6f860981de9792c85b32143b	2680574623	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14096159_1.fastq.gz
dg.4DFC/53c1fce3-c6fa-534e-abc2-0706ef30f806	c131555f65c2a9a7dd9ea998d4aedf37	5497116201	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14102950_1.fastq.gz
dg.4DFC/550a0f6e-4697-5254-b653-780392a338ce	466d65e9235f9f757823da67f5631174	7865747644	['*']	['/open']	s3://nci-crdc-data-bucket-prod/1bb2565c-09cb-4430-b691-bfb3aaf140b2/ERR14101986_1.fastq.gz
