type	human_relevance_record_id	human_relevance_statement	nci_link_to_relevant_human_cancer	relevant_experimental_therapeutic_intervention	relevant_human_cancer	relevant_human_genes	relevant_human_pathways	study.clinical_study_designation
human_relevance	PRECINCT02	A large body of work has demonstrated that pet dogs with spontaneous diffuse large B-cell lymphoma (DLBCL) represent a relevant large-animal model of the human disease, with numerous genetic changes and pathway aberrations shared across both species. Using an adaptive trial design, small-molecule immune modulators were combined with anti-CD20 and low dose doxorubicin to identify promising therapeutic regimens and associated biomarkers of activity. In doing so, this clinical trial created a framework within which to rapidly optimize novel treatment strategies for DLBCL prior to evaluation in human patients, with the goal of improving clinical translation.	https://www.cancer.gov/publications/dictionaries/cancer-terms/def/diffuse-large-b-cell-lymphoma	anti-CD20 monoclonal antibody;doxorubicin;RV1001 (PI3K-delta inhibitor);KPT-9274 (NAMPT/PAK4 inhibitor);TAK-981 (SUMO-activating enzyme inhibitor)	Diffuse Large B-Cell Lymphoma	MS4A1;PIK3CD;NAMPT;PAK4;SAE1;UBA2	PI3K-delta signaling;NAD+ biosynthesis (NAMPT salvage pathway);PAK4 signaling;protein SUMOylation;B-cell receptor signaling	PRECINCT02
