type	 program.program_acronym	study_id	study_name	study_acronym	study_description	short_description	study_external_url	phs_accession	bioproject_accession	funding_agency	funding_source_program_name	grant_id	organism_species	adult_or_childhood_study	data_access_level	number_of_participants	number_of_samples	study_data_types	file_types_and_format	size_of_data_being_uploaded	acl	study_access	authz	study_version
study	API_PROGRAM	kite	2482retest-Study	BONE	des	srtdes	study.com	phs23444					Human	Adolescent and Young Adult				Proteomics|Supplemental|Publication	TSV|PDF|TXT					1.2
