type	consent_group_id	consent_group_name	consent_group_number	consent_group_suffix	id	study.id
consent_group	phs003111_HMB	HMB	1	c1	1bb4266e-ce5b-5699-9cdf-cd169050f43c	027e2441-7fbc-5a58-85a8-babe45f91de5
