type	consent_group_id	consent_group_name	consent_group_number	consent_group_suffix	id	study.id
consent_group	phs001327_GRU	GRU	1	c1	4a8d2401-1a2b-5da0-b58a-bc33eb62c840	e07b48db-83c4-5523-aaa8-467e2fb3a04e
