type	study_link_id	citation_or_DOI	de_identification_method_type	de_identification_method_type_concept_code	file.file_id	image_modality	image_modality_concept_code	imaging_equipment_manufacturer	license	organ_or_tissue	organ_or_tissue_concept_code	species
image	dg.4DFC/0005ea1d-73b5-5482-9754-a6ff84658e36	https://doi.org/10.7937/gkr0-xv29	Semiautomatic	C172484	dg.4DFC/0005ea1d-73b5-5482-9754-a6ff84658e36	SEG	C80146	QIICR		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00173b9e-2c4b-55df-bd9f-6a0e967eecba	https://doi.org/10.7937/gkr0-xv29	Semiautomatic	C172484	dg.4DFC/00173b9e-2c4b-55df-bd9f-6a0e967eecba	PT	C17007	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/002262f4-febe-5b0d-b1db-b1a03eae076e	https://doi.org/10.7937/gkr0-xv29	Semiautomatic	C172484	dg.4DFC/002262f4-febe-5b0d-b1db-b1a03eae076e	PT	C17007	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00266f5a-9461-5d4f-9861-cf7a56f82d75	https://doi.org/10.7937/gkr0-xv29	Semiautomatic	C172484	dg.4DFC/00266f5a-9461-5d4f-9861-cf7a56f82d75	CT	C17204	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/003ecf00-804e-5945-b942-eb9fe9274fe2	https://doi.org/10.7937/gkr0-xv29	Semiautomatic	C172484	dg.4DFC/003ecf00-804e-5945-b942-eb9fe9274fe2	CT	C17204	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/003fd500-698c-555c-b11a-8482c233c8c8	https://doi.org/10.7937/gkr0-xv29	Semiautomatic	C172484	dg.4DFC/003fd500-698c-555c-b11a-8482c233c8c8	SEG	C80146	QIICR		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/0046fdd9-f6d4-5a81-8706-3c93248ae08c	https://doi.org/10.7937/gkr0-xv29	Semiautomatic	C172484	dg.4DFC/0046fdd9-f6d4-5a81-8706-3c93248ae08c	PT	C17007	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/0049b001-fb84-520d-b3db-14d60aa9f9d0	https://doi.org/10.7937/gkr0-xv29	Semiautomatic	C172484	dg.4DFC/0049b001-fb84-520d-b3db-14d60aa9f9d0	PT	C17007	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00513467-85d2-5717-b63a-010a427cd0e5	https://doi.org/10.7937/gkr0-xv29	Semiautomatic	C172484	dg.4DFC/00513467-85d2-5717-b63a-010a427cd0e5	PT	C17007	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00609da8-06fc-548f-bc11-f928afea0b62	https://doi.org/10.7937/gkr0-xv29	Semiautomatic	C172484	dg.4DFC/00609da8-06fc-548f-bc11-f928afea0b62	SEG	C80146	QIICR		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/006fa8a5-81ad-509d-8bd0-c63833130ee1	https://doi.org/10.7937/gkr0-xv29	Semiautomatic	C172484	dg.4DFC/006fa8a5-81ad-509d-8bd0-c63833130ee1	SEG	C80146	QIICR		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/007f2f4a-617f-5e9f-bda8-78e9071509b4	https://doi.org/10.7937/gkr0-xv29	Semiautomatic	C172484	dg.4DFC/007f2f4a-617f-5e9f-bda8-78e9071509b4	SEG	C80146	QIICR		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00ab8a69-bd72-56b5-8bc3-64a4f648c049	https://doi.org/10.7937/gkr0-xv29	Semiautomatic	C172484	dg.4DFC/00ab8a69-bd72-56b5-8bc3-64a4f648c049	CT	C17204	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/00f3ff21-805a-5020-8b95-1eb95662bde3	https://doi.org/10.7937/gkr0-xv29	Semiautomatic	C172484	dg.4DFC/00f3ff21-805a-5020-8b95-1eb95662bde3	CT	C17204	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/010bda6c-ab2e-5a89-b17f-3d0a71387df2	https://doi.org/10.7937/gkr0-xv29	Semiautomatic	C172484	dg.4DFC/010bda6c-ab2e-5a89-b17f-3d0a71387df2	SEG	C80146	QIICR		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/011b04cd-35f4-5511-987a-18d10c3970e2	https://doi.org/10.7937/gkr0-xv29	Semiautomatic	C172484	dg.4DFC/011b04cd-35f4-5511-987a-18d10c3970e2	SEG	C80146	QIICR		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/011e49b2-9bd3-5050-8238-8ae90c051458	https://doi.org/10.7937/gkr0-xv29	Semiautomatic	C172484	dg.4DFC/011e49b2-9bd3-5050-8238-8ae90c051458	SEG	C80146	QIICR		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/012e28da-8719-5a1b-863d-2f6abb1d2bf1	https://doi.org/10.7937/gkr0-xv29	Semiautomatic	C172484	dg.4DFC/012e28da-8719-5a1b-863d-2f6abb1d2bf1	SEG	C80146	QIICR		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/013f16db-84ba-5cf7-a448-8fa6b16a92fa	https://doi.org/10.7937/gkr0-xv29	Semiautomatic	C172484	dg.4DFC/013f16db-84ba-5cf7-a448-8fa6b16a92fa	PT	C17007	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/0160ba44-0881-54a2-b8a9-78895435dbb4	https://doi.org/10.7937/gkr0-xv29	Semiautomatic	C172484	dg.4DFC/0160ba44-0881-54a2-b8a9-78895435dbb4	SEG	C80146	QIICR		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/0196b616-eb0d-51e2-8ea4-d440d923908e	https://doi.org/10.7937/gkr0-xv29	Semiautomatic	C172484	dg.4DFC/0196b616-eb0d-51e2-8ea4-d440d923908e	PT	C17007	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/01b074d1-f6f2-5cb2-b8ab-9f9458999cdb	https://doi.org/10.7937/gkr0-xv29	Semiautomatic	C172484	dg.4DFC/01b074d1-f6f2-5cb2-b8ab-9f9458999cdb	CT	C17204	SIEMENS		Head, face or neck, NOS		Homo sapiens
image	dg.4DFC/01b8b0ef-9342-5b8a-95c4-88459c24f838	https://doi.org/10.7937/gkr0-xv29	Semiautomatic	C172484	dg.4DFC/01b8b0ef-9342-5b8a-95c4-88459c24f838	CT	C17204	SIEMENS		Head, face or neck, NOS		Homo sapiens
